"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","photos/46/height","photos/46/id","photos/46/image","photos/46/width","photos/47/height","photos/47/id","photos/47/image","photos/47/width","photos/48/height","photos/48/id","photos/48/image","photos/48/width","photos/49/height","photos/49/id","photos/49/image","photos/49/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","947117387","en","2456385",,"Owner","963579352","en","2024-08-06","Romantha De silva","Thank you for your amazing review! We’re thrilled to hear that you had a wonderful stay and felt so well taken care of at Roman Beach Hotel. It’s great to know you enjoyed the beautiful location, the cleanliness of the pool area, and the special beach dinner. We’re also pleased to hear that Sugath and our entire team made a positive impact on your stay. Your recommendation means a lot to us. We look forward to welcoming you back!

Best regards,
The Roman Beach Team","2240","736458077","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e5/75/5d/caption.jpg","4608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-04-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Our stay at Roman Beach Hotel was wonderful! We were treated like kings and queens. The location is very beautiful and the view from the room is amazing. The pool and the surrounding area was always clean. Thanks to Sugat, who does a perfect job! All the staff is very friendly and fullfilled all our wishes. 
Roman Beach Hotel has the best Chef ever. The food was delicious. The special dinner at the beach is unforgettable. Children are very well treated and welcome. Thanks to all!
I recommand to stay here!","Perfect stay in an amazing place!","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r947117387-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"0","947117379","en","2456385",,"Owner","963579394","en","2024-08-06","Romantha De silva","Thank you for your fantastic review! We’re delighted to hear that everything about your stay at Roman Beach Hotel was perfect. It’s wonderful to know that our staff, including Sugath and our chef, made your experience so special. We’re thrilled you enjoyed the clean rooms, delicious food, and the beautiful beach dinner. Your 10/10 rating and recommendation mean a lot to us. We hope to welcome you back for another memorable stay!

Best regards,
The Roman Beach Team","4032","736458398","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e5/76/9e/caption.jpg","3024","3024","736458396","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e5/76/9c/caption.jpg","4032","4032","736458397","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/e5/76/9d/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-04-17","OTHER","5","The sunset at the beach looks phenomenal.","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","At this place literally everything was perfect. The Staff was so kind and always made our wishes come true. They treated us very good. The Owner of the hotel is named Sugath, he made the garden and the pool everyday. Also the cook was very nice to us and made delicious food, for example hoppers. The room was also very clean and good. At our last day we had dinner at the beach it was so beautiful with the sunset and the waves and everything. This hotel was a 10/10 experience and im sure its the best hotel near this area for its price.","Unforgetable Hotel experience","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r947117379-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"0","947117283","de","2456385",,"Owner","963579430","de","2024-08-06","Romantha De silva","Thank you for your wonderful review! We’re delighted to hear that you enjoyed the beautiful location, delicious food, and stunning views at Roman Beach Hotel. It’s great to know that our friendly staff and family-friendly atmosphere contributed to your satisfaction. We look forward to welcoming you back!

Best regards,
The Roman Beach Team

Vielen Dank für Ihre wunderbare Bewertung! Wir freuen uns sehr, dass Ihnen der schöne Ort, das leckere Essen und die atemberaubende Aussicht im Roman Beach Hotel gefallen haben. Es ist großartig zu wissen, dass unser freundliches Personal und die familienfreundliche Atmosphäre zu Ihrer Zufriedenheit beigetragen haben. Wir freuen uns darauf, Sie wieder bei uns begrüßen zu dürfen!

Mit freundlichen Grüßen,
Das Team vom Roman Beach Hotel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-04-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Der Ort ist wundervoll und alles war perfekt.
Die Bedienung und die anderen Angestellten sind sehr freundlich. Das Essen war sehr lecker und die Aussicht war wunderschön 😍
Wir waren mit allem sehr zufrieden. Das Hotel ist sehr familienfreundlich.","Wunderschöner Ort","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r947117283-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"0","946135839","en","2456385",,,,,,,,"3000","735440212","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d5/ed/54/caption.jpg","4000","4000","735440215","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d5/ed/57/caption.jpg","3000","3000","735440208","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d5/ed/50/caption.jpg","4000","4000","735440214","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d5/ed/56/caption.jpg","3000","3000","735440211","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d5/ed/53/caption.jpg","4000","3000","735440213","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/d5/ed/55/caption.jpg","4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-04-10","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","We absolutely loved this hotel from start to finish. 
We had a beautiful room with sea view, the pool was fantastic, the food was the best we've eaten in Sri Lanka, but what made it for us were the staff here were just outstanding. Each and every member of the team worked so hard to make their guests happy. They greeted us with smiles, were helpful and so very friendly. The manager Warna is wonderful, couldn't do enough and we loved our chats with him. Sugath's smiles around the pool, attentive at every moment to us and kind to our daughter, getting drinks, towels and balls for the pool (he even cleaned our tuk tuk rental for us!) Sampath was courteous at meal times, explaining the different dishes and Kalani made us welcome from the start as did all the staff here who helped with our bags and kept our room wonderfully clean, I wish I could name each individually as they all deserve a mention! 

We ate at the hotel as the chef took the time to talk with the guests and he put my mind at rest that he would serve Sri Lankan food that wasn't too spicy for us. The food was wonderful! It was a pleasure to stay and eat here. 
Overall, with only 6 rooms the hotel feels peaceful, it's quiet around the pool and beach, but it's not too far from the main town for the restaurants and shops. Pool is perfect with shady spots during the heat of the day, plenty of sun loungers and right on the beautiful beach. Rooms were bright and spacious with great air con comfy beds and a huge bathroom and balcony. We couldn't have wanted for more. 

Thanks to all of you for making the last 3 nights of our holiday very memorable! 

I hope we can return to Hikkaduwa and Roman Beach Hotel.","The BEST hotel!","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r946135839-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"0","942238672","en","2456385",,"Owner","963579461","en","2024-08-06","Romantha De silva","Thank you for your kind review! We’re delighted to hear that you loved our hospitality and enjoyed the attentive service from Silva and the entire team. It’s great to know you appreciated the private beach access and set menus. Your feedback on the bar is noted, and we’ll work on improving it. We look forward to welcoming you back!

Best regards,
The Roman Beach Team","4000","731900868","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/9f/eb/c4/caption.jpg","2252","4000","731900869","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/9f/eb/c5/caption.jpg","2252","1600","731900870","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/9f/eb/c6/caption.jpg","1200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-03-13","OTHER","5",,"Value","5","Location","4","Service","5",,,,,,,"Great hospitality...attentive and smiling staff, special mention of Silva who served us diligently , says has a motto of Happy Guests..Happy us.
 Beautiful private beach access, delectable set menus, and most importantly ""How can I help"" attitude of the whole staff. 
Loved every moment of it. 
Just a recommendation to improve their bar.","Loved the hospitality","2024-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r942238672-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"1","941195164","en","2456385",,"Owner","963579518","en","2024-08-06","Romantha De silva","Thank you for your heartfelt review! We’re thrilled to hear that you and your family had such a special stay with us at Roman Beach. It’s wonderful to know you enjoyed the quiet location, beautiful decor, and spacious rooms with stunning sea views. We’re especially pleased that our team, including Sugath, Warune, Supan, and the entire staff, made your stay memorable. Your compliments on our food and service mean a lot to us. We can’t wait to welcome you back for another warm and welcoming experience!

Best regards,
The Roman Beach Team","1200","730987622","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/91/fc/66/caption.jpg","1600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-03-06","MOBILE","5",,,,,,,,,,,,,,"My family and I stayed at Roman Beach for the month of February. Having been to Sri Lanka many times, this was the first time we had stayed at a boutique hotel.

The location of the hotel is perfect if you want to be on a quieter side of Hikkaduwa, slightly away from the crowds but only a short walk from the bars/ restaurants and shops. It feels very private. 

The decor is beautiful throughout the hotel with gorgeous furnishings, all creating a very cosy, relaxing vibe. The rooms are spacious and bright with an amazing-sized balcony, all with an outstanding sea view. 

The beds are super comfortable and all the room amenities make it feel extra special. The hotel has a high level of cleanliness throughout and the housekeeping staff do an excellent job in the rooms. Attention to detail is superb in all areas. 

 The pool is very well maintained and provided lots of fun for my baby boy. The pool staff, especially Sugath do an excellent job. My baby is still asking for him. His kindness will not be forgotten. Every staff member went above and beyond to make our stay feel extra special. Warune the manager was very attentive, he would go out of his way every day to make sure my family was comfortable. Supan the chef is very talented at what he does. We ate the best food we have ever tasted in Sri Lanka. We recommend the Sri Lankan Curry as it’s absolutely delicious! The restaurant staff were all excellent and again my baby will miss Bhagya, Udshion and Akalanka. Kelanee on reception is very polite and caring. Christi is also a lovely man, we can’t thank him enough for his kindness. The hotel really does have a nice atmosphere and I believe the staff are to thank for this. 

If you are looking for a warm welcome and want to be made to feel like family, do not hesitate to book Roman Beach. You will not be disappointed. We will certainly be back!","A very special stay at Roman Beach","2024-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r941195164-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"0","940257841","en","2456385",,,,,,,,"3000","730353431","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/88/4f/17/caption.jpg","4000","3000","730353436","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/88/4f/1c/caption.jpg","4000","3000","730353432","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/88/4f/18/caption.jpg","4000","4000","730353434","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/88/4f/1a/caption.jpg","3000","4000","730353433","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/88/4f/19/caption.jpg","3000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-02-29","OTHER","4",,"Value","5","Location","5","Service","5",,,,,,,"If you are looking for a quiet memorable holiday with good food, pristine beach, then this is the place!! Excellent location, it's located 2 minutes from the sea with quality food & attentive staff. Very clean hotel, Varun manager, chef, restaurant staff & the cleaner Sugath are doing a great job. We had personalised attention all the time.","Perfect getaway","2024-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r940257841-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"1","939959886","en","2456385",,,,,,,,"3024","730033814","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/83/6e/96/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-02-27","OTHER","5",,,,,,,,,,,,,,"A small boutique hotel with lots of personal attention. The staff is very warm and welcoming. A great place to stay with your family. Sugath the pool guy is very hospitable. The manager is thoughtful and they have a great cook! We had a great night with dinner near the beach and a great bonfire.","Warming boutique hotel","2024-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r939959886-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"0","939519317","en","2456385",,"Owner","963579550","en","2024-08-06","Romantha De silva","Thank you for your wonderful review! We’re delighted to hear that you enjoyed the peaceful stay and perfect location at Roman Beach. It’s great to know you appreciated the spacious rooms with ocean views and our wonderful staff. Your recommendation means a lot to us, and we look forward to welcoming you back in the future!

Best regards,
The Roman Beach Team","4032","729600579","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/7c/d2/43/caption.jpg","3024","4032","729600578","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/7c/d2/42/caption.jpg","3024","4032","729600581","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/7c/d2/45/caption.jpg","3024","4032","729600580","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/7c/d2/44/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-02-23","OTHER","5",,"Value","5","Location","5","Service","5",,,,,,,"What a gem on the beach! After four very busy days in Sri Lanka we enjoyed such a peaceful stay. Perfect location, huge rooms with terraces  facing the ocean and wonderful staff made our stay unforgettable. 
We highly recommend this place and definitely would stay there in the future.","Great hotel!","2024-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r939519317-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"1","938829754","en","2456385",,"Owner","963579581","en","2024-08-06","Romantha De silva","Thank you for your fantastic review! We’re thrilled to hear that you had an extraordinary stay at Roman Beach Hotel and enjoyed the beautiful sea views, perfect location, and our attentive staff. It’s wonderful to know that Waruna, Sugath, Bhagya, and the entire team made your experience memorable. Your recommendation means a lot to us, and we look forward to welcoming you back for another great stay!

Best regards,
The Roman Beach Team","3024","729072039","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/74/c1/a7/caption.jpg","4032","3024","729072036","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/74/c1/a4/caption.jpg","4032","4032","729072038","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/74/c1/a6/caption.jpg","3024","3024","729072037","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/74/c1/a5/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777/2 Galle Road Thiranagama, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"777/2 Galle Road","Thiranagama","2456385","6.12214","Hikkaduwa, Galle District, Southern Province","80.11299","Roman Beach","405","4.7","3","6","8","58","330","https://www.tripadvisor.com/Hotel_Review-g304134-d2456385-Reviews-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html","http://romanbeach.lk","2024-02-18","OTHER","5","Ask Waruna for tours, always worthwhile.","Value","5","Location","5","Service","5",,,,,,,"Our stay at Roman Beach Hotel was extraordinary. The hotel is located perfectly, close to everything yet away from the crowds. Beautiful sea view from the room as well as the dining and lounging areas. A big thank you to Waruna for making us feel so at home and organising our beautiful and memorable day trips and tours. Thank you Sugath for taking care of us at the beach and the beautifully maintained pool. Thank you to Bhagya for always taking care of us and making sure we were always comfortable and satisfied with the biggest smile on your face. Thank you to all the friendly and helpful staff that made our trip so enjoyable. We highly recommend and hope to stay here again!","Best Hotel in Hikkaduwa!!","2024-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2456385-r938829754-Roman_Beach-Hikkaduwa_Galle_District_Southern_Province.html",
"0","994416868","en","17790720",,"General Manager","994741599","en","2025-02-20","Buddhika Kohana","Dear Guest,

Thank you for your wonderful review! We're so glad to hear that you enjoyed the tranquility and natural beauty of our tea estate setting. It's great to know that the comfort of our rooms and the attentiveness of our staff made your stay even more special. We truly appreciate your kind words and hope to welcome you back soon for another peaceful retreat!

Thank you.
Regards
Buddhika Kohona","3024","787031842","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e9/27/22/caption.jpg","4032","4032","787031841","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e9/27/21/caption.jpg","3024","4284","787031840","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e9/27/20/caption.jpg","5712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kabaragalla Estate, Mandaramnuwara 20742 Sri Lanka","Mandaramnuwara","Sri Lanka","20742",,"Kabaragalla Estate",,"17790720","7.058889","Mandaramnuwara, Central Province","80.75643","Tea and Experience Factory - Thema Collection","255","4.8","3","2","7","23","220","https://www.tripadvisor.com/Hotel_Review-g18207106-d17790720-Reviews-Tea_and_Experience_Factory_Thema_Collection-Mandaramnuwara_Central_Province.html","https://www.themacollection.com/tea-and-experience-factory/","2025-02-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Nestled within a serene tea estate, this hotel offers a peaceful retreat with breathtaking views of lush green plantations. The rooms are cozy and well - appointed, providing a perfect blend of comfort and nature. The staff is friendly and attentive, making every stay memorable. If you’re seeking tranquility and a touch of local charm, this is the ideal escape.","Tranquil Escape in the Heart of a Tea Estate","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g18207106-d17790720-r994416868-Tea_and_Experience_Factory_Thema_Collection-Mandaramnuwara_Central_Province.html",
