"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","996843799","en","7146014",,"Other","996899430","en","2025-03-06","Arshed Refai","Dear Guest,

Ayubowan!

Thank you so much for taking the time to share your wonderful feedback. We are delighted to hear that you enjoyed the stunning views, excellent food, and overall experience at Sun Siyam Iru Fushi. It is always our goal to provide exceptional service, and I’m thrilled to know that Kapil, Farnham, Hirushi, and Kishoni made a positive impression with their professionalism and helpfulness.

Karthik and his team at F&B, along with our chefs, will be so pleased to hear that the special buffet they organized for your group was a success. We strive to create memorable moments for our guests, and it’s rewarding to know we succeeded.

We truly appreciate your kind words, and we look forward to welcoming you back for another unforgettable stay in the future. Thank you for recommending us!

Warm regards,  
ArabedRefai
General Manager  
Sun Siyam pasikudah ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passikudah Kalkudah, Kalkudah 30410 Sri Lanka","Kalkudah","Sri Lanka","30410",,"Passikudah Kalkudah",,"7146014","7.925661","Kalkudah, Eastern Province","81.57264","Sun Siyam Pasikudah","598","4.6","5","17","24","105","447","https://www.tripadvisor.com/Hotel_Review-g2193270-d7146014-Reviews-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html","https://www.sunsiyam.com/resorts/pasikudah-sri-lanka/","2025-03-05","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Excellent stay , great food
Kapil, Farnham , hirushi and kishoni at the front desk were very helpful and professional.
Karthik at f and b and his team and the chefs were amazing - they organised a special buffet for our group of 18.
Definitely worth visiting.","Amazing destination , views and food","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g2193270-d7146014-r996843799-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html",
"0","996083082","de","7146014",,"Other","996128952","en","2025-02-28","Arshed Refai","Dear Guest,

Ayubowan!

Thank you so much for your wonderful feedback! We are thrilled to hear that you had a luxurious and enjoyable stay with us. It’s fantastic to know that you appreciated our spacious rooms, unique outdoor shower and bathtub, as well as the exceptional service provided by our team. We are also pleased that you enjoyed the various facilities, such as the fitness room, billiards, and spa, along with the delicious food.

Your kind words motivate us to continually strive for excellence in providing our guests with memorable experiences. We look forward to welcoming you back for another remarkable stay.

Warm regards,  
Arshed Refai
General Manager  ","1536","790745256","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/21/d0/a8/super-schones-hotel.jpg","2048","1536","790745257","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/21/d0/a9/super-schones-hotel.jpg","2048","2048","790745258","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/21/d0/aa/super-schones-hotel.jpg","1536","2048","790745259","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/21/d0/ab/super-schones-hotel.jpg","1536","1536","790745260","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/21/d0/ac/super-schones-hotel.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passikudah Kalkudah, Kalkudah 30410 Sri Lanka","Kalkudah","Sri Lanka","30410",,"Passikudah Kalkudah",,"7146014","7.925661","Kalkudah, Eastern Province","81.57264","Sun Siyam Pasikudah","598","4.6","5","17","24","105","447","https://www.tripadvisor.com/Hotel_Review-g2193270-d7146014-Reviews-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html","https://www.sunsiyam.com/resorts/pasikudah-sri-lanka/","2025-02-27","MOBILE","5","Zwingend Wasserschuhe nötig da es viele Korallen im Meer hat",,,,,,,,,,,,,"Wunderschönes Hotel, grosse Zimmer mit noch grösserem Badezimmer bzw Freiluftdusche und Badewanne, zuvorkommendes, freundliches und gut englischsprechendes Personal, bei schlechtem Wetter besteht die Möglichkeit den Fitnessraum zu nutzen, Billiard zu spielen, sich mit einer tollen SPA Behandlung verwöhnen zu lassen oder am der Poolbar einen Drink zu geniessen. Das Essen war lecker","Super luxuriöser Aufenthalt","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g2193270-d7146014-r996083082-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html",
"1","995876777","en","7146014",,"Other","995925880","en","2025-02-26","Arshed Refai","Dear Guest,

Ayubowan!

Thank you so much for your kind words and for taking the time to share your experience. We are absolutely thrilled to hear that you had a wonderful stay at our resort! It brings us great joy to know that you enjoyed the spacious room, stylish interior, and the pool area, as well as the comfort of our canapés.

I will be sure to pass on your heartfelt appreciation to Karthik, Sashita, Chamod, and the entire team. It means a lot to us to know that you felt welcomed and cared for during your stay.

We truly hope to have the pleasure of welcoming you back in the future. Should you decide to visit again, please don't hesitate to reach out — we’ll be delighted to assist with your plans.

Warm regards,  
Arshed Refai 
General Manager  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passikudah Kalkudah, Kalkudah 30410 Sri Lanka","Kalkudah","Sri Lanka","30410",,"Passikudah Kalkudah",,"7146014","7.925661","Kalkudah, Eastern Province","81.57264","Sun Siyam Pasikudah","598","4.6","5","17","24","105","447","https://www.tripadvisor.com/Hotel_Review-g2193270-d7146014-Reviews-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html","https://www.sunsiyam.com/resorts/pasikudah-sri-lanka/","2025-02-26","OTHER","5","Buffet is not every evening. So ask the staff about the dining possibilities ","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","How lovely to stay in this beautiful resort. The beautiful and spacious room stylish interior. 
The swimming pool and very comfortable canapés.
All the management and staff members are so incredibly nice and welcoming. 
Everything was perfect. Thank you Karthik, Sashita and Chamod, but also all the other members of course sorry we don’t know all the names. 
We hope we will be able to come back one day.","Superb","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g2193270-d7146014-r995876777-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html",
"1","994130964","en","7146014",,"Other","994264591","en","2025-02-16","Arshed Refai","Dear Guest,

Ayubowan!

Thank you for taking the time to share your detailed and thoughtful feedback. We are delighted to hear that you had an overall pleasant and relaxing experience at our hotel.

It is wonderful to know that you enjoyed the peaceful atmosphere, comfortable room, and beautiful surroundings. We are especially glad that you were able to appreciate the design of the rooms and the spa services provided, and that our staff, including Thirasa, Sasitha, Karthik, and Chamop, contributed to making your stay even more special. I will be sure to pass on your kind words to them.

Regarding the behavior of other guests and the challenges you faced with the monkeys and crows, we appreciate your understanding and patience in these natural occurrences. We do take extra measures to minimize these disturbances, and your feedback will help us enhance the guest experience in the future.

We truly value your comments on the beach conditions, the pool, and the landscaping, and we will certainly look into your suggestions for improvement. We appreciate your perspective on the paths leading to the room entrances, and we will discuss this with our team to find a more comfortable solution. Additionally, we will look into the issue of locking the terrace doors from the outside for greater convenience.

Once again, thank you for your valuable feedback and for highlighting the hard work of our team. We look forward to welcoming you back for another relaxing stay, and we will continue striving to provide our guests with the best experience possible.

Warm regards,  
Arshed Refai  
General Manager  ","4032","786628576","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/ff/e0/caption.jpg","3024","962","786627974","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/86/caption.jpg","1280","998","786627971","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/83/caption.jpg","1328","2729","786627953","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/71/caption.jpg","2047","2142","786627935","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/5f/caption.jpg","2856","1280","786627898","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/3a/caption.jpg","912","1056","786627884","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/2c/caption.jpg","1408","1280","786627867","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/1b/caption.jpg","960","1072","786627863","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e2/fd/17/caption.jpg","1428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passikudah Kalkudah, Kalkudah 30410 Sri Lanka","Kalkudah","Sri Lanka","30410",,"Passikudah Kalkudah",,"7146014","7.925661","Kalkudah, Eastern Province","81.57264","Sun Siyam Pasikudah","598","4.6","5","17","24","105","447","https://www.tripadvisor.com/Hotel_Review-g2193270-d7146014-Reviews-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html","https://www.sunsiyam.com/resorts/pasikudah-sri-lanka/","2025-02-15","OTHER","5",,"Value","4","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","5","A great, new beach hotel where you can relax right by the ocean. The territory of the hotel is not very big, but generally well planned and kept nice, tidy and blooming. Itš a vey pleasant and relaxing feeling to be there. The hotel has 36 rooms, but during our stay there were very few guests, which very pleasantly coincided with our expectations for a quiet and peaceful vacation right by the beach. This was only occasionally disturbed by some hotel guests from Russia with their characteristic  loud behaviour and disregard for the presence of others. 
The rooms were very tastefully decorated, with everything you need for your stay. There was enough space to arrange your things. The rooms are really spacious, with a very huge, comfortable bathroom, which is partly under the open sky. The room had good air conditioning. Bed was big, pillows and mattress were very good and comfortable.
Our room was at ground level and it was nice to spend time in the shade, on the spacious terrace. We recommend not leaving anything edible or valuable on the terrace, because every now and then a gang of monkeys comes from the jungle and will gladly pick up or throw away everything that is not tied up. Also during breakfast you will be watched carefully not only by waiters to fulfil your every wish, but also by 5-7 crows, who are just waiting for you to get up from the table and leave your food unattended. Fortunately, they are not as intrusive as sparrows and patiently and attentively wait their turn to occupy your table.
The a la carte breakfast was delicious, with various good, tasty choices. The dinner menu looked quite pricy with comparison to not vey big portions and we went to eat outside hotel twice because here you can have giant fresh lobster for the price of hotel's salad. The hotel has delicious espresso and also a very large wine collection, which we did not try, because the hot climate did not invite us to drink any alcohol.
The pool is beautifully designed, large, comfortable, with pleasantly cool water, which is very refreshing in the hot climate. Lots of sunbeds and umbrellas around the pool. The minus is that the pool is not shaded at any time of the day.
The beach is clean and wide, but immediately behind the hotel a more gloomy reality with a littered beach began. Swimming in the ocean directly opposite the hotel is problematic, because there is a coral reef around the peninsula on which the hotel is located. On the one hand, this is positive, because there are no big waves, but on the other hand, it is actually too shallow to swim there and you need coral slippers, because there are pieces of coral under your feet, which are unpleasant to step on. Slippers according to your size will be given to you at the hotel pool. If you want to swim directly in the ocean, then you have to walk 10 minutes along the beach, to the place where the coral reef ends and swim there.
The spa center is very well decorated, with a good atmosphere. The massage was very nice, relaxing and professional. Unfortunately, I don’t remember the girl’s name, but good that she is the only masseuse! She was great! On the day when I had been in the sun too much, she even brought me an aloe leaf from the hotel garden, which was very helpful.
The entire hotel staff is very diligent, attentive and responsive. I would especially like to mention those with whom we communicated the most - Thirasa and Sasitha in the restaurant, who did their job sincerely and attentively. Also Karthik and Chamop did their best as well as the people at the reception, the chef in the kitchen and the gardeners in the garden and on the beach did everything to make all the guests feel great! Some women in the garden and on the beach were working non stop from early morning till late noon. I hope they are paid accordingly for their intense work.
I would like to say hello to hotel's landscape architect and say that paths to the room's entrance doors  are planned vey funny and not comfortably at all. You and staff need to navigate through bushes and flowerbeds or almost through other guest's terrace, to get to your main door. The paths to the terrace doors of the rooms is very comfortable and well planned, but it's a pity that you can't lock this door from outside. So you need to choose between leaving your room open or lock the room, leave through the other door and then navigate the bushes.","A beautiful new beach hotel to relax right by the ocean.","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g2193270-d7146014-r994130964-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html",
"0","993649700","en","7146014",,"Other","993681869","en","2025-02-12","Arshed Refai","

Dear Guest,

Ayubowab!

Thank you so much for your wonderful review! We're thrilled to hear that you had such a peaceful and relaxing experience at Sun Siyam. It’s truly a joy to know that you enjoyed our serene environment, pristine facilities, and the swimming pool. 

We’re especially grateful for your kind words about Karthik and the rest of our team. We strive to provide exceptional service, and it’s fantastic to know we met your expectations.

We can't wait to welcome you back for another unforgettable stay. Until then, take care and thank you for choosing Sun Siyam!

Warm regards,  
Arshed  
General Manager, Sun Siyam Pasikudah ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passikudah Kalkudah, Kalkudah 30410 Sri Lanka","Kalkudah","Sri Lanka","30410",,"Passikudah Kalkudah",,"7146014","7.925661","Kalkudah, Eastern Province","81.57264","Sun Siyam Pasikudah","598","4.6","5","17","24","105","447","https://www.tripadvisor.com/Hotel_Review-g2193270-d7146014-Reviews-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html","https://www.sunsiyam.com/resorts/pasikudah-sri-lanka/","2025-02-12","MOBILE","5",,,,,,,,,,,,,,"That was one of best relaxation I have ever had - a peaceful, not very crowded and very clean resort with a swimming pool I simply adored. I couldn’t enjoy more.
The food was delicious, Karthik was helpful and entertaining, everyone was just so nice! 
I will be back!","Do not hesitate to visit Sun Siyam!","2025-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g2193270-d7146014-r993649700-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html",
"0","993648902","en","7146014",,"Other","993682152","en","2025-02-12","Arshed Refai","

Dear Guest,

Thank you so much for your kind words! We’re absolutely delighted to hear that Sun Siyam Pasikudah provided the perfect setting for relaxation after your busy January. It’s fantastic to know that you enjoyed the peaceful atmosphere, delicious food, and the relaxing massages. We’re also happy to hear that you had a restful stay in our clean and spacious bungalow.

I will be sure to pass on your special thanks to Karthik and the rest of our team—your recognition means the world to us. We can’t wait to welcome you back for another memorable stay!

Warm regards,  
Arshed  
General Manager, Sun Siyam Pasikudah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passikudah Kalkudah, Kalkudah 30410 Sri Lanka","Kalkudah","Sri Lanka","30410",,"Passikudah Kalkudah",,"7146014","7.925661","Kalkudah, Eastern Province","81.57264","Sun Siyam Pasikudah","598","4.6","5","17","24","105","447","https://www.tripadvisor.com/Hotel_Review-g2193270-d7146014-Reviews-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html","https://www.sunsiyam.com/resorts/pasikudah-sri-lanka/","2025-02-12","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","I went to Sri Lanka with a friend to relax (after a busy January at work). We had a really wonderful time - it was everything I needed: a peaceful, not very crowded place, with a swimming pool (I absolutely loved), with the food that was delicious, massages that relaxed my muscles, and I got a lot of quality sleep in a clean and spacious bungalow!
Special thanks to Karthik and all other employees (I unfortunately don’t know the names). 
Simply great, I will defend be back.","You have to visit Sun Siyam Pasikudah","2025-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g2193270-d7146014-r993648902-Sun_Siyam_Pasikudah-Kalkudah_Eastern_Province.html",
"0","1006390597","en","26226338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64, Peddlers Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"64, Peddlers Street",,"26226338","6.02614","Galle, Galle District, Southern Province","80.21749","The Merchant Galle Fort","367","4.8","5","4","5","20","333","https://www.tripadvisor.com/Hotel_Review-g297896-d26226338-Reviews-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html","http://themerchantgallefort.com/","2025-05-08","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","I loved this hotel, the welcome drinks were amazing. The size of the room, the aspect, the bed and the bathroom were really lovely. It was a comfortable stay all round. Breakfast was great, plentiful and fresh, made to order. The location was so good, right in the centre of Galle Fort, easy to walk the entire Fort area. I was interested in shopping at Barefoot although the shop in Colombo is much better. I had a massage at the Spa Ceylon branch on the corner from the hotel. It was a fantastic massage experience. We had dinner at 'The Archives' a short walk from the hotel and it was amazing, would recommend. I really enjoyed this hotel. before dinner we went for a drink at the Galle Fort Hotel, we sat on the verandah and enjoyed the history of the Fort. For a one or two night stay the absence of a swimming pool was not an issue. The hotel room was very comfortable as were the common spaces.","Great experience at the Merchant Hotel","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d26226338-r1006390597-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html",
"0","1005267979","en","26226338",,,,,,,,"975","800989156","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/be/1f/e4/caption.jpg","1300","1300","800989157","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/be/1f/e5/caption.jpg","975","1300","800989158","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/be/1f/e6/caption.jpg","975","1300","800989159","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/be/1f/e7/caption.jpg","975","1300","800989160","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/be/1f/e8/caption.jpg","975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64, Peddlers Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"64, Peddlers Street",,"26226338","6.02614","Galle, Galle District, Southern Province","80.21749","The Merchant Galle Fort","367","4.8","5","4","5","20","333","https://www.tripadvisor.com/Hotel_Review-g297896-d26226338-Reviews-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html","http://themerchantgallefort.com/","2025-04-30","MOBILE","5","Sunset from the walls a must ",,,,,,,,,,,,,"A delightful character property sensitively converted to a hotel. Ideally situated near the centre of Galle's walled town. We had a nice room and a small but nice balcony overlooking the hotel's dining courtyard. This courtyard had a real vibe, with great food and an extensive wine list - popular with non residents. The hotel is superb for exploring Galle and its history and views from the walls over the ocean - a day enabled us to see all we wanted including a fantastic sunset. Only downside, no pool and we could have done with an afternoon dip as it is warm within the walled town. However the AC and the balcony were a good substitute. Attentive and friendly staff. Easy to recommend for a short stay in historic Galle.","An interesting, well presented and located hotel in historic Galle","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d26226338-r1005267979-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html",
"0","1004321356","es","26226338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64, Peddlers Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"64, Peddlers Street",,"26226338","6.02614","Galle, Galle District, Southern Province","80.21749","The Merchant Galle Fort","367","4.8","5","4","5","20","333","https://www.tripadvisor.com/Hotel_Review-g297896-d26226338-Reviews-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html","http://themerchantgallefort.com/","2025-04-25","OTHER","5",,,,,,,,,,,,,,"Un hotel muy bonito,  desde el jardín, la decoración, las habitaciones,  hasta la comida, realmente de calidad. Hasta tiene restos arqueologicos dentro. El personal muy agradable y atento,  Lahma y demás personal nos han hecho la estancia muy agradable. Recomendable 100%.","Vivir una experiencia muy agradable","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d26226338-r1004321356-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html",
"0","1003940379","en","26226338",,,,,,,,"1600","799913719","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ad/b6/f7/caption.jpg","1200","4032","799913720","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ad/b6/f8/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64, Peddlers Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"64, Peddlers Street",,"26226338","6.02614","Galle, Galle District, Southern Province","80.21749","The Merchant Galle Fort","367","4.8","5","4","5","20","333","https://www.tripadvisor.com/Hotel_Review-g297896-d26226338-Reviews-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html","http://themerchantgallefort.com/","2025-04-23","OTHER","5",,,,,,,,,,,,,,"Fantastic stay at The Merchant. The staff were very good and always so friendly with a warm smile for us . The breakfast was outstanding, with several excellent choices  (the smoothie bowl was delicious!) The room was extremely comfortable and clean, to enter a fully air conditioned room after the heat outside was wonderful!","Highly recommend !","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d26226338-r1003940379-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html",
"0","1003071525","en","26226338",,,,,,,,"1600","799049863","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a0/88/87/caption.jpg","1200","2048","799049864","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a0/88/88/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64, Peddlers Street, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"64, Peddlers Street",,"26226338","6.02614","Galle, Galle District, Southern Province","80.21749","The Merchant Galle Fort","367","4.8","5","4","5","20","333","https://www.tripadvisor.com/Hotel_Review-g297896-d26226338-Reviews-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html","http://themerchantgallefort.com/","2025-04-17","MOBILE","5",,,,,,,,,,,,,,"Very nice room, big and comfy bed, really friendly staff and a fantastic setting. We arrived at 9am after a 16 hour journey but were allowed to check into the room which was very helpful. Excellent breakfast. Perfect location in the centre of Galle close to restaurants and sites. Would recommend staying here.","Great hotel","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d26226338-r1003071525-The_Merchant_Galle_Fort-Galle_Galle_District_Southern_Province.html",
