"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","photos/46/height","photos/46/id","photos/46/image","photos/46/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","1009144946","es","10626598",,"General Manager","1010233648","en","2025-05-29","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

We thank you for your feedback and thank you for selecting Jetwing Colombo Seven. 

Thank you for your wonderful comments about the 57 restaurant located on the lobby level. 

We are also delighted to hear that Vimukthi, Kasun made a difference during dinning at 57 restaurant. 

Looking forward to welcoming you back again to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager","4160","804749234","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f7/7f/b2/caption.jpg","3120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-25","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","La experiencia ha sido fantástica, las instalaciones como el gimnasio y la piscina estupendas.
Cenamos en el restaurante 57 del hotel y no pudimos tener mejor servicio, Vimutkhi y Kasun son unas personas maravillosas las cuales fueron muy amables y serviciales, no tengo más que palabras de agradecimiento hacia ellos","Colombo fantástico","2025-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1009144946-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1009119326","en","10626598",,"General Manager","1010233145","en","2025-05-29","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

Thank you so much for your heartfelt message! We’re absolutely thrilled to hear that your celebration for the bride-to-be was a memorable one at Ward 7. It was our pleasure to be part of such a special occasion.

We’re especially glad that you enjoyed the high tea, the warm hospitality from our team, and of course, the stunning views. Your kind words for Himasha, Manoj, Lasith, Chathuranga, Sahan, and the rest of the team have been shared with them—they’re overjoyed to know their efforts made a difference.

Thank you once again for choosing Jetwing Colombo Seven. We look forward to welcoming you back for more beautiful moments!

Ayubowan (May you live long)!

Ajantha Perera
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-25","OTHER","5",,,,,,,,,,,,,,"Huge Thank to the whole team who assisted us in celebrating my friends bride to be. They went above and beyond to make sure we have a pleasant and a comfortable high tea (ward 7)
Friendly Staffs and Decent and Nice Food with a Mind blowing views. 
Ms Himasha, Manoj, Lasith, Chathuranga, Sahan And the team was amazing. Thank you Jetwing Col 07.","Amazing","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1009119326-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1008447215","en","10626598",,"General Manager","1010226819","en","2025-05-29","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

Thank you so much for sharing your wonderful experience with us at Jetwing Hotel, Colombo 7. We’re truly delighted to hear that your stay was calm, restful, and stress-free—just as we always strive to provide for our guests.

Your kind words about our environment, hospitality, and the quality of food and cleanliness mean a lot to us. We’re especially pleased that our staff, particularly Ammar and Bihara from room service, made your short stay extra comfortable.

It was a pleasure having you with us, and we hope to welcome you back whenever you next visit Sri Lanka. Wishing you safe travels and continued peace!

Ayubowan (May you live long)!

Ajantha Perera
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-20","OTHER","5",,,,,,,,,,,,,,"I had to stay on Jetwing hotel as I had to leave Sri Lanka within 2 days.It's a place to rest without any disturbance.The environment is so calm and cool.When I entered there they welcomed me & gave a huge respect so,it shows the culture of Sri Lanka.I would like to say about the foods & beverages in hotel.It was so healthy & fresh. So,It shows how quality service is given for customers.The sanitary items are also so clean.Anyone can come here and have a peaceful holiday.I'm so happy to express my opinion about this hotel with you guys.Though,I like to appreciate the quick service provided by the staff members.Specially thanks is offered to the room service staff memebers-@Ammar,@Bihara","Calm and stressless days spent on Jetwing hotel,Colombo 7","2025-05","SOLO","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1008447215-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1008256458","en","10626598",,"General Manager","1009254342","en","2025-05-26","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

We thank you for your feedback and thank you for selecting Jetwing Colombo Seven for your daughter's wedding.

We are delighted to hear that you enjoyed the food at the Ward7 roof top restaurant. we are also happy to hear that you were happy with the room service and breakfast spread. 

Thank you again for your wonderful comments about hotel and the service.  
 
Looking forward to welcoming you back again to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-19","OTHER","5","Find time to sip a Drink or Coackatil witha bite at the Roof Top at Sunset","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","4","Had our daughters reception and the Family stayed at the Hotel too. From the welcome at the door check in Room , Roof Top Restaurant food was excellent. So was room service and the Breakfast Spread. All in all a hotel stay where warmth exceeded in every aspect","Excellent Service with Warmth","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1008256458-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1008066399","en","10626598",,"General Manager","1009252696","en","2025-05-26","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

We thank you for your feedback and thank you for selecting Jetwing Colombo Seven. 

We are delighted that you enjoyed your stay with us. Nisal from housekeeping seems to have really 

stood out—it's always the little things like that friendly and attentive service that make a big 

difference.

Thank you once again for your kind words about Nisal and looking forward to welcoming you back 

again to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-18","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The experience of our stay with Jetwing was excellent  it was check in to check out including concierge, reception, meals as restaurant, room service, amneties were all over and above our expectations. Special mention of Nisal in house keeping was extremely helpful, friendly and would like to thank him for the excellent service.
Located at a great place with easy access.
Thanks for the great experience.","Excellent Service","2025-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1008066399-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1007691489","en","10626598",,"General Manager","1009251717","en","2025-05-26","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

We thank you for your feedback and thank you for selecting Jetwing Colombo Seven. 

Thank you for your wonderful comments about Samantha from the Front Office Department.

I will personally pass on your kind words to him. I am delighted to hear that he had provided you with exceptional service. 

Once again thank you for your kind words and looking forward to welcoming you back again to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-15","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","I want to give a huge shoutout to Samantha from the front office for truly going above and beyond in service. On not just one, but two separate occasions, Samantha delivered exceptional customer service that made my experience at the property unforgettable.

The first time, he noticed I was having trouble with a last-minute change in my itinerary and took it upon himself to help coordinate everything quickly and efficiently—saving me a lot of stress. Then again, later in my stay, he went the extra mile by assisting with a special request that most would have considered outside their scope. He handled everything with a warm, professional attitude that made me feel genuinely valued as a guest.

Samantha is a standout example of what great hospitality looks like. Thank you for making my stay so smooth and enjoyable!","Exceptional customer service","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1007691489-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1006878660","en","10626598",,"General Manager","1007635403","en","2025-05-14","Ajantha Perera","Dear Guest, 

Warmest greetings from all of us at Jetwing Colombo Seven Hotel.

We thank you for your feedback and thank you for selecting Jetwing Colombo Seven Hotel.

Thank you for your wonderful comments about the Siva, Thamodya, Dumini, Swetha, Maneesha, Kulith, Vimukthi and Raj. 

Looing forward to welcoming you back again to Jetwing Colombo Seven. 

Ayubowan (May you live long)

Ajantha Perera
General Manager
","5712","802592702","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/97/be/caption.jpg","4284","4284","802592703","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/97/bf/caption.jpg","5712","1600","802592704","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/97/c0/caption.jpg","1200","5712","802592705","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/97/c1/caption.jpg","4284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-11","OTHER","5","I highly recommend visiting the pool side area in the evening, there is a beautiful city view and you can sit down relax read a book or eat.","Value","5","Rooms","5","Location","5","Cleanliness","4","Service","5","Sleep Quality","5","This is my 4th time staying in Jetwing ! And it’s my go to place when I’m in Colombo, great location with easy access to cool coffee shops and tourist attractions.
This hotel truly offers tranquility despite being in a busy city, the interior is simple yet stunning offering a feeling of calmness. The porter staff are very respectfully and very welcoming. The kitchen staff were extremely attentive and friendly. The reception staff were also welcoming. Srilanka has one of the best hospitalities in the world!
A special thanks to the staff: Siva, Thamodya, Nimesha, Dumini,Swetha, Maneesha,Kulith, Vimukthi and Raj","Peaceful, relaxing, welcoming atmosphere","2025-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1006878660-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1005908032","en","10626598",,"General Manager","1007635358","en","2025-05-14","Ajantha Perera","Dear Guest, 

Warmest greetings from all of us at Jetwing Colombo Seven Hotel.

We thank you for your feedback and thank you for selecting Jetwing Colombo Seven Hotel.

Thank you for your wonderful comments about the Ward7 resto-bar located on the roof top of the hotel. 

We are delightful to hear that you enjoyed the food.

Looing forward to welcoming you back again to Jetwing Colombo Seven. 

Ayubowan (May you live long)

Ajantha Perera
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-05-04","MOBILE","5",,,,,,,,,,,,,,"A super upmarket restaurant
located at the roof top of Jetwing Colombo 7 hotel

An extensive choice of liquor and cocktails 
Good variety of meals 
Sri Lankans and western menu 
The salads are exceptional too
Great ambiance 
A must if you want to indulge","A super cool restaurant","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1005908032-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1005152358","en","10626598",,"General Manager","1007635238","en","2025-05-14","Ajantha Perera","Dear Guest, 

Warmest greetings from all of us at Jetwing Colombo Seven Hotel.

We thank you for your feedback and thank you for selecting Jetwing Colombo Seven Hotel.

Thank you for your wonderful comments about the hotel facilities. 

Looing forward to welcoming you back again to Jetwing Colombo Seven. 

Ayubowan (May you live long)

Ajantha Perera
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-04-29","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The service is top notch. The check-in was so smooth, room service and check-out, everything was smooth. Everyone at the hotel is very friendly and they set an example for everyone in the industry. Room was clean and had all the amenities. Food is fresh. Air conditioning is good. Hot water is good. The hotel is close to many facilities in Colombo including supermarkets and hospitals. Provides a great service for the price you pay.","Comfortable Stay","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1005152358-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1002182015","en","10626598",,"General Manager","1004785478","en","2025-04-28","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

We thank you for writing a wonderful review. We will share your comments with the team. 

We are also delighted to hear that you enjoyed the room and stunning views. 

Thank you for selecting Jetwing Colombo Seven for your stay. 

Looking forward to welcoming you to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager
","580","798427503","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/97/09/6f/caption.jpg","342","1071","798427554","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/97/09/a2/caption.jpg","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-04-13","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Our first trip to Sri Lanka was made truly memorable by our wonderful 4-day stay at Jetwing Colombo Seven. Despite initial hesitation, we were immediately impressed by the beautiful scenery and surprisingly pleasant weather upon arrival. The hotel itself was exceptional, from the immaculate room with stunning city views on the 9th floor to the delicious breakfast and outstandingly courteous staff who always greeted us with a smile. A special thank you to Mr. Fazil (Supervisor @ Jetwing Colombo7), whose invaluable guidance on local attractions and city navigation significantly enhanced our experience. We wholeheartedly recommend Jetwing Colombo Seven and look forward to returning to both the hotel and Sri Lanka!","Sri Lanka and Jetwing Colombo provided a surprisingly great experience.!","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1002182015-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1002172057","en","10626598",,"General Manager","1004785402","en","2025-04-28","Ajantha Perera","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

We thank you for writing a wonderful review. We will share your comments with the team. 

We are also delighted to hear that you enjoyed your stay at the hotel.

Thank you for selecting Jetwing Colombo Seven for your stay. 

Looking forward to welcoming you to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-04-12","MOBILE","4",,,,,,,,,,,,,,"Very very friendly staff, Shehani who was super super efficient and helpful, Kanishka from F&B who took utmost care for us as we stayed for almost 2 months and ensured we get home like healthy food everyday with customizations based on our needs. And also call out to Sherunika Perera from reservations at Jetwing who helped us patiently plan many holidays across different properties across the island across 2 years.","Very helpful staff..!","2024-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1002172057-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","1016583281","en","23064853",,"Guest Services / Front Office","1016776527","en","2025-07-06","Ajith Gallage","Dear Guest,

We are truly delighted to hear that you had a wonderful and memorable stay with us. It was our genuine pleasure to serve you and your family. Your satisfaction means a lot to us, and we look forward to welcoming you back again very soon!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hambantota, Hambantota, Tangalle 82000 Sri Lanka","Hambantota","Sri Lanka","82000",,"Hambantota",,"23064853","6.214703","Hambantota, Tangalle, Southern Province","81.091225","Birds Resort Hambantota","167","4.8","1","1","4","25","136","https://www.tripadvisor.com/Hotel_Review-g1027209-d23064853-Reviews-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html","http://www.birdsresort.lk/","2025-07-04","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","We were made to feel so welcome as soon as we arrived!  Stunning, peaceful place.
The room was so beautiful  with an amazing view.  Food was delicious and the jumbo prawn was incredible!  Amazing and friendly staff.  Fascinating assortment of birds.","A beautful peaceful haven","2025-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1027209-d23064853-r1016583281-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html",
