"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","992982852","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-02-11","OTHER","5","A great base from which to visit the city highlights and the area. Very stylish!","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","We loved our say in this beautiful hotel. Very quiet and comfortable, we enjoyed a couple of days and three nights leisurely rest and particularly appreciated the beautful gardens and amazing breakfast. The Sri Lankan breakfast was the best I have had on this trip. The rooms are spacious and extremely well appointed with comfortable beds and it was lovely to sleep in the cool climate We were delighted with our choice of hotel in Nuwara Eliya and à special mention to the charming, helpful and efficient members of staff! We were sad to leave.","A perfect place to stay in Nurawa Eliya","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r992982852-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","992698666","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-02-08","MOBILE","5","Lots of parking space available if needed.",,,,,,,,,,,,,"We needed somewhere for just one night and this proved to be a really good choice.
It is a modernised and modified older bungalow set in its own grounds which are well maintained.
The room was spacious and very comfortable with a good attached bathroom providing everything you might need.
The staff are extremely helpful and welcoming.
The breakfast is served in a lovely modern dining area with views into the garden. The food was ordered from a menu and was delicious.
I would definitely recommend this hotel if you're looking for a small quiet place away from the noisy centre.
The only slight downside of the particular room we had was that once the window blind was  lifted the room  felt quite open to anyone walking past on the path outside. However that was no big deal.
","Lovely small hotel in Nuwara Eliya.","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r992698666-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","991842590","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-02-01","OTHER","5",,,,,,,,,,,,,,"We had a very pleasant stay at this boutique hotel. The food was very good, and the staff was consistently friendly and attentive. Krishan, in particular, took great care of our needs and contributed to a welcoming atmosphere. We would definitely recommend this hotel.","Lovely Boutique Hotel with Attentive Service","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r991842590-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"0","990737702","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-27","OTHER","4",,"Value","4","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Fantastic rustic charm in an old England style boutique hotel. Lovely surroundings and great staff. Food was wonderful too. Only issue was their online system which didn't pick up the booking from Booking.com and their payment system didn't work, meant we had to go into the town and withdraw cash from an ATM to pay. Not really a problem if you've paid in advance. Wouldn't let that stop us from going back. Lovely place.","Lovely Old England Style Hotel in Nuwara Eliya.","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r990737702-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","990693915","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-26","OTHER","5",,"Value","4","Rooms","5","Location","5","Cleanliness","4","Service","5","Sleep Quality","4","Great location, cosy, very friendly staff and wonderful service. We came in without a booking and thankfully there were rooms available. The service rendered was amazing and the food was decent. Facilities was clean and great for a morning walk around the areas","Cosy and friendly","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r990693915-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"0","990569113","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-25","OTHER","5",,,,,,,,,,,,,,"We stayed in this boutique for a few days and it was divine, the style and atmosphere of this place is very cozy and feels like home, the amazing thing about this place is that it doesn’t have a lot of rooms insuring that every costumer is seen and provided for, I would like to add a special thanks to “frank” for helping us and being there when ever we needed him, surely we will give this place another visit!","🌹🌹🌹🌹","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r990569113-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"0","990568452","en","23864787",,,,,,,,"2048","782829539","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/a9/07/e3/caption.jpg","1536","1536","782829540","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/a9/07/e4/caption.jpg","2048","2048","782829541","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/a9/07/e5/caption.jpg","1536","1152","782829542","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/a9/07/e6/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-25","MOBILE","5",,,,,,,,,,,,,,"Impressive hotel with all the amenities. Friendly staff, clean rooms, delicious food. Thanks to Franklin for accompanying and taking care of us. Thanks to all the staff, we will definitely be back! Everything is at a good level! Large territory and wonderful views 🔥","The hotel was a real find for us ❤️🔥","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r990568452-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","990567969","de","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-25","OTHER","5",,,,,,,,,,,,,,"Sehr schönes ruhiges Hotel, sehr aufmerksames Service, riesiges Zimmer mit allem Komfort, neu und stylisch. Britisches Feeling, gepflegter Garten. Sehr zu empfehlen! Abendessen mit 4 Gängen, schmackhaft und schön serviert. Insgesamt ein toller Aufenthalt","Moderner Komfort mit britischem Stil","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r990567969-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","990340184","de","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-23","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Ein wunderbares Hotel mit super freundlichem und kompetentem Personal-
gemütlichen Zimmern und toller Lage. Sehr persönlich und individuell, bei professionellem Service und exzellenter Küche!!
Besonders hervorheben möchten wir das housekeeping (Franklin) und die Küche!","Absolut empfehlenswert!","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r990340184-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","989667649","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-18","OTHER","5",,"Value","5","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","4","Cozy and lovely small Hotel, very caring and helpfull staff, a perfect place to spend a wonderful Holiday. The rooms are nicely furnished with everything you need for your stay. Tasteful breakfast and Dinner are served either in a stylish dining room or on a wonderful terrace","Perfect Hotel to spend a few relaxing days","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r989667649-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"0","989522742","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-16","OTHER","5",,,,,,,,,,,,,,"The place is very intimate and calm, so if you want to rest after sightseeing, this place is perfect. The service is nice, helpful and committed. Franklin was very talkative and helpful. The food was very good and fresh. The rooms are clean and in great style.","Fantastic place","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r989522742-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"0","988926239","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-14","OTHER","4","Don't Forget to pre order your Breakfast for next day","Value","4","Rooms","5","Location","5","Cleanliness","5","Service","3","Sleep Quality","4","This boutique hotel is a charmer, beautiful location, manicured garden, and a quite relaxing place. the rooms are spacious and spotlessly clean, the staff were very courteous and very helpful, specially we would like to mention Krishan who was extremely  caring for my family. 
One thing to be improved is the F&B department, our orders took long time to arrive and Breakfast has to be pre ordered on the previous night, which we were not aware on the first day we checked in.
Other than that it was a charming place.","Stay in a colonial old charm place.","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r988926239-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"0","988490433","da","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-11","MOBILE","4",,,,,,,,,,,,,,"Hyggelig ejendom i engelsk stil. Store værelser. Super service. Maden er fin. Engelske breakfast er god - mens de øvrige valg var små portioner. 

Få værelser - hvilket gør at stedet er stille. 

Ingen mulighed for køb af for eksempel øl i baren. 

Hyggeligt område hvor der er en del at se.","Hyggeligt sted - i engelsk stil","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r988490433-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","988467373","en","23864787",,,,,,,,"1848","780727867","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/88/f6/3b/caption.jpg","4000","1848","780727866","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/88/f6/3a/caption.jpg","4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-10","OTHER","5",,"Value","3","Rooms","4","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","It's was an amazing stay here..beautiful villa...beautiful gardens and exceptional service..Especially Mr Kishan helped us with every thing..they went out of their way to make our stay comfortable  .the breakfast  was yummy and ful filling...A must place to stay in nuwaraeliya..thank you soo much","Amazing stay","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r988467373-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","987668615","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-04","MOBILE","5","Go for B&B. Dinner was not that great.",,,,,,,,,,,,,"Very cozy little hotel with a nice English atmosphere and a beautiful garden. The rooms are really nice. Be aware that A/C is not offered, but with the temperature in Nuwara Eliya then it is not a problem. Good breakfast on order - no buffet. A tip is to go for full English or pancakes. Some of the other choices are fairly small portions. Staff is very friendly and will light up the fireplace in the evening if you wish.","Cozy British style hotel","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r987668615-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"0","987453767","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2025-01-02","OTHER","5","Warm and comfy ","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Great place to stay in the heart of Nuwaraeliya. Clean, safe and comfortable, Kishan, the butler, looked after us really well. Enjoyed the beautiful lobby and the library. Beautiful immaculate garden. The dinning are with glass walls helps you to enjoy the already delicious meals even more.","Great place to stay in the heart of Nuwaraeliya","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r987453767-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","985746190","en","23864787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 17 Bloomfield Rd, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 17 Bloomfield Rd",,"23864787","6.965733","Nuwara Eliya, Central Province","80.773865","Chimneys - Nuwara Eliya","101","4.8","0","1","1","11","88","https://www.tripadvisor.com/Hotel_Review-g608524-d23864787-Reviews-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html","http://chimneys.lk","2024-12-22","OTHER","5",,"Value","4","Rooms","5","Location","5","Cleanliness","4","Service","5","Sleep Quality","5","Welcoming staff, friendly building & atmosphere. Wonderful finish to the decor. Food was lovely, price point is great for what you get. This place is for the more discerning guest. 5 mins walk from the village. Its calm atmosphere and ambiance shine through. I would come back.","The chimney of choice!","2024-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d23864787-r985746190-Chimneys_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html",
"1","1005064571","en","19761154",,"Guest Services / Front Office","1005447541","en","2025-05-01","Sahan Thabrew","Dear Guest,

Thank you for sharing your beautiful experience with us! 

We’re so glad you were able to explore the best of the area and create unforgettable memories. Your appreciation means the world to us, and we can’t wait to welcome you back for another amazing stay. 

Warm regards,
Mano Gunasekera","4000","800766895","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/bb/af/caption.jpg","2250","4000","800766620","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/ba/9c/caption.jpg","2250","4000","800766619","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/ba/9b/caption.jpg","2250","4000","800761427","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/a6/53/caption.jpg","2250","2048","800761425","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/a6/51/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Okanda Road, Hiddaruwa, Naape Hiddaruwa, Naape, Kosgoda 80570 Sri Lanka","Kosgoda","Sri Lanka","80570",,"1 Okanda Road, Hiddaruwa, Naape","Hiddaruwa, Naape","19761154","6.333253","Kosgoda, Galle District, Southern Province","80.02986","Sheraton Kosgoda Turtle Beach Resort","1171","4.7","31","23","30","112","975","https://www.tripadvisor.com/Hotel_Review-g499082-d19761154-Reviews-Sheraton_Kosgoda_Turtle_Beach_Resort-Kosgoda_Galle_District_Southern_Province.html","https://www.marriott.com/en-us/hotels/cmbst-sheraton-kosgoda-turtle-beach-resort/overview/","2025-04-29","OTHER","5","The hotel offers excellent services, but the furniture is old and many equipments need to be reconditioned. There's no private beach.","Value","4","Rooms","4","Location","5","Cleanliness","4","Service","5","Sleep Quality","3","We had an amazing experience în Sri Lanka, a very beautiful country with wonderful people. Much of this was due to Mr. Bandu, a very nice guy we met on the beach în front of Sheraton hotel. He offered to be our guide and we didn’t regret our choice. He was very polite, empathic and careful to promptly respond to all our demands. He knew all local people and all interesting spots,  including beaches,  restaurants, shops and market places. All the trips planned with him offered us unforgettable moments - thank you so much, Mr. BANDU! We will definitely return.❤️","An amazing experience with wonderful people","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g499082-d19761154-r1005064571-Sheraton_Kosgoda_Turtle_Beach_Resort-Kosgoda_Galle_District_Southern_Province.html",
