"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","939804836","en","14267789",,"General Manager","949291768","en","2024-05-03","Sumeda Yasaratne","Dear Respected Guests,
Warm greetings from the entire team at Aarunya Resort!

We're truly grateful for your time in sharing your feedback post your recent stay. It brings us immense joy to know that you cherished your time with us, particularly appreciating our offerings, attentive service, and dedicated staff. Your kind words are a testament to our team's dedication.

We're excited about the prospect of welcoming you back for another exceptional stay. If there's anything we can assist you with regarding future bookings or if you have any further feedback to share, please don't hesitate to reach out to us directly.

Warm regards,
Sumeda Yasaratne
General Manager
","2268","729897979","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/81/5b/fb/caption.jpg","4032","4032","729897975","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/81/5b/f7/caption.jpg","3024","4032","729897978","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/81/5b/fa/caption.jpg","3024","4032","729897977","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/81/5b/f9/caption.jpg","3024","4032","729897976","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/81/5b/f8/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-02-25","OTHER","5",,"Value","5","Location","5","Service","5",,,,,,,"We had a great time at this luxurious boutique hotel. The rooms have been designed and maintained to a very high standard. The plunge pool and jacuzzi complemented the other amenities. The food was excellent and prepared to perfection. A very private and cosy hotel nestled on top of a hill with amazing views of the knuckles range, Matale and surroundings. Anjana (Front office) and the team took care of us well..","A truly remarkable holiday","2024-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r939804836-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","939197380","en","14267789",,"General Manager","949292107","en","2024-05-03","Sumeda Yasaratne","Dear Respected Guests,
Warm greetings from the team at Aarunya Resort!

Thank you for taking the time to share your feedback following your recent stay. We're delighted to hear that you enjoyed your experience, especially appreciating our offerings, attentive service, and beautiful views. Your kind words serve as motivation for us to strive for excellence every day. We have taken your concern areas for our consideration. 

We eagerly await the opportunity to welcome you back for another memorable stay. If there's anything we can assist you with regarding future bookings or if you have any further feedback to share, please feel free to reach out to us directly.

Warm regards,
Sumeda Yasaratne
General Manager","4032","729417930","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/7a/08/ca/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-02-21","OTHER","5",,,,,,,,,,,,,,"Guys first please know that no words can describe the beautiful views from your hotel room. You really feel part of nature and will get a chance to see a lot of wild animals like deers , monkeys and even rabbits!! Amazing helpful staff that makes you feel like royalty. Clean room and amazing bathroom. Only advise to the hotel is to change the jacuzzi because it’s old and does not work properly and to invest in better pool in the room as the pool inside the room is only 60 cm in depth and one meter in width. The hotel gave us free minibar service that get filled daily free of charge!!! Thank you for the wonderful stay","Amazing get away","2024-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r939197380-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","937820520","en","14267789",,"General Manager","949292384","en","2024-05-03","Sumeda Yasaratne","Dear Valued Guests,
Greetings from all of us here at Aarunya Resort!

Thank you for sharing your feedback following your recent stay. We're thrilled to hear that you had a wonderful experience, particularly appreciating our offerings, attentive service, and dedicated staff. Your kind words inspire us to continue delivering exceptional experiences. We have taken your concern areas for our consideration. 

We can't wait to welcome you back for another memorable stay. Should you need any assistance with future bookings or have any further feedback to share, please do not hesitate to reach out to us directly.

Warm regards,
Sumeda Yasaratne
General Manager

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-02-11","OTHER","5",,"Location","5","Service","5",,,,,,,,,"The resort is incredible, probably the nicest location I have ever stayed in. 

The rooms are the height of luxury and the staff are incredibly attentive. 
They were able to arrange a cooking class for us on incredibly short notice, the food being the nicest curry I’ve ever had! I also made some requests before arriving at the hotel, to have a surprise left in the room for my girlfriend on arrival and everything was done exactly how I asked. 

Unfortunately, there were a few technical issues with the room, such as the hot tub not heating up to be hot and the controller for the AC wasn’t working as it should. There was also some building work going on at the resort which was next to our villa so there was some noise in the morning (this may only be applicable to the villa we stayed in). 

However, the pros far outweighed the cons and we would love to stay again!

Thank you to everyone who made our stay so fantastic!","The most beautiful places I’ve ever stayed","2024-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r937820520-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","935773424","en","14267789",,"General Manager","949292939","en","2024-05-03","Sumeda Yasaratne","Dear Valued Guests,
Greetings from all of us here at Aarunya Resort!

Thank you for sharing your feedback following your recent stay. We're thrilled to hear that you had a wonderful experience, particularly appreciating our offerings, attentive service, and beautiful location. Your kind words inspire us to continue delivering exceptional experiences. We take your concern areas for our consideration and further improvement.

We can't wait to welcome you back for another memorable stay. Should you need any assistance with future bookings or have any further feedback to share, please do not hesitate to reach out to us directly.

Warm regards,
Sumeda Yasaratne
General Manager

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-01-27","OTHER","5",,,,,,,,,,,,,,"Well I have been lucky to have travelled the world with my job being the owner of an entertainment travel agent, the views that met me in my sky suite (Nutmeg)  were absolutely incredible. I might even go as far to say top three views I have witnessed from a room , I could have happily stayed there for a few months . Service was very good , if you require a local breakfast give them a hour warning or tell them the day before . Drinks were well priced , unfortunately the spa could not supply half of the treatments which was disappointing , but obviously did not spoil the experience of being somewhere very special. Highly recommend.","A view which will remain with me for decades .","2024-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r935773424-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","935486721","en","14267789",,"General Manager","949293019","en","2024-05-03","Sumeda Yasaratne","Dear Esteemed Guests,
Greetings from the team at Aarunya Resort!

Thank you sincerely for taking a moment to provide your feedback after your recent stay. We're thrilled to hear about your enjoyable experience, especially your generous comments about our offerings, attentive service, and committed staff. Your encouragement means the world to us.

We eagerly look forward to the opportunity to host you again soon. Should you require any assistance with future reservations or have additional feedback to share, please don't hesitate to contact us directly.

Warm regards,
Sumeda Yasaratne
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-01-24","OTHER","5",,"Value","4","Location","5","Service","4",,,,,,,"Extremely beautiful and absolutely serene . Picturesque view. Highly recommended. If someone visit Sri Lanka from overseas, you should never miss this beautiful place.
Staff and management is very supportive. Amenities are up to luxury standard.","Brilliant and perfect","2024-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r935486721-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","934963733","en","14267789",,"General Manager","949293321","en","2024-05-03","Sumeda Yasaratne","Dear Respected Guests,
Warm greetings from the team at Aarunya Resort!

Thank you for taking the time to share your feedback following your recent stay. We're delighted to hear that you enjoyed your experience, especially appreciating our offerings, attentive service, and dedicated staff. Your kind words serve as motivation for us to strive for excellence every day.

We eagerly await the opportunity to welcome you back for another memorable stay. If there's anything we can assist you with regarding future bookings or if you have any further feedback to share, please feel free to reach out to us directly.

Warm regards,
Sumeda Yasaratne
General Manager","1200","725967599","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/ef/caption.jpg","1600","1200","725967595","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/eb/caption.jpg","1600","1200","725967593","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/e9/caption.jpg","1600","1200","725967596","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/ec/caption.jpg","1600","1600","725967598","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/ee/caption.jpg","1200","1200","725967597","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/ed/caption.jpg","1600","1200","725967600","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/f0/caption.jpg","1600","1600","725967594","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/45/62/ea/caption.jpg","1200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-01-21","OTHER","5",,"Value","5","Location","5","Service","5",,,,,,,"My two-day retreat at Aarunya Nature Resort and Spa's Cinnamon Villa was an absolute delight. The service surpassed expectations with a staff that was not only efficient but also exceptionally friendly. The culinary experience was a highlight, with each meal a burst of delicious flavours that tantalized the taste buds. The serene ambience of the resort makes it a haven for nature lovers seeking tranquillity. The Cinnamon Villa provided a cozy and comfortable retreat, allowing us to unwind amidst the lush surroundings.

The staff's warm hospitality created a welcoming atmosphere from the moment we arrived, making our stay truly memorable. For those yearning for a break from the hustle and bustle, Aarunya Nature Resort and Spa is a highly recommended escape. It's a haven for anyone who appreciates nature and craves peaceful downtime.","A Serene Retreat at Aarunya Nature Resort and Spa","2024-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r934963733-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","932787841","en","14267789",,"General Manager","949293418","en","2024-05-03","Sumeda Yasaratne","Dear Esteemed Guests,
Greetings from all of us here at Aarunya Resort!

Thank you immensely for sparing a moment to express your thoughts following your recent stay. We're overjoyed to learn about your delightful experience, especially your generous praise for our offerings, attentive service, and dedicated team. Your encouraging words fuel our passion to excel further.

We eagerly await the pleasure of hosting you again soon. Should you need any assistance with future reservations or have additional feedback to share, please feel free to connect with us directly.

Warm regards,
Sumeda Yasaratne
General Manager
","960","724327729","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/2c/5d/31/caption.jpg","1280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-01-07","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Words can barely capture the magic of our recent family getaway at Aarunya Nature Resort in December. Nestled amidst breathtaking Sri Lankan hills, this intimate haven surpassed every expectation, offering a symphony of breathtaking scenery, luxurious comfort, and impeccable service.

From the moment we arrived, we were captivated by the resort's breathtaking setting. Lush greenery hugged our private villa, with the majestic Mountains painting a dramatic backdrop (we even could see Hunnas Falls from our room). 

Our villa was a haven of tranquillity. Stepping inside was like entering a luxurious cocoon, with minimalist elegance blending seamlessly with warm Sri Lankan touches. My sun loved having his own bed in the spacious room, while we had the king-sized bed and private pool and jacuzzi on the balcony – the perfect spot to unwind with a glass of wine under the starlit sky. Every detail, from the plush towels to the locally sourced toiletries, exuded quality and thoughtfulness.

The staff at Aarunya truly made our stay unforgettable. Their genuine warmth and attentiveness were unparalleled. Every request was met with a smile and a can-do attitude. We had almost all our meals at our private villa and only had breakfast at the main dining area with stunning views.

Aarunya offered everything we needed on a holiday and leaving it was bittersweet, but we carried with us a deep sense of gratitude for the experience. It wasn't just a vacation; it was a complete immersion into nature's splendour, luxurious comfort, and genuine Sri Lankan hospitality. Aarunya is more than just a resort; it's a piece of paradise, a sanctuary for the soul, and a place we will undoubtedly return to for years to come.

5 stars – highly recommend!","Paradise Found: 5-Star Serenity at Aarunya Nature Resort","2023-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r932787841-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","932534529","en","14267789",,"General Manager","949293533","en","2024-05-03","Sumeda Yasaratne","Dear Esteemed Guests,
Greetings from the team at Aarunya Resort!

Thank you sincerely for taking a moment to provide your feedback after your recent stay. We're thrilled to hear about your enjoyable experience, especially your generous comments about our offerings, attentive service, and committed staff. Your encouragement means the world to us.

We eagerly look forward to the opportunity to host you again soon. Should you require any assistance with future reservations or have additional feedback to share, please don't hesitate to contact us directly.

Warm regards,
Sumeda Yasaratne
General Manager

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2024-01-06","OTHER","5",,,,,,,,,,,,,,"Fantastic place to visit. Staff are extremely helpful, friendly and courteous.  The views are breathtaking and the ambiance is so peaceful. The food is amazing. This is by far one of the best experiences I've had.  Well done to Keith and his team for running a very smooth operation.  Truly high class service. An absolute must visit. ","Fantastic and exceeded my expectations ","2023-12","SOLO","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r932534529-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","930435529","en","14267789",,,,,,,,"2048","722410067","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0f/1a/53/caption.jpg","1536","2048","722410068","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0f/1a/54/caption.jpg","1536","1800","722410069","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0f/1a/55/caption.jpg","1440","1800","722410070","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0f/1a/56/caption.jpg","1440","1800","722410071","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0f/1a/57/caption.jpg","1440","2048","722410073","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/0f/1a/59/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2023-12-20","MOBILE","5","Villas are open to the nature so you will see bugs. It’s a tropical country and it’s quite normal.",,,,,,,,,,,,,"Simply amazing it is a truly a hidden Gem. It’s so calm and peaceful. u can just look at the mountains and spend time. 

All staff members are very friendly & helpful. Food is amazing too so kudos to the Chef and his team. 

The design of the hotel / villas is super! Space has been maximized to the core and each villa has 100% Privacy most of the time unless a cleaner passes by.

I will definitely recommend this place for tourist as it will give a new perspective for Tourism in Sri Lanka and it has proven that SL can cater to any kind of traveler.

#MyDestinations # SriLanka #AarunyaNatureResort","Truly a Hidden Gem","2023-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r930435529-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","930345016","en","14267789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2023-12-19","OTHER","5",,"Value","5","Location","5","Service","5",,,,,,,"The breathtaking vistas from the sky villa offered an unforgettable panorama of natural beauty, making my stay truly remarkable. The food was simply delicious crafted with precision and flair. Great work by the chef and the team.
The incredible hospitality from the staff at Aarunya further enhanced my experience, creating a warm and welcoming atmosphere throughout my stay.","Unforgettable Panoramas: Aarunya","2023-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r930345016-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","930324774","en","14267789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2023-12-19","OTHER","5",,"Value","5","Location","5","Service","5",,,,,,,"Our stay at aarunya was an absolute delight. The breathtaking views combined with the exceptional service made it a truly memorable experience. Lakshman, our attentive butler, ensured that our dining experience was personalized to perfection. Namal's extensive knowledge of the surroundings and his ever-ready assistance enriched our stay. Ms. Kusala's warm and attentive nature made us feel truly valued. The entire staff was friendly and went above and beyond to assist us. Our only regret was having to leave this place.","Unforgettable Experience: Breathtaking Views and Exceptional Service","2023-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r930324774-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","928711689","en","14267789",,,,,,,,"1024","720820885","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/f6/da/95/caption.jpg","768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2023-12-07","OTHER","5",,"Value","5","Location","5","Service","5",,,,,,,"Stayed in the Sky Villa with private swimming pool and jacuzzi and it was the best place I've been so far in Sri Lanka!!!! Absolutely amazing ! Amazing view, nice room, stuff is so friendly and nice too! The breakfast was huge and very good! Highly recommended to try out the sky suite at this place ! I will definitely come again! Best place","OUTSTANDING","2023-12","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r928711689-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
"0","928114184","en","14267789",,,,,,,,"983","720243620","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/a4/caption.jpg","1311","983","720243621","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/a5/caption.jpg","1311","983","720243622","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/a6/caption.jpg","1311","983","720243623","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/a7/caption.jpg","1311","983","720243624","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/a8/caption.jpg","1311","983","720243625","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/a9/caption.jpg","1311","983","720243626","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/aa/caption.jpg","1311","1311","720243627","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ee/0b/ab/caption.jpg","983",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Kandy","Sri Lanka","20140",,"100 Malgamandeniya Road","Alawatugoda, Kandy","14267789","7.408523","Kandy, Kandy District, Central Province","80.619225","Aarunya Nature Resort - Sri Lanka","274","4.8","7","1","6","14","246","https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html","http://www.aarunyaresort.com","2023-12-01","MOBILE","5","Stay in ""Nutmeg"" villa.",,,,,,,,,,,,,"Magnificent vistas from our room, supported by superb personal service, and exemplary cuisine, made for an unforgettable family holiday.
Never thought I would so much enjoy torrential rain, or being able to almost touch the clouds.
There were some challenges  (that would in no way detract from this place being uniquely remarkable): 
isolated; occasional loss of hydro; slippery surfaced here and there; and my bed was rock hard).
Still; we are so glad to have visited Aarunya, and enjoyed the warm hospitality of the entire team.
A must visit.
P.S. We uniformly loved the outdoor shower.","God's country","2023-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304138-d14267789-r928114184-Aarunya_Nature_Resort_Sri_Lanka-Kandy_Kandy_District_Central_Province.html",
