"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"0","949304900",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2024-05-03","MOBILE","2",,,,,,,,,,,,,,"The hotel is stylish integrated into a forrest next to a clean, worldclass beach. Rooms are spacious, well equipped and cleant twice daily. 
Nevertheless the service has very significant deficiencies, especially compared to the exorbitant high prices. Compared to lower rated hotels it is at maximum average. This applies to the food and drinks, waiter, and the education of the staff. Turtles are held not appropiate for species in lagoons. Everything costs at least double than normal, also standard trips (whale watching e.g.).
Cannot recommend.","Overpriced Hotel with poor service at beautiful lagoon","2024-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r949304900-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"0","946756410",,"en","3236090",,,,,,,,"1280","736025691","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/de/dc/5b/caption.jpg","960","1280","736025690","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/de/dc/5a/caption.jpg","960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2024-04-14","OTHER","1",,"Value","1","Rooms","1","Location","4","Cleanliness","1","Service","5","Sleep Quality","1","I have been a customer of Uga for some time now and with the brand loyalty and trust I had, I booked a very important new year holiday for my whole family - My wife, parents, and brother for the 12th & 13th of April 2024. We booked a jungle cabin and a lagoon cabin. I am a frequent traveller who has visit a lot of luxury resorts in SL speally the chain resorts such as cinnamon, jetwing, aithken spence, etc. However I have to say I was very disappointed with the overall product offered by Uga Jungle beach. 

First off, before I get to the negatives, I have to highlight the absolute positive and exceptional service provided by each and every member of the staff. The staff is extremely well trained and very very friendly and professional. From the host who welcomed us with a araliya flower to the porters, servers, house keeping staff, etc all the staff is very well trained and tried their best to give us a great service. Special call out to Mithila in the restaurant who served us very professionally and her amazing hard work deserves a lot of praise.

HOWEVER, let me explain why this deserves a one star, even after such great staff and service :

1. Quality of the rooms - Being a 5 star UGA resort, I would expect the rooms to be modern, clean and well maintained. However the truth is far from this - The rooms are run down and torn out. The walls are stained and the paint is peeling off. The cupboard and furniture were old, rusted and was not clean. The sofa had stains on it and the bed surely had bed bugs because the very first morning, I was itching beyond comfort. The TV is placed in such an odd way that watching it from the sofa or bed is near impossible. The washrooms are old, untidy and seriously not impressive at all. My absolute anger was the quality of the water bottles provided in the room. The water bottles were sealed in glass bottles (Kudos for not using plastic),  but the water tasted absolutely old, rusty and honestly very plastic-like. DISGUSTING.

2. Quality of the food - Being a foodie myself, this was where UGA really disappointed me. Let me start with dinner. The set menu was very poorly constructed and lacked any sort of cohesiveness. The bread rolls were hard as rocks, the butter served was broken and the clear crab soup I had was absolutely bland, no salt whatsoever and  honestly tasted like water that remains when you wash off a crab. The disappointment of the evening was the so called ""Beef wellington"". I have attached a photo below and you can see how overcooked the beef is. It was so disgustingly hard than it was almost un-edible. It lacked the signature mustard and prosciutto and the pastry was absolutely soggy. This dish is the worst I have ever had at a restaurant in my life! The mud pie for dessert was nice I have to say. Onto breakfast - For the first time in my life I was served an eggs benedict with a poached egg which was overcooked! Attached photo below. Was absolutely sad to be honest. I am sorry to sound entitled but I have dined at Rare by Uga in colombo, and i KNOW this is NOT the standards for food that UGA has. This is absolutely horrible and ruined my vacation to be honest.

3. Facilities - Poor facilities. The pool was not clean, the games room was (sorry), but a joke.

Overall I am sorry to see UGA which is a chain which I respected, letting me and my family down. I do not want to sound like a snob, however if I pay a premium for a high end resort, I expect the decency of the management to give every guest a value for what they pay. 

I am an advocate for business development so please feel free to reach out to me for any more details on this and I am happy to help. Again I have to say amidst all this, the staff was absolutely amazing. But due to this poor experience, I will not be visiting any UGA property and will definitely not recommend this to anyone.

Management of UGA - please get your house in order!!! Peoples vacation time should be respected!","Shockingly dissapointing! Horrible food and quality!","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r946756410-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"0","942373160",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2024-03-15","OTHER","1","Very few sun beds, get up early and get the towel down","Value","1","Location","3","Service","4",,,,,,,"After a very pleasant stay at the Uga Chena Huts we were so disappointed when we arrived at this location to find that there was major building work taking place and apart from the noise all the public areas were closed off, and an industrial style tent had been erected to house the beach bar and restaurant , which gave the impression you were in the construction workers canteen, as this work is due to continue for several weeks , you would be advised to contact your tour operator before going. Also as our tour operator  (Reddot) was not an ABTA member they are not obliged to inform you of work  taking place at hotels
One positive note  the staff are very friendly and helpful and the Resident Manager went out of his way to make stay a bit more comfortable","very disappointing","2024-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r942373160-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"0","937598967",,"fr","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2024-02-09","OTHER","1",,"Value","1","Location","4","Service","5",,,,,,,"Cet hôtel ne mérite même pas 1 étoile, quand on voit comment est considéré le personnel de cet hôtel, devant les touristes, tout est parfait, mais il faut s'imaginer la face cachée !!!!!!!!!!! Des personnes qui travaillent 6 jours sur 7 pour 60 Euros, 70 heures par semaine, et que l'on traite comme des animaux !!!!!!!!!!!!!!!!!!!!!!!!!!
Merci à Rihan qui à travaillé à la réception, une personne dévouée pour les clients !!!!!!
Cher futures touristes, regarder le prix que vous payé la chambre par nuit, et le salaire mensuel de ces employé !!!!!!!!!!!!!!!!!!!!!!!
PLUS JAMAIS CET ETABLISSEMENT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","MANAGERS ECHECRABLE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","2023-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r937598967-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"1","894240212",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2023-06-09","MOBILE","2","Remote location",,,,,,,,,,,,,"Where to begin. Having stayed at this property and thoroughly enjoyed this in 2017 we chose to book this hotel for my husbands special birthday. It’s safe to say they truly ruined the experience. The positives of this property is the beautiful spacious clean beach huts and the idyllic almost deserted private beach. That’s where it ends. The food quality is sub standard lacking flavour or finesse for a 5 star property. I had made arrangements from London prior to our arrival  to have a private beach dinner bbq for my husbands birthday evening. The quality of the bbq was disgusting the crabs barely had any meat and overall the whole meal lacked flavour. I’ve never had lobster that tasted so bad. The starter was poor essentially tinned tuna in a vile sauce and the ‘uga dessert experience’ was thawed ice cream with tinned fruit. The dinner was not private at all even though this was agreed in London. We were placed amongst lots of other guests walking past breathing all over our bbq and enjoying the beach bonfire taking selfies that was paid for by us. It really soured the mood of my husbands birthday. Furthermore we were so disappointed and were told by dhameka that we could have complimentary drinks including to our room. This was not the case at checkout my husband was charged $44 for one gin and tonic. Absurd! They ruined my husbands birthday which is unforgivable we will never return or recommend this hotel to any of our friends and family which is a shame as this is the 2nd time we stayed here. It must be noted we were refunded for private beach dining and overpriced drink but it will not fix the sour taste left at this hotel.","Horrible experience","2023-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r894240212-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"2","857338629",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2022-08-30","OTHER","1",,"Cleanliness","3","Service","1","Sleep Quality","3",,,,,,,"The service has completely ruined our vacation.

We were planning this stay for months and months with our friends and family and altogether we made a reservation for 04 rooms as this was a crowd of 12.

We checked into the hotel around 1.30pm and observed how unpleasantly the security guard was welcoming us. But we honestly disregard thinking that maybe he doesn’t speak Sinhala well. Then we were happily welcomed by the receptionist and after having the welcome drink the restaurant manager came in and gave all of us the menu for lunch stating that it will take bit of a time to arrange the meals. Mind it, it was a la carte menu. Then the manager came to me and my wife to note down the order. Then we mentioned, out of the two options under starters that we prefer ‘Spring rolls’. Then the manager’s response was “Okay then I will arrange 10 Spring rolls”. Then my wife said, “you better ask for others preferences as there are 04 families and this will be our preference”. Then again the manager’s tone got bit wild and he said “it is difficult for us to manage a group like that as we cannot find the guests. It’s better you stay at one table rather sitting here and there”. Myself and my wife looked at each other surprisingly to this so called restaurant manager and then I said “why don’t you take the order as per the room number as that’s how it happens everywhere”. Luckily the receptionist was listening to our argument type conversation and confirmed what I suggest and then he silently note down the order.

After checking into rooms, we came back to the restaurant to have our lunch. To my surprise, we had to wait for good 30 minutes to get the starter to our table. There were two waiters and this so-called restaurant manager came near the table but until such time they could only fill up the glasses. After several inquiries and waiting another 20-25 minutes we got the main course. And here comes the desserts. My wife ordered ice cream where as I ordered a fruit platter but we both received ice cream. Then I politely said, I ordered a fruit platter but you have given me ice cream. This so-called proficient restaurant manager who took our order raised his voice saying that “No! you ordered ice cream, you didn’t mention about a fruit platter”.  He showed his professionalism very well. His irritated behaviour, impoliteness completely ruined the positive image we had of this hotel.

It was the same when we came to have our dinner. We kept waiting for 25 minutes to have the dinner and after that we had to call several waiters asking to serve us dessert. And not to our surprise it was the very same on the next day breakfast time. We almost waited for 40 minutes. Food was dry (Sri Lankan menu – String hoppers, bread slices, small meal portions, unhygienic (crows flying with your food which is on the table and cats under the table) made us intolerant. So then I started to raise my voice to the restaurant manager and I showed him everything which was on the table and all he could say was “Sorry Sir”. I could only think of his lack of leadership to manage his crew and carelessness towards the local guests.

That one thing I clearly noticed is that the way the hotel treats the locals. It is disgusting and sad to see how they neglect the locals over foreigners. If the delays are due to a common problem it should be for everyone. But sadly it was not like that. During these difficult times, we visit these hotels thinking about everyone’s survival and enjoyment. Our vacation was disastrous at Uga Jungle beach and I don’t want anyone else to feel the same way.","“Worst Experience ever” - Aug 2022","2022-08","NONE","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r857338629-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"1","786459714",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2021-04-13","OTHER","1",,,,,,,,,,,,,,"We stayed 2 nights at this hotel.y family and I enjoyed the cool comfort of the jungle atmosphere and the lovely private beach the hotel offers. HOWEVER, the pleasant surroundings was completely offset by the inability of the staff to provide ANY of the meals on time. The food took and average of an hour to get to the main course. All of the guests were waiting for food at each meal which was extremely frustrating.","Bad service and food below par!","2021-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r786459714-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"1","748993936",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2020-03-03","OTHER","1",,,,,,,,,,,,,,"What is written on menu nothing on the plate 
Hotel is good Better to go out side and have your lunch or dinner personal must smile 😃 you have pay for it ? 
It is very real 
Or change the chef 
Price is correct for the rooms","Food is very bad","2020-03","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r748993936-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"2","747749912",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2020-02-26","OTHER","1","all a false shrub and no real jungle so dont bother and g for the cheapest lagoon view","Value","1","Service","2","Sleep Quality","2",,,,,,,"our family much looked forwards to this stay based on glorified reviews on bookings .comwhich vere objetively highly blown up or written by those who have never exprienced true 5 star establishments . dreary looking shoddily and builton a budget , run down place offerd a set breakfast of one omelette (any style being the choice) ,one local bulk saussage, soggy cookies and yooghurt only . the bath room had no powerand the toilet seat had separated from the bowl.the slave driven waiters were shoddily attired , ran around like in a saiver boutique in keeping with the rest of the hotel standards . the beach was not special and littered 10 yards outside with tons of garbage . overall a sorry place","over hyped overpriced rundown gloomy place overrated by those who have never probably stayed in a true 5 star resort","2020-02","NONE","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r747749912-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"4","650638682",,"en","3236090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2019-02-06","MOBILE","1",,,,,,,,,,,,,,"This resort in Trincomalee is regarded as one of the best in town but it’s such shame to say it’s no where 
Near the best .First of all the beach is full of dirt ,which is not pleasant at all.They should have at least made an effort to clean the beach early in the morning,which never happened.Then there was pile of dirty plates was lying around right next to the foot path which nobody bothered cleaning .Then we tried to watch tv one night unfortunately tv didn’t work ,I did call room service they service guy who came couldn’t even fix .anyways overall it was total disappointment,even when we were checking out the guy who was at the front desk didn’t even asked anything about the hotel n service which I found out so wired .i don’t think i’ll Recommend this place to anyone .","Don’t be fooled by the internet pictures","2019-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r650638682-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"4","589075223",,"en","3236090",,,,,,,,"2048","324742308","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5b/2c/a4/photo0jpg.jpg","2048","2048","324742309","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5b/2c/a5/photo1jpg.jpg","2048","2048","324742310","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5b/2c/a6/photo2jpg.jpg","2048","2048","324742311","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5b/2c/a7/photo3jpg.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2018-06-19","MOBILE","2",,,,,,,,,,,,,,"Just some of the shortfalls in this accommodation:
Front door of the room 40 could not be opened
Bashing and banging above us at room 40 so we were changed after unpacking to another room 37. 
Fridge not working at all in new room. Changed fridge and because of Heat Exchange type fridge it takes overnight to cool. We were given an Eski with ice in it to cool our soft drinks and the three Lion Beers I have per day. Fixed after two days. 
We find ourselves stuck in the middle of nowhere with nothing to do. No activities. 
The supposed Lagoon View is of a busy noisy highway. 
The Air Conditioner sounds like a Thunderstorm followed by Heavy Rain every time it cuts in. 
When we shower we have to stand in our own wast water due to no drainage. Even the next morning our waste water still stays in the Shower. 
The Front Awning is Ripped and Streached and with the continuous wind is Flapping making a thunderous bang all day and night. 
The Bed makes a massive Creak each time one of us gets out, thus waking the other. Worked on but not fixed. Still noisy. 
Half Board Dinner offers Soup, Starter, Main and Desert. We were told in no uncertain terms that we are only entitled to Three of the Four. Fixed after two nights. 
The Internet isn’t working correctly. As I have spare time along the way I Play an Internet Bridge Game and World Series Poker Game these have worked at all other sights.   As I appear to have lots of spare time with nothing to do here this is annoying. Fixed after three nights. 
We were told that at this time of year Trincomalee and Passikudah have the best weather for beach activities. It is and has been blowing 25 to 30 Kim wind for our whole stay and we are told this is normal. We would not have come to a Beach stay if we knew that. 

Manager Front Office has been helping with the above faults. There are only some that she can help with the rest we have to put up with. We should not have to Put Up With any shortfalls in 4 and 5 Star Accommodation that we paid for. 

Have a read through all of the 12 above and then tell me if you would be happy with these shortfalls. 

Don’t be fooled by the looks here and on Internet. ","Isolated and in Poor Condition","2018-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r589075223-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
,"0","587405679",,"en","3236090",,"CEO ","588222321","en","2018-06-17","Ramli G","Dear Hannah,

Thank you for reaching out to us and letting us know about your experience at Jungle Beach. We regret to hear that you had some concerns during you stay. Our prices are very much in line with the services we offer and other five star resorts. All tourist establishments are subject to government taxes and service charge which amount to 29.08%. 
We sincerely apologize for the confusion in the billing system at the bar, but I trust it was rectified as soon as it was brought to our attention.  We regret that this was noted detected prior to presenting the bill. We take matters such as incorrect billing very seriously and we have addressed this with the staff concerned and they have been advised to pay closer attention to detail and leave no room for human error. 
Again, I am sorry that you departed disappointed, that was certainly never our intention and it saddens us to know that we have failed to deliver the experience that we are renowned for. 

If your travels do bring you back to Sri Lanka, please give us an opportunity to serve you better and we assure you that  that your stay will be  memorable.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27th Kilometre Post Pulmoddai Rd, Kuchchaveli 31000 Sri Lanka","Kuchchaveli","Sri Lanka","31000",,"27th Kilometre Post Pulmoddai Rd",,"3236090","8.771097","Kuchchaveli, Eastern Province","81.13611","Uga Jungle Beach","2396","4.8","16","28","61","314","1977","https://www.tripadvisor.com/Hotel_Review-g3576786-d3236090-Reviews-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html","http://www.ugaescapes.com/junglebeach","2018-06-14","MOBILE","2",,,,,,,,,,,,,,"Here are some things you should
know before booking this hotel. In all the facilities are OK but not 5 star by any means. The main redeeming feature was the appetite to make money dishonestly. Here are some things you should know before booking this hotel:

1) it’s extortionate- the prices here (once you read the fine print and include the taxes) are akin to London prices. Don’t expect to pay less than £8-10
2) check your bill! We had a situation whereby items we ordered didn’t show up and were charged anyway.
3) double check your bill! We also had instances where drinks ordered were allocated to our room twice (once from initial order, second time from us chasing the staff).
4) the “Happy hour” doesn’t exist. We were charged on two occasions for the usual price for so called happy hour (half price drinks).
5) the amenities shut very early, don’t expect food or service after around 10-10:30pm.
6) the pond is dirty and the fish gasp for air. There is insufficient oxygen flow, and it’s hard to watch.

We do not scrimp on holiday, but do not appreciate being incorrectly charged. When we left, and highlighted incorrect charges ( which also included a round of drinks from another table!) we received no apology, only an acknowledgement of our delay in leaving! Avoid this hotel!","Not great, not 5 star, poor customer service!","2018-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g3576786-d3236090-r587405679-Uga_Jungle_Beach-Kuchchaveli_Eastern_Province.html",
