"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","563617535","en","2440919",,"General Manager","564991002","en","2018-03-06","Deepal D","Dear Mr.Mark,

Thank you for your review posted on TripAdvisor about Bansei Resort Hikkaduwa.

Kindly request you to send us your arrival date, How many nights you stayed , Travel agent ,Your registered name at our resort and few other details for us since we couldn't find your profile from our system .If any issues like above you have mentioned you may have to inform us during your stay then only we can re-correct the issues accordingly.

Thanks and best regards,
Deepal and Team,

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2018-03-01","MOBILE","1",,,,,,,,,,,,,,"The place is terrible! Terrible unprofessional staff and management. The pictures of this place are obviously years old! This place is not fit for a dog. Dirty, mouldy, other people's hair still in the room, bins not emptied and noisy! All round hell hole! If you want to ruin your holiday go ahead and stay here! I'd rather stay in the local dog kennels than here!!!","DO NOT STAY HERE!!!","2018-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r563617535-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"1","563109527","en","2440919",,"General Manager","563270892","en","2018-02-27","Deepal D","Dear Sir/Madam,

We thank you for taking your time on posting a review on TripAdvisor about Bansei resort  We have noted the massaged made us by you and done the best to make your holiday a perfect as much as we could,

As per the booking we have offered you a nice Standard room at our property (No Sea view) it is very clearly mentioned in Booking.com (Room facilities and Description), and offered room is very clean checked by our housekeeper, we do change bed linen in the room on daily basis and provide turn down service every day in the evening for all our in-house guests.

Yes its road side room as per the booking and please to inform you that our balcony doors are sound proof in all non Sea view room category, When you talk with you, you mentioned that night time you kept Balcony doors open, of course if you keep open sound will come inside the room with small animals also can be come in side as we are tropical country.

As soon as you complained about the room cleanliness which was not up to your standard, we offered you a nice room change in an same floor same room Type as per our resort availability (Sea View room was fully booked) by apologizing but you refused anyway we were understood that your expectations were to be in a Sea View room Furthermore; we have offered the following arrangements in order to minimize your negative feeling towards about room location while staying at our resort.

We offered you a nice room change in higher Category Sea View room from Next day till departure and Booking was on Bed and Breakfast Basis however we offered you Dinner free of charge till you departure.

Hence we, as a leading hotel having a good will for years, our Guest relation officer, Housekeeper and, me communicated with you giving priority asking any possible requirements to make your holiday memorable one however All above offers you have refused.
We do apologize for any inconvenience caused and hope you will one day return and we are waiting to welcome you in your next visit. Please feel free to be in touch with me directly for any further queries. We look forward in welcoming you soon on your next Holiday.

Thanks and Best regards.

Deepal and Team.","2048","305056446","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/ca/be/photo3jpg.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2018-02-27","MOBILE","1",,,,,,,,,,,,,,"Dirty, dark, dingy noisy rooms. Arrived and thought this looks nice. Got to the room and had 2 single beds pushed together which they made into a double when requested. Windows to the space they called a balcony were filthy, mould on the curtains, mould and rust around the fridge and in the shower. Cupboard falling apart and a fly in the cocktail I had ordered. Overhead shower did not work and the toilet did not flush efficiently. But we thought let’s give this place a go. Then we went to bed!!! Could not sleep due to the noise from the main road below our ‘balcony’ which was a mouldy dirty space with no chairs that has been clad with slats just to obstruct any light that is much needed to brighten the room. Check out the next morning after having the money deducted from our account as soon as the booking had been placed. $584!!! No refund offered as ‘the money had already been taken’ what a waste, they did offer a room upgrade but not until the final 2 nights of our stay as they had no availability. Did not want to end our fantastic trip to Sri Lanka in such a hovel with a bad taste in our mouth from poor management who lied to booking.com as to avoid any refund. Can get better rooms in the area for $30. Avoid at all costs you will only be disappointed for the overpriced rooms. Also the spa is a joke did not even use my free foot massage after watching a guy inspect the voucher for a few minutes and literally stoke my misses foot for 20 mins in what looked like a maintenance cubicle with a table in it rather than a spa. Also tv did not work which they replaced but still terrible reception, breakfast was cold when we arrived at 8:30 and only opened at 7:30-9:30 also no sun loungers at 8:30 as had been reserved with towels by other guest. Not enough beach in front of hotel to lounge on the beach. Birds on the outside dining tables and sun lounges. Wifi also poor. Massive disappointment and biggest regret of Sri Lanka trip. Worst hotel rooms we had the misfortune of being in left a real bad taste and management not there to talk face to face, would not entertain any partial refund but cut our losses and got out of there so we could enjoy the remainder of our trip.","NO NO NO!!! Overpriced, robbing filthole!!!","2018-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r563109527-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"0","563073468","en","2440919",,"General Manager","563270929","en","2018-02-27","Deepal D","Dear Sir/Madam,

We thank you for taking your time on posting a review on TripAdvisor about Bansei resort  We have noted the massaged made us by you and done the best to make your holiday a perfect as much as we could,

As per the booking we have offered you a nice Standard room at our property (No Sea view) it is very clearly mentioned in Booking.com (Room facilities and Description), and offered room is very clean checked by our housekeeper, we do change bed linen in the room on daily basis and provide turn down service every day in the evening for all our in-house guests.

Yes its road side room as per the booking and please to inform you that our balcony doors are sound proof in all non Sea view room category, When you talk with you, you mentioned that night time you kept Balcony doors open, of course if you keep open sound will come inside the room with small animals also can be come in side as we are tropical country.

As soon as you complained about the room cleanliness which was not up to your standard, we offered you a nice room change in an same floor same room Type as per our resort availability (Sea View room was fully booked) by apologizing but you refused anyway we were understood that your expectations were to be in a Sea View room Furthermore; we have offered the following arrangements in order to minimize your negative feeling towards about room location while staying at our resort.

We offered you a nice room change in higher Category Sea View room from Next day till departure and Booking was on Bed and Breakfast Basis however we offered you Dinner free of charge till you departure.

Hence we, as a leading hotel having a good will for years, our Guest relation officer, Housekeeper and, me communicated with you giving priority asking any possible requirements to make your holiday memorable one however All above offers you have refused.
We do apologize for any inconvenience caused and hope you will one day return and we are waiting to welcome you in your next visit. Please feel free to be in touch with me directly for any further queries. We look forward in welcoming you soon on your next Holiday.

Thanks and Best regards.

Deepal and Team.","1008","305005372","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/3c/20180227-101812-largejpg.jpg","756","756","305005371","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/3b/20180227-101653-largejpg.jpg","1008","1008","305005370","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/3a/20180227-101737-largejpg.jpg","756","756","305005369","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/39/20180227-101629-largejpg.jpg","1008","1008","305005368","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/38/20180227-101901-largejpg.jpg","756","756","305005367","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/37/20180227-101835-largejpg.jpg","1008","768","305005366","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/36/img-20180227-wa0018-largejpg.jpg","1024","1024","305005365","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2e/03/35/img-20180227-wa0017-largejpg.jpg","768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2018-02-26","MOBILE","1",,,,,,,,,,,,,,"This place is an absolute disgrace !!! We paid $569 to stay here for 4 nights and had 2 check out after 1 night because it was filthy and discusting !! The city veiw is actually a wooden box filled with red paint and mould ! The fridge was full of mould the curtains , again mouldy !!! The shower didnt work ? The tv didnt work !! When we explained we needed to leave as we cant sleep because of the road noise and because the room.is discusting they just point blank refused to give us any kind of refund so basically we paid $569 aud for 1 night in a hell hole !! The managements attitude was beyond appauling !!! I cannot discourage you enough to shop around and not to stay here!!!! Also its impossible 2 get a sun lounger as its full of russians who reserve the beds super early in the morning !!! I hope you enjoy my $569 coral rock and thankyou for ruining the last 5 days of my holiday !!!!","Do not stay here !!!!","2018-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r563073468-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"0","554163805","en","2440919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2018-01-16","OTHER","2","I don&#39;t think there is a good room","Value","2","Service","3","Sleep Quality","1",,,,,,,"Stayed at this hotel for two nights which is right on the beach on one side with a very busy, noisy road on the other side. Struggled to get a good sleep due to constant traffic noise from one side and sound of waves from the other. Light sleepers beware. Room was very basic with a smooth concrete floor and old furniture. Bathroom very small and poor condition. Toiletries supplied consisted of a shower cap and a small piece of soap. Food was buffet style and reasonable selection and quality. Staff were friendly and helpful. Wifi was not available in my bedroom. I would not  recommend this hotel.","Really right on the beach","2018-01","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r554163805-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"1","550122817","en","2440919",,"General Manager","554315669","en","2018-01-16","Deepal D","Dear Mr.s.Uffe,

We thank you for taking your time on posting a review on TripAdvisor about Bansei resort and We love nothing more than creating a wonderful and memorable experience for you at Bansei Resort.

We are glad that we have been successful in achieving this for you during the course of your stay in Hikkaduwan Yes, Staff Services, location and food are most highlighted point of our hotel, and thank you again for your very kind words on that.

We are truly sorry that your few experience with us was not up to your expectation and your feedback is taken to heart with spirit which will help us to make amendments in future. We do apologize for any inconvenience caused and hope you will one day return and we are waiting to welcome you in your next visit. 

Please feel free to be in touch with me directly for any further queries.

We look forward in welcoming you soon on your next Holiday.

Worm regards.
Deepal and Team","2048","295734273","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a0/8c/01/photo0jpg.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2017-12-29","MOBILE","2",,,,,,,,,,,,,,"The concept for this hotel is perfect. And the ocean view is magnificent.
However, the level does not meet your expectations. This is one of the places where almost everything is 60-70% of what you expect. Except for the kindness from the staff who is really trying to do their best. 
On top of that we have prebook’ed our Christmas dinner where excellent food including an enormous variety on the terrace facing the ocean. Unfortunately, it was all spoiled by techno music !! playing at a level that we could hardly speak at the tables. The regular was that more or less everybody had left the dinner two hours later.
I think this hotel could easily get one or two stars more if the management on this hotel were a little bit more efficient.
","The concept is perfect, but...","2017-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r550122817-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"0","546116251","en","2440919",,,,,,,,"2048","293143618","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/79/04/42/photo0jpg.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2017-12-08","MOBILE","2",,,,,,,,,,,,,,"The most common thing you are waiting from your stay at hotel is clean bed linen, curtains and other cloth stuff. And that is the fail point for this hotel.
Pool is good. Breakfast is not so bad. You can find shared bookshelf on the second floor.","Below of expectations","2017-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r546116251-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"0","523082979","en","2440919",,"General Manager","523301049","en","2017-09-10","Deepal D","Dear Tuan.

Thank you so much for your review of your stay at Bansei resort Hikkaduwa posted on TripAdvisor.
In this case we had same complained afternoon time from the another in house guest that your team playing loud music at the first floor lobby area. Myself and Front Office Manager has explained the guest and they have understood very well and still we did not inform you to regards. 

Around 8pm you have complained to the reception that the music was loud.But as you know they have not use any DJ or other electric instrument except Bongo.
However with my advice the front office manager talk to you and apologized from you at the same time. 

As well as front office manager short it out after talking with other guest who was singing at the pool deck area and they have stopped at around 9.20pm.

So as usually every resort type hotels have music till 10.30pm.
 
Anyway if you feel uncomfortable at your stayed in Coral Rock by Bansei resort once again apologize for the inconvenience.

Please feel free to be in touch with me directly for any further queries.

Best Regards,

Deepal.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2017-09-10","OTHER","2",,"Rooms","2","Service","3","Sleep Quality","1",,,,,,,"me and my friends spent a day in this hotel was good in the beginning in the evening it went so loud some people from outside having a party. we as the hotel guest should have our own privacy.we inform the reception but didn't get any response.tryed to inform the manager as well but he wasn't there actually, no duty manager was there.none from the hotel management talked to us.one of worst experiences.","To much loud,manager didn't showed up.","2017-09","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r523082979-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"0","473898544","en","2440919",,"General Manager","474857024","en","2017-04-11","Deepal D","Dear Andrew.

Thanking for your reason stay at Coral Rock by Bansei. as your Travel Agent Voucher clearly mention that you have requested 2 single beds,Coral Rock by Bansei trying our best to make your holiday memorable one.

we are hope to see you soon.

Warm Regards.
Deepal & Team.   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2017-04-09","MOBILE","1",,,,,,,,,,,,,,"So basically it's a average of £85 a night to stay, well over priced, 
The classic we've upgraded you line at checkin
2 single beds what is it with these places do you think me and my partner wana stay in 2 single beds
Well over priced awful concrete rooms with a horrible echo 
Staff are very friendly though 

On a whole wouldn't stay again I know hotels and this one is below average don't be fooled just cause it's on the beach front ","Overpriced ","2017-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r473898544-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"0","466084235","en","2440919",,"General Manager","472562332","en","2017-04-03","Deepal D","Dear Ratherbtravellingnow.

Thanking for your comment for Coral Rock by Bansei.as you have booked city view room and period of your stay our all the sea view rooms are occupied.therefore we were not in a position to upgrade you to the sea view room.we are Apologized from you for the noisy of the Russian guest middle of the night, if you had complain or inform us regarding those issues we will be inform them not to disturb other guest by making noise at midnight and make your holiday memorable one.as your comment regarding linen we were using new fresh linen for all the guest.

My team & i waiting to welcome you and hope to see you soon.

Best regards.

Deepal & Team.

     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"340 Galle Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"340 Galle Road",,"2440919","6.134446","Hikkaduwa, Galle District, Southern Province","80.09998","Coral Rock By Bansei","910","4.3","36","39","75","227","533","https://www.tripadvisor.com/Hotel_Review-g304134-d2440919-Reviews-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html","http://www.bansei-resorts.lk","2017-03-10","OTHER","2","Stay at Coral Sands Hotel instead","Cleanliness","2","Service","2","Sleep Quality","2",,,,,,,"We had 3 nights planned and left after one.  We would not have stayed here at all if we could have found another place the first night.  We were in a roadside room that was very loud.  The linens were threadbare, the walls were dirty, we didn't even want to sit down in the room.  The halls are concrete so noise really carries.  Drunk Russians yelling in the middle of the night.  There is no beach at all.  I can't imagine staying there and enjoying my holiday.  We moved to the Coral Sands Hotel nearby and had a great oceanfront room for about $25 USD more per night.","This place is a dump!","2017-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d2440919-r466084235-Coral_Rock_By_Bansei-Hikkaduwa_Galle_District_Southern_Province.html",
"0","995363029","en","308528",,"Guest Services / Front Office","999129627","en","2025-03-22","The Tamarind Tree TTH","Greetings from Tamarind tree Garden Resort!!!!! 

Dear Guest!

Thank you for the review of your stay at Tamarind tree garden Resort. Your concerns are well noted, we will strive to improve in these areas to ensure a more enjoyable experience for our guests. Looking forward to welcoming you once again at TTGR with Sri – Lankan traditional hospitality. 

Malinda Ranwala 
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veyangoda Rd, Katunayake, Negombo 94000 Sri Lanka","Katunayake","Sri Lanka","94000",,"Veyangoda Rd","","308528","7.181167","Katunayake, Negombo, Western Province","79.91687","Tamarind Tree Garden Resort","517","4","13","37","100","177","190","https://www.tripadvisor.com/Hotel_Review-g1500185-d308528-Reviews-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html","https://tamarindresort.com/","2025-02-24","OTHER","2",,"Value","2","Rooms","1","Location","2","Cleanliness","4","Service","3","Sleep Quality","1","the hotel lobby very hot. The TV room no Air condition and very hot. Hotter than outside. The bathroom also hot . The air condition in the room, place on the corner so you need to turn on the ceiling fan for air to circular event .  It only February but all the rooms was too hot","The rooms was to hot","2025-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g1500185-d308528-r995363029-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html",
"0","956777444","en","308528",,"Guest Services / Front Office","962970530","en","2024-08-03","The Tamarind Tree TTH","AYUBOWAN Greetings from Tamarind tree Garden Resort!!!!! 
“Where Horizontal luxury is Alive.” 

Thank you for the review of your stay at Tamarind tree garden Resort. Your concerns are well noted, we have taken necessary disciplinary action against the mentioned staff member, and we will strive to improve in these areas to ensure a more enjoyable experience for our guests. Looking forward to welcoming you once again at TTGR with Sri – Lankan traditional hospitality. 

Samantha Gunarathna 
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veyangoda Rd, Katunayake, Negombo 94000 Sri Lanka","Katunayake","Sri Lanka","94000",,"Veyangoda Rd","","308528","7.181167","Katunayake, Negombo, Western Province","79.91687","Tamarind Tree Garden Resort","517","4","13","37","100","177","190","https://www.tripadvisor.com/Hotel_Review-g1500185-d308528-Reviews-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html","https://tamarindresort.com/","2024-06-26","OTHER","2",,"Value","4","Rooms","4","Location","5","Cleanliness","4","Service","3","Sleep Quality","4","Tamarind Tree  Resort were lush with so many various types of plants .greeny background .it was an idyllic location .Beautiful maintained Garden. Amazing range of beautiful foods.. all good..
But be aware of staff there. I'm writing this review for sharing bad experience with them. i caught their staff stolen my box of sobranie black russians  cigarette. its expensive one. I caught him in my hands. i took him to their   front desk. But restaurant head told he will aware it and punished him and suspended .but unfortunately i saw him again once my departure .i really disappointed and feel embarrassing their management words. Don't keep thieves in your ground .Don't trust their staff specially  who wearing green colour short man with wired face. He works in  restaurant and bar area.","Warning message for staff people","2024-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1500185-d308528-r956777444-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html",
"0","744899745","en","308528",,,,,,,,"3000","451063898","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e2/b0/5a/the-tamarind-tree-hotel.jpg","4000","4000","451063893","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e2/b0/55/the-tamarind-tree-hotel.jpg","3000","3000","451063894","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e2/b0/56/the-tamarind-tree-hotel.jpg","4000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veyangoda Rd, Katunayake, Negombo 94000 Sri Lanka","Katunayake","Sri Lanka","94000",,"Veyangoda Rd","","308528","7.181167","Katunayake, Negombo, Western Province","79.91687","Tamarind Tree Garden Resort","517","4","13","37","100","177","190","https://www.tripadvisor.com/Hotel_Review-g1500185-d308528-Reviews-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html","https://tamarindresort.com/","2020-02-13","OTHER","1",,,,,,,,,,,,,,"The Tamarind Tree Hotel

Yatiyana

This was not a nice place to stay. Filthy and unfriendly!

736452214

When we arrived at the hotel we had high expectations. The hotel looked very nice. Then they showed us the room. It was a kind of bungalow with sitting room, bathroom and bedroom. But it all looked very outdated and expired. The bathroom was filthy: hear from previous visitors, soapholder looked as it wasn't washed for a long time. Dead bugs on the floor.
Next day when we came back at lunch the room wasn't done. We asked at reception and they promised us to do so in the afternoon. At evening room still wasn't done. Again reception promised us to do so. The only thing that happened was that we received 2 clean towels!
At the restaurant for breakfast we couldn't sit where we wanted. Although the hotel was almost empty we could not take place at a table by the window because it was a table of 4 and we where with 2. When we mentioned all other 4 person tables at the window where occupied by only 2 people they ignored us. If the restaurant would be overcrowded by visitors i can understand there statement but after us nobody entered the restaurant any more and only 4 tables of the 20 where occupied.
Breakfast was from 7:00 til 9:00. We arrived at 7:10 and a lot of plates on the buffet where already empty.","This was not a nice place to stay. Filthy and unfriendly!","2019-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g1500185-d308528-r744899745-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html",
"1","738791345","en","308528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Veyangoda Rd, Katunayake, Negombo 94000 Sri Lanka","Katunayake","Sri Lanka","94000",,"Veyangoda Rd","","308528","7.181167","Katunayake, Negombo, Western Province","79.91687","Tamarind Tree Garden Resort","517","4","13","37","100","177","190","https://www.tripadvisor.com/Hotel_Review-g1500185-d308528-Reviews-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html","https://tamarindresort.com/","2020-01-12","OTHER","1",,"Value","1","Service","1","Sleep Quality","1",,,,,,,"I went there with my friends to Tamarind tree Hotel. We could get only a bad experience at there.
1. The Air condition wasn't work properly after switch on and took more than 1 hour to cool, but it wasn't sufficient. The fan didn't work properly.
2. Rooms are dirty looking. Cupboards are dusty.
3. Towels in the washroom are very dirty.bathroom commode was dirty looking.
5. Foods are very awful.No varieties. No tasty. Very Bad.
6. The welcome juice is very bad.It is not a fresh one.
7. Poor maintenance and poor customer service. 
Please don't go there. It is just wasting your money.","Dissapointed ! Bad Experience! Never Go AGAIN !","2020-01","NONE","https://www.tripadvisor.com/ShowUserReviews-g1500185-d308528-r738791345-Tamarind_Tree_Garden_Resort-Katunayake_Negombo_Western_Province.html",
