"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"0","496049474",,"en","10626289",,"General Manager","498153672","en","2017-07-03","Jetwing H","Dear Guest,

We would like to thank you for taking your valuable time and effort in sharing your feedback as it enables us to measure and improve our performance in our quest of providing you luxury hospitality.

I am deeply anguished to receive your feedback regarding the overall service experience during your stay. At the outset please accept my sincere apologies for the inconvenience caused. Since receiving your review, I have been working with the hotel's management team to resolve the issues you mentioned. I would like to use this forum to update you and to assure you that we take these matters seriously.
It is a matter of great importance to us when our guests take time to share the experience of their visit. We were sorry to learn of your disappointment with our hotel, and regret that we did not realize this in order to address your concerns. It is our earnest endeavor to provide our guests with memorable stays and experiences, and the team and I apologize that we fell short on this commitment. 

We thank you for your detailed and candid feedback, all aspects highlighted by you have been taken note of for our betterment and we thank you for letting us know in detail.

It will be a pleasure to welcome you back, and we look forward to another opportunity to be of service, and to provide you with a stay reflecting the best of our hospitality.

Once again, thank you for your visit and feedback, and please do let me know of any assistance that I may be of personally, in future.

Ayubowan! (May you live long)

INDIKA GAMAGE
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wijaya Kumaratunga Mawatha, Dambulla 21100 Sri Lanka","Dambulla","Sri Lanka","21100",,"Wijaya Kumaratunga Mawatha",,"10626289","7.841157","Dambulla, Central Province","80.648056","Jetwing Lake","1378","4.8","4","5","36","218","1115","https://www.tripadvisor.com/Hotel_Review-g304133-d10626289-Reviews-Jetwing_Lake-Dambulla_Central_Province.html","http://www.jetwinghotels.com/jetwinglake/","2017-06-25","MOBILE","2",,,,,,,,,,,,,,"Very noisy as hotel managers let group of people blasting loud music. So impossible to relax by the pool. 

Food is way overpriced and not really good (à la carte menu is ok-ish but avoid buffet) 

Too bad as hotel is looking good. If you are looking for a nice place to relax, then go elsewhere. ","Avoid if you are looking for somewhere to relax and chill","2017-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304133-d10626289-r496049474-Jetwing_Lake-Dambulla_Central_Province.html",
,"0","1001034669",,"fr","9708546",,"General Manager","1003140136","en","2025-04-17","Sheran Fonseka","Dear Guest,

Thank you for taking the time to share your feedback with us. We truly regret that your experience at our property did not meet your expectations.

While we are pleased to hear you appreciated the charm of the building, we’re genuinely sorry to learn that other aspects of your stay were disappointing. We sincerely apologize if our team’s attentiveness felt intrusive — our intention is always to provide warm and considerate service, and we will take your comments into account to better balance attentiveness with guest comfort.

We’re also sorry to hear about the challenges you faced with the access road, however the bungalow is in the middle of a tea estate and the roads are generally of that state. To overcome this we provided you with a shuttle and we apologise if that did not suit your expectations. 

Your observations are valuable, and we are already working on several improvements to enhance the overall guest experience, including transport arrangements and room environment management.

We appreciate your honest feedback, as it helps us to improve. We hope you’ll consider giving us another opportunity in the future to provide you with a more enjoyable stay.

Sincerely
Manager Scottish Planter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandapola Road, Sooriyakanda 22200 Sri Lanka","Sooriyakanda","Sri Lanka","22200",,"Kandapola Road",,"9708546","7.030191","Sooriyakanda, Central Province","80.84857","Scottish Planter Bungalow- Thema Collection","216","4.9","1","0","5","18","192","https://www.tripadvisor.com/Hotel_Review-g22951028-d9708546-Reviews-Scottish_Planter_Bungalow_Thema_Collection-Sooriyakanda_Central_Province.html","https://www.themacollection.com/scottish-planter/","2025-04-04","OTHER","1",,"Value","1","Rooms","2","Location","2","Cleanliness","3","Service","3","Sleep Quality","2","Le bâtiment est très joli et le temps semble s'être arrêté au temps des colonies britanniques. Le personnel est tellement prévenant que cela en devient pénible. Quatre bonhommes les mains croisées dans le dos nous regardent manger et se jettent littéralement sur nos assiettes pour débarrasser dès que nous avons fini le plat. Les draps sont mouillés tant il y a de l'humidité. Les chiens errants ont aboyé toutes la nuit. Et le pire c'est que l'on est venu nous chercher en mini bus en bas de la colline car la route n'est pas praticable en voiture (notre chauffeur a abimé la sienne). Nous avons traversé le bidon ville qui s'arrête dès le portail de l'établissement.
Bref beaucoup de route pour pas grand chose Ce sera notre plus mauvais hôtel sur nos 15 jours de vacances","Plus que décevant","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g22951028-d9708546-r1001034669-Scottish_Planter_Bungalow_Thema_Collection-Sooriyakanda_Central_Province.html",
,"0","993070628",,"en","12079973",,"General Manager","993661048","en","2025-02-12","Rahul Maini ","Dear Guest, 

Thank you for taking time out to share your valuable feedback with us.

I am disappointed to read about your experience and have shared your feedback with the concerned teams. This is not the standard of service that we are committed towards and hence we request you to give us another opportunity to make amends.

I assure you that all your concerns have been addressed with the concerned department heads and please be assured appropriate training will be conducted to ensure improvements in our service.

Again my sincere regrets for all the inconveniences, the team and I truly value your patronage and look forward to welcoming you back.

Sincerely,

Rahul Maini 
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2025-02-11","OTHER","2",,,,,,,,,,,,,,"Usually, our experience at the Sheraton Colombo is great, but this time it was disappointing. We don’t often leave negative comments, but this situation felt concerning, so we felt it was important to address it. At the omelette station, Ineethan was rude, barely acknowledged us, and spent most of his time on his phone. He only seemed attentive when foreigners approached, which was troubling. There was no warmth or hospitality, and it really impacted our breakfast experience. For a hotel of this reputation, we expected much better service.","Breakfast experience","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r993070628-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"1","962534140",,"en","12079973",,"Marketing","962821963","en","2024-08-02","Nishani Pigera","Dear Guest,
Thank you for your feedback. We are committed to providing excellent service to all our guests and, your comments are invaluable in helping us identify areas for improvement.  Please know that your satisfaction is our priority, and we look forward to an opportunity to serve you better. If you would be willing to discuss your experience further, please feel free to contact us directly at emil.gularatnam@sheraton.com
Warm regards,
Rahul Maini - General Manager ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-07-31","MOBILE","1",,,,,,,,,,,,,,"Horrible customer service and management. They were not helpful in resolving my concerns. I would not recommend anyone to stay here unless you want your money stolen. Property manager is never available to speak to their customers and unwilling to listen.","Horrible customer service and management","2024-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r962534140-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"0","959528810",,"en","12079973",,"Marketing","959802181","en","2024-07-16","Nishani Pigera","Dear Guest,

Thank you for taking the time to share your feedback with us. 

Please note that our goal is to ensure, every guest feels valued and well taken care of, and your comments will definitely help us improve.

If you would be willing to discuss your experience further, please feel free to contact us directly at emil.gularatnam@sheraton.com. We hope to have the chance to welcome you and your family to the hotel.

Warm Regards,
Rahul Maini - General Manager ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-07-14","OTHER","1",,"Value","1","Rooms","1","Location","1","Cleanliness","1","Service","1","Sleep Quality","1","Property manager is never available. Property manager is slow in responding back and incapable of resolving issues. The management is only interested in making free money without any valid cause and/or reason. Would not recommend you bring your family. Would never book this hotel in the future.","Terrible customer service","2024-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r959528810-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"1","938865750",,"en","12079973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-02-19","OTHER","1",,,,,,,,,,,,,,"Subject: Unprecedented DISAPPOINTMENT: SHERATON COLOLMBO’s FAILURE to Prioritize Customer Convenience!!!

This is to express my disappointment regarding the service I received during a recent visit to Sheraton Colombo. My friends and I had chosen the Saturday dinner buffet, expecting a pleasant dining experience. Unfortunately, our evening was far from enjoyable.
From beginning, we encountered issues. The staff seemed indifferent, manipulating reservation details and deliberately directing us to separate corners despite ample available seating nearby. Sheraton’s policy of segregating groups of friends struck us as unnecessary and unwelcoming. 
Furthermore, they attributed this policy to instructions from NTB Bank, although their initial lack of awareness about our payment method (card offer or cash) was confusing.

The floor manager’s conduct throughout the evening was particularly disappointing. His dismissive attitude and lack of respect toward customers, including our group and others facing similar seating issues, left us feeling very much UNCOMFORTABLE!. A dinner among close friends should be a convenient and enjoyable experience, but Sheraton Colombo FAILED to meet these expectations due to its POOR SERVICE STANDARDS. When we raised our concerns, the manager attempted to shift blame entirely to NTB Bank. However, his excuses fell flat, failing to address the inconvenience we endured. 
To our surprise, Irrfan Dain - another staff member, approached us WITH AGGRESSION, insisting we discuss the matter elsewhere. HIS AGGRESSIVE BEHAVIOR escalated, and he even ATTEMPTED to PHYSICALLY INVOLVE with one of my friends.

Such behavior toward a paying customer is unacceptable and borders on ASSAULT. We urge Marriot Group to take immediate action to rectify these issues and ensure a more respectful and CUSTOMER-centric approach / SAFETY in the future.","Unprecedented DISAPPOINTMENT: SHERATON COLOLMBO’s FAILURE to Prioritize Customer Convenience!!!","2024-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r938865750-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"2","938650378",,"en","12079973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-02-17","MOBILE","1",,,,,,,,,,,,,,"Had the worst dining experience at Colombo Kitchen. The front desk agent/s was full of attitude and almost gave the impression that the guests have come for free food because most of the dinners were on an Amex credit card offer. Not even a smile on her face and even the F&B mgr / ops mgr didn’t have the curtesy to provide a proper justification when we raised some issues on the seating allocation. Food was tasteless & service was a total disappointment.","Worst dining experience","2024-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r938650378-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"2","938647384",,"en","12079973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-02-17","OTHER","1",,"Value","2","Location","3","Service","1",,,,,,,"Had the worst dining experience at Sheraton Colombo dinner buffet today. We were 3 couples and a family that knew each other but with 4 separate reservations on a credit card offer. The front desk staff /cs agent at the Colombo Kitchen was full of attitude and deliberately placed the guests who came in as known to each other but with separate bookings in opposite corners at the dining room and gave the stupidest excuses when asked why we cannot sit closer to each other but in separate tables atleast. We never asked them to place us in the same table and separate bills as we were aware of the terms & conditions of the offer. We simply requested to place us at the tables closer to each other so that we could at least see each other! There were no table allocations or table numbers what so ever as we saw them doing this to other guests as well and there were many people complaining and arguing on the same issue yet giving attitude towards the guests as if we have come there to have free food! First they said there were no reservation under my name though I made the reservation more than a week before and even got a call today afternoon from the hotel for confirmation which I confirmed but they didn’t have my name in the list when we came in and then had to go through inconvenience after inconvenience. Most of the staff didn’t even had the courtesy to even smile and no proper service to the guests. Though there was a good selection of food, the taste was awful. Your customer service needs to improve a lot for a 5 star hotel and the worst service comparing to other 3 hotels of the Marriott group in SL. When we raised this as a complaint while leaving, one of the managers were actually communicating with us properly while some other manager by the name of Irfhan Dean sort of argued and asked to come and speak to him separately and was arrogant towards one of our friends. You guyz need to improve a lot on treating customers and learn some manners for a newly opened hotel who needs to focus on customer satisfaction if you are to grow further!","Worst dining experience","2024-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r938647384-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"2","937898106",,"en","12079973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-02-12","OTHER","1",,"Service","1",,,,,,,,,,,"I am an Ambassador elite with Marriott International having stayed over 417 nights in 2023 and 421 nights in 2022 and yet, I have never written a Hotel review until now. I have always been the beneficiary of great reviews that tell me if a hotel is worth staying or to run away from. Sheraton Colombo where I had a horrible experience and I literally ran away from is one of the worst stays I have ever had in my life and that's saying something. Hopefully someone will read this and not make the same mistake I did. The service is horrendous, they just mix your orders, get your food after an hour and when they finally do, it isn't anything you asked for. The staff are so disorganized and disjointed you wonder if your in a 5 star hotel. I even had a fly in my vanilla ice cream when it was served to me, disgusting. The vibe of the hotel is non existent and everyone is incompetent and unfriendly. The swimming pool is dusty and one of the worst I have ever seen in my life. So small and no view to speak off. I never have cut my stay short in any hotel no matter how bad it was, this is the first time I did and moved to COURTYARD COLOMBO where the service was outstanding, food was amazing and they had an excellent pool with a magnificent city and ocean view. I would recommend anyone, especially a Bonvoy member to avoid this horrible hotel and instead stay at the Courtyard Colombo where you will have a great time.","Horrible experience, one of my worst stays ever","2023-12","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r937898106-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"0","937545576",,"en","12079973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-02-09","MOBILE","2","Avoid having food in the hotel restaurant at the first floor.",,,,,,,,,,,,,"The main resturant at the First Floor, staff is aweful. They don’t understand the difference between Non-Vegetarian and Vegetarian food. We ordered Vegetarian fried rice and were served chicken rice. Called manager one Mr Sharara who only apologised. The Food and Beverages manager some Mr Indra had no clue about his staff training. Everyone only apologises. The waitress was specifically told we had ordered vegetarian rice, snd knowing that served chicken rice. 
The building is good and clean. Hotel is a month old but terrible resturant staff. 
I would never ever come back. Better to go to any hotel than this as it would take st least a year for the staff to be trained in this hotel.","Terrible resturant manager, waiting staff and F and B Manager supervision.","2024-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r937545576-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"1","937276946",,"en","12079973",,,,,,,,"1600","727766294","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/60/d5/16/caption.jpg","1200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-02-07","OTHER","1",,"Service","1",,,,,,,,,,,"I am a frequent traveler and stay with a lot of hotels. In this hotel staff has no clue, what they are doing, they mix up the orders. They have untrained staff. The food is horrible in taste, infact I was served with a fly in my food. Swimming pool is very small and corridors have dust. 
I tried the other hotel called courtyard by Marriott which has amazing staff, best city view and good food. I highly recommend courtyard by Marriott colombo instead.","One of the worst stays ever!!","2024-01","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r937276946-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"1","936613143",,"en","12079973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2024-02-02","OTHER","1",,,,,,,,,,,,,,"Made a dinner reservation including a feeding chair/ high chair. Checked well ahead of time if high chair is available. They confirmed it’s available and reserved. Got to the main restaurant at Sheraton and were told they do not have a single feeding chair in the hotel yet. Not that the feeding chairs were taken, they have not got any at the hotel. It was handled very poorly by the staff as well. We left the restaurant disappointed. Won’t recommend the place to anyone with small kids.","Not the standard you expect if a Sheraton or any other hotel","2024-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r936613143-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"1","883514509",,"en","12079973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265 Galle Road Kollupitiya, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"265 Galle Road","Kollupitiya","12079973","6.910216","Colombo, Western Province","79.85022","Sheraton Colombo Hotel","313","4.8","9","2","6","17","280","https://www.tripadvisor.com/Hotel_Review-g293962-d12079973-Reviews-Sheraton_Colombo_Hotel-Colombo_Western_Province.html","https://www.marriott.com/en-us/hotels/cmbsi-sheraton-colombo-hotel/overview/","2023-03-25","OTHER","1",,,,,,,,,,,,,,"Sheraton colombo is the worst hotel in srilanka because we try to book reservation & try to get some details but the hotel numbers were not working and I try many ways but is still didn't contact them if a guest struggling this much to contact a hotel think about other services also very bad impression I have about Sheraton colombo.","Bad impression on Sheraton Colombo","2023-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d12079973-r883514509-Sheraton_Colombo_Hotel-Colombo_Western_Province.html",
,"0","1008633685",,"en","638092",,"General Manager","1008918612","en","2025-05-23","Lashanthan Gopalan","Dear Valued Guest,

Greetings from Cinnamon Wild Yala!

Thank you for taking the time to share your feedback following your recent stay with us.

We’re pleased to know that you enjoyed the unique setting of our resort, nestled in the heart of nature close to the coastline—a place where many of our guests find relaxation and connection with wildlife and wilderness.

However, we are truly sorry to hear that your experience did not meet expectations in some important areas. We understand that dietary preferences are very personal and essential to a comfortable stay. While we do offer a selection of vegetarian dishes, we regret that it fell short of your needs. Please know that your comments have been shared with our culinary team to further enhance our offerings for vegetarian and Jain guests. We would always be happy to tailor meals in advance when informed, and our chefs are eager to assist with special dietary requirements.

We also appreciate your feedback regarding room size and flooring. Safety and comfort are priorities for us, and we will look into the concerns you raised about the floor surface to ensure appropriate action is taken.

Your feedback helps us to improve and we sincerely thank you for sharing it. We do hope you might consider giving us another opportunity in the future—we would love to make it right and provide a stay that’s more aligned with your expectations.

Warm regards,
Sandushi Wickramasooriya
Executive – Guest Services
Cinnamon Wild Yala",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palatupana, Yala National Park 82614 Sri Lanka","Palatupana","Sri Lanka","82614",,,"","638092","6.259364","Palatupana, Yala National Park","81.40433","Cinnamon Wild Yala","4077","4.6","50","60","229","860","2878","https://www.tripadvisor.com/Hotel_Review-g3748686-d638092-Reviews-Cinnamon_Wild_Yala-Palatupana_Yala_National_Park.html","https://www.cinnamonhotels.com/cinnamonwildyala","2025-05-21","OTHER","1","Veg Families make food arrangements in advance.","Value","3","Rooms","1","Location","5","Cleanliness","5","Service","5","Sleep Quality","3","Great property located in the midst of the Jungle near the coastline to enjoy with the Family.

Food options for veg are very very Limited, 

Room sizes are too small even for a family on 3.

Room floors are slippery and can be fatal.

Would not recommend this to any Jain or Vegetarian Family and if you want to enjoy than arrange your own food options.","Veg Families - Watch out","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g3748686-d638092-r1008633685-Cinnamon_Wild_Yala-Palatupana_Yala_National_Park.html",
