"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","subratings/6/name","subratings/6/value","text","title","travelDate","tripType","url","user"
"3","156564358","en","1477843",,"Sales and Marketing","157147625","en","2013-04-08","Nishani R","Dear Guest,

 We would firstly like to thank you for your comments about the property as a whole and it is lovely to know that the surrounding atmosphere and booking process was to your liking.

We at Tamarind Hill make it a priority to ensure that all our guests leave our property with a positive approach as this didn’t occur during your visit, we are extremely sorry for your bad experience which you had encountered with regard to the food and service.

In relation to the incident mentioned about the payment we are looking into it, in order to ensure that this isn't repeated in the future.

Thank you for your invaluable feedback as it such statements from guests like you that enable us to improve our operations and provide a better and refined service to our customers.

Thanking you,

Jaime Thomas
Sales and Marketing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 288, Galle Road, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"No 288, Galle Road",,"1477843","6.044482","Galle, Galle District, Southern Province","80.19719","Tamarind Hill by Asia Leisure","952","4.7","6","9","34","127","776","https://www.tripadvisor.com/Hotel_Review-g297896-d1477843-Reviews-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html","https://www.instagram.com/tamarindhillgalle/","2013-04-04","TABLET","2",,,,,,,,,,,,,,,,"I had read so many glowing reviews that I was really looking forward to getting there and instead I found that I couldn't wait to leave

The Good
- Beautiful hotel, very relaxing atmosphere nice furniture and layout
- Having a choice of restaurants so we could get out of the heat of the evening
- Response email booking. Very polite

The Bad
- The food was average at best. We were forced to choose from a set menu. None of the food was really Sri Lankan
- When it arrived the food it was in general tasteless and just not what were expecting from a place of this calibre. 
- Service was terribly slow. Took almost 2.5 hours to complete the meal
- The debacle came at the end of the meal when we came to split the bill. Tip: if you eat here pay in cash and definitely don't use AMEX as they have to phone through each card to get an approval. The waiters complete inability to split a bill despite us asking him. Then they couldn't reverse the charges eventhough they had made a mistake and finally them arguing about it amongst themselves for so long that it took 45 minutes from the time we ordered the bill to leaving

With so many good choices in Galle you don't need to come here","over-rated food, terrible service. Avoid","2013-03","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g297896-d1477843-r156564358-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html",
"4","124795040","en","1477843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 288, Galle Road, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"No 288, Galle Road",,"1477843","6.044482","Galle, Galle District, Southern Province","80.19719","Tamarind Hill by Asia Leisure","952","4.7","6","9","34","127","776","https://www.tripadvisor.com/Hotel_Review-g297896-d1477843-Reviews-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html","https://www.instagram.com/tamarindhillgalle/","2012-02-19","OTHER","2",,"Value","2","Rooms","3","Location","2","Cleanliness","2","Service","3","Sleep Quality","1",,,"After being transferred from Colombo Airport to Galle, we spent our first two nights in Sri Lanka at Tamarind Hill.

The property is a nice place with an excellent swimming pool, although too far from the Fort. As previous reviews mentioned, the location shown on their website is not right. We were greeted by the Manager (on this position for the last 3 months), who asked us about how we had come to know the Tamarind Hill and ended up talking about the latest reviews on Tripadvisor, some of them not too positive, which he considered as ""misunderstandings"" and seemed not too worried about.

We were given Room number 8 (kindly upgraded to a deluxe), very well appointed and with nice colonial furniture. The room had a/c, but not the bathroom, which had decorated and opened windows, without mosquito screen. This meant that all the time the bathroom was full of mosquitoes and kind of a sauna. Please take into account that the Hotel is next to a swamp, which involves wet land around, and breeding zone.

We had two dinners at Tamarind, and the food was very good. As a surprise we were offered a chocolate anniversary cake. All in all, nice, but not genuine, compared to the sincere smiles you get all around Sri Lanka. 

The worst surprise was still to come...we were bitten by BED BUGS, unbelievable at a place like this. We got plenty of painful bites during the night which lasted for the whole of our trip. Stay away, at least, from Room 8.

Last but not least, and as previous reviews, we had problems with the transport. On our arrival, we asked them to arrange a tuk tuk for us to Town, and we were charged 400 RP, on our way back, we paid 150 RP. We also made arrangements with them for a van transfer from Galle to our next destination in Yala. We forgot something in the car (handicraft), and we didn't get much assistance from them. We never recovered the package.

The property is very nice, but there is a serious lack of management. Make another choice as Fort Bliss or Fort Galle, right in the center, and don't let Tamarind Hill spoil your holidays.","Nice property but...too many problems","2012-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297896-d1477843-r124795040-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html",
"10","123425377","en","1477843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 288, Galle Road, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"No 288, Galle Road",,"1477843","6.044482","Galle, Galle District, Southern Province","80.19719","Tamarind Hill by Asia Leisure","952","4.7","6","9","34","127","776","https://www.tripadvisor.com/Hotel_Review-g297896-d1477843-Reviews-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html","https://www.instagram.com/tamarindhillgalle/","2012-01-21","OTHER","1",,"Value","1","Rooms","1","Location","1","Cleanliness","1","Service","1","Sleep Quality","1",,,"We booked this hotel through Agoda in April 2011 and paid in full. We confirmed the booking 1 week before arriving and all was good. We then turned up on 29/12 to be confronted by an extremely rude manager saying ""Who are you?""

We explained that we had a booking and showed our voucher and he said ""We don't have any rooms, you've been moved to a place in Hikaduwa"" (25km away). We asked why we weren't contacted and he just said ""Not our problem, speak to Agoda"". I told him his attitude stunk and we were hustled out onto the street to avoid upsetting the other guests.

We spoke to the Managing Director who explained that his manager seemed rude because he'd been living in Dubai (??????) and he explained he couldn't help but wanted to apologize ""on behalf of Sri Lanka"". I explained that Sri Lanka was not the problem, his hotel was.

They proceeded to lie to us, first stating that they'd never heard of us. I replied ""how do you know where our booking has been transferred to?"". They then changed the story to the booking being changed 3 months ago. I asked why they confirmed our booking a week ago and they changed their story again to it was changed that morning.

A wedding party had taken over the hotel and it was obvious that a couple of extra guests had turned up so we were bumped. Entirely unacceptable.

Luckily there had been 2 cancellations at the Lighthouse next door otherwise we'd have been stuck out on the street with no accommodation. Essentially we paid for 2 rooms we never recieved and are still to get our money back.

This was an outrageously bad experience and I would not recommend this hotel to my worst enemy. The manager in particular is a complete and utter scumbag.","Disaster","2011-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297896-d1477843-r123425377-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html",
"3","123069459","en","1477843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 288, Galle Road, Galle 80000 Sri Lanka","Galle","Sri Lanka","80000",,"No 288, Galle Road",,"1477843","6.044482","Galle, Galle District, Southern Province","80.19719","Tamarind Hill by Asia Leisure","952","4.7","6","9","34","127","776","https://www.tripadvisor.com/Hotel_Review-g297896-d1477843-Reviews-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html","https://www.instagram.com/tamarindhillgalle/","2012-01-14","OTHER","2",,"Value","2","Rooms","5","Location","3","Cleanliness","4","Service","1","Sleep Quality","4",,,"this Hotel is amazing boutique hotel next to a beautiful Colonial City (Galle). The hotel is beautifully decorated and the rooms / Bathrooms are spacious.
However this hotel is completely ruined by the attitude of the manager who is completely blaze, and who manages his hotel only with the aim of making money and by tricking the customer. They force you to use the hotel transport deals or facilities. First we took a rickshaw to come back from Galle and asked the driver to come back the next day to pick us up at the hotel. The next day noone was there. Once in Galle we met our driver , who explained to us he had been threatened by people at the hotel if he stayed. Then I ve asked a driver from Galle to drive me to Tamarind Hotel and then drive me to the airport. During the 10 mins while i was picking my suit case again they put pressure on my driver to leave, to force me to use the car organized by the hotel. Fortunately I saw the scene, and made a scandal. 
I can t believe this kind of scene could happen in this hotel, and i find it a pity that this manager destroys the potential of this hotel!!","An Amazing Boutique hotel ruined by a blaze hotel manager","2011-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297896-d1477843-r123069459-Tamarind_Hill_by_Asia_Leisure-Galle_Galle_District_Southern_Province.html",
"0","1015466824","en","10626598",,"General Manager","1016834328","en","2025-07-06","Ajantha Perera","Dear Guest,

Thank you for taking the time to share your feedback about your recent visit to our rooftop restaurant.

We’re truly sorry to hear that your experience did not meet your expectations, especially given the high standards you’ve come to 

expect from Jetwing. We sincerely apologize for the delays in service and the quality of food you encountered. Your comments 

regarding under-staffing and lack of table attention are particularly concerning, and we are already looking into ways to address 

these operational gaps to ensure a more seamless experience for our guests.

We’re proud to be part of the Jetwing family and deeply regret that we fell short in delivering the level of excellence you experienced at 

Jetwing Beach. Your feedback is invaluable to us, and we will use it to improve both our service and overall guest experience.

If you’re willing, we’d appreciate the opportunity to welcome you back and provide the standard of hospitality you rightfully expect 

from us. Please feel free to reach out to us directly at ajantha@jetwinghotels.com if you’d like to discuss this further. Looking forward to 

hearing from you.

Warm regards,

Ayubowan (May you live long)!

Ajantha Perera
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2025-06-27","OTHER","2",,,,,,,,,,,,,,,,"This is a review of just the rooftop restaurant.Went for a drink and a bite to eat and it was quite busy . The service was abysmally slow and there seemed not to be enough staff, in fact one of the waiters was doing glass washing/drying .No one checking on tables . The food was very mediocre and all in all not the usual Jetwing standard especially as we had just come back from Jetwing Beach which was exceptionally good.","No the usual Jetwing service","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r1015466824-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","955486964","en","10626598",,"General Manager","956605021","en","2024-06-24","Jetwing Hotels","Dear Guest,

I'm sorry to hear about your disappointing experience at the hotel. It sounds like the miscommunication regarding the balcony been available significantly affected your stay, and the staff's response may not have been satisfactory. It's understandable that you expected a balcony for smoking purposes, especially given the hotel's positioning as a non-smoking hotel.

We have immediately taken measures to rectify this communication issue for our 2-bedroom apartments. Due to this oversight, we too were unaware that such had been mentioned in our marketing communication, and if we had known that you were keen on the balcony for smoking purposes, we would have written to you and communicated it clearly. 

Due to the hotel been a non-smoking hotel we do have the roof top terrace area and ground floor open area for smoking purposes. however we still don't encourage smoking with the hotel premises as we are positioned as an exclusive non-smoking hotel. 

Once again please accept my sincere apologies for the oversight in our marketing communication and looking forward to welcoming you back again to Jetwing Colombo Seven.

Ayubowan (May you live long)!

Ajantha Perera
General Manager

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2024-06-17","MOBILE","1","Do not come here. Save your mind and money.",,,,,,,,,,,,,,,"I am compelled to write this review due to the appalling experience I had at Jetwig Hotel Colombo 7. This establishment has set a new low for false advertising and customer service. I booked my stay based on the promise of a room with a balcony, as clearly advertised. To my utter dismay, upon arrival, I found that there was no balcony. This outright lie was the first of many disappointments.

When I raised this issue with the hotel staff, they had the audacity to blame booking.com, claiming it was an error on their part. This excuse is not only unacceptable but insulting. It is not my responsibility to deal with their advertising mistakes. The hotel had ample time—over a month, in fact—to inform me of this error, but chose not to. Their lack of communication and accountability is inexcusable.

The situation worsened when I realized the implications of their deceit. As a smoker, I was forced into the highly inconvenient position of having to travel from my room to the ground floor every time I wanted to smoke. The hotel's so-called solution was laughable and insulting. They suggested that they open the room window instead and then had the nerve to ask me to sign a waiver stating that opening the window was my request, absolving them of any responsibility. When I insisted they amend the waiver to truthfully reflect that this was their suggestion, not my request, they flatly refused. 

The level of unprofessionalism and sheer lack of empathy displayed by the staff was staggering. There was not a hint of an apology or genuine attempt to rectify the situation. Instead, they were dismissive and uncooperative, leaving me to deal with the consequences of their false advertising and poor service.

This experience was, without a doubt, the worst I have ever had at any hotel. The deceptive practices, lack of accountability, and dreadful customer service at Jetwig Hotel Colombo 7 are beyond unacceptable. I strongly urge potential guests to steer clear of this establishment. Save yourself the frustration, inconvenience, and sheer disappointment I endured. Jetwig Hotel Colombo 7 is a prime example of how not to run a hospitality business, and their actions should serve as a warning to anyone considering a stay here.","Appalling Experience at Jetwig Hotel Colombo 7- Deceptive Advertising and Terrible Service","2024-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r955486964-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","948932375","en","10626598",,"General Manager","949391695","en","2024-05-03","Jetwing Hotels","Dear Guest, 
Firstly, please accept my sincere apologies for the inconvenience caused at checkout regarding the payment. This is not the Sri Lankan hospitality experience we would want our guests to experience at check out. 

As mentioned at time of check in, we had not received any payment from MakeMy Trip for your reservation. As MakeMy Trip is a third-party website located in India, we were following up desperately with MakeMy Trip regarding your reservation and payment, daily with no response from the third-party online agent. As mentioned to you on arrival, we would be charging direct from you at time of check out, if MakeMyTrip had not made the payment, and once the third-party online agent makes payment to the hotel, we will immediately refund your payment. We have been cautioned by all online agents regarding compromised credit cards and asked to follow strict procedures as stipulated by them with regards to payments. 

After your checked out, we have constantly followed up with MakeMy Trip regarding your payment. As we have written to you, we will immediately refund your payment once MakeMy Trip makes payment. Once again, we sincerely apologize for this inconvenience which was beyond our control due to the reservation been made by a third-party website located out of Sri Lanka.    

I would also like to apologize regarding the room and my engineering team has taken immediate action to rectify the issue. Further while we have only received positive comments on our breakfast buffet spread and quality of items and service, I would really like to hear your feedback in detail, so that I could understand what further items we need to have on the buffet that will suit your palate. I would appreciate if you could write to me direct on ajantha@jetwinghotels.com

Once again please do accept our sincere apologies regarding the inconvenience. We would appreciate if you provided us with a second chance to show you the true Sri Lankan hospitality that we are famous for. Please do not hesitate to make the booking with me direct so that I can ensure there is no repetition of the previous incident. 

Looking forward to welcoming you again back to Jetwing Colombo Seven Hotel. 

Ayubowan (May you live long)!

Ajantha Perera
General Manager 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2024-04-30","OTHER","1","Please book some other hotel. I would strongly recommend don’t go on the infinity pool pictures , they are just to attract the crowd. ","Value","1","Rooms","1","Location","1","Cleanliness","1","Service","1","Sleep Quality","1",,,"Firstly the guys were behaving like goons. Despite I paid the money via MakeMyTrip they were not able to find my reservation and asked me to pay double. I had to forcefully pay them. On top when I was checking out they this during that time and asked for double the money and said we can’t find the money in our account for your booking. I showed them my bank statements as well. They said they will not release us and I had to catch my flight. Secondly the breakfast is extremely terrible. The first room I went was stinking like a gutter. So I had to get it changed.","Worst service ever at reception worts people and worst breakfast","2024-04","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r948932375-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"1","933694449","en","10626598",,"General Manager","934080439","en","2024-01-14","Jetwing Hotels","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. We thank you for your positive remarks on the hotel facilities
and thank you for selecting Jetwing Colombo Seven for your stay.

Please accept my sincere apologies for the inconvenience caused at check in. Normally, booking,com reservations are to be paid at the hotel. I am sorry that my team has not made any efforts to rectify this matter. 

I would very much appreciate if you could send me all the details that you have to ajantha@jetwinghotels.com so that I can also further check on this matter with booking.com. to see if they have made an exception to the normal practice.  

Let me assure that on your next visit you will not face such inconveniences. 

Looking forward to welcoming you to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2024-01-11","OTHER","1","Breakfast is woeful. So many tables cramped into a confined space.
Gym is brand new and impressive ","Value","3","Location","4","Service","1",,,,,,,,,"By far the worst customer service I have experienced. Paid on booking.com and in person as they could not find my reservation. 0 effort was made by them ti rectify the issue till the last day. DO NOT RECOMMEND. However the hotel does has great facilities.","AWFUL CUSTOMER SERVICE","2023-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r933694449-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","929334238","en","10626598",,"General Manager","930241929","en","2023-12-18","Jetwing Hotels","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. We thank you for your remarks and thank you for selecting Jetwing Colombo Seven for your stay.

Please accept our sincere apologies with regards to the inconvenience caused due to the adjoining room guests playing music. We have investigated the matter with our security department, and they have mentioned that the guests had left the hotel after we had advice them of the noise, but have come back in the morning again. We take priority in informing all guests on arrival that the hotel does not tolerate any sort of loud music even though its a festive season. 

It is our focus to ensure that all guests do feel comfortable during this festive season. Our banquets and conference halls are having festive events during this festive season, however the noise travels only to the lobby level and not to any rooms due to the sound proofing that is been done. Further all music must stop at 11pm as per every contract signed with every event.  

I have had a discussion with the training manager and planned to have a training for all newly recruited associates.
 
We hope you will give us a second chance, to experience our standards and not let this isolated incident keep you away. 

Looking forward to welcoming you to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2023-12-12","OTHER","1","Find another hotel","Value","1","Location","3","Service","1",,,,,,,,,"Terrible experience.  We came late on our first night with our two young children. The rooms next door had a party with singing and guitar playing all night. Despite numerous phone calls to the reception, who were too scared to confront the guests or really do anything about it, the party went on until 5am. The next day instead of refunding our money they ""upgraded"" us to another room. The next night had loud, bassy house music also until midnight. This hotel presents itself as ""luxurious"" and pricey, in reality it is a 3 star hotel with poor service. While the staff are absolutely lovely they lack any real hospitality training, which is not what you expect when you are paying this much money to stay in one of Colombo's finest suburbs. Not only will we avoid this hotel we will be avoiding any Jetwing Hotel. ","Terrible, long night of loud music from the room next door until 5am ","2023-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r929334238-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","921252776","en","10626598",,"General Manager","923158115","en","2023-10-27","Jetwing Hotels","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. 

Thank you for taking the time on the phone to discuss certain issues you had experienced and please accept our sincere apologies for any inconvenience caused.  

As discussed over the phone there are Poya days  and certain other days that the government of Sri Lanka has restricted sale of alcohol in the whole of Sri Lanka. As mentioned Jetwing Hotels operate as per the regulations set by the government of Sri Lanka. However as mentioned by you we will talk to relevant authorities to see if this can be relaxed for hotels only in the country. 

We understand that you did not want any disturbance in the room during the sink block, and as discussed on the phone we will look at how we can communicate to guests who don't want to be disturbed of how to drain the water in the sink.

As discussed we will also brief guests that due to Sri Lanka been a tropical country, if you leave the window open then mosquitos can enter the room hence to keep the windows close at all times to avoid mosquitos.   

We are also happy to learn that as per our conversation, nothing mentioned was serious and given as feedback only.

Looking forward to welcoming you back again to Jetwing Colombo Seven.

Ayubowan (May you live long)!

Ajantha Perera
General Manager

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2023-10-14","OTHER","2",,,,,,,,,,,,,,,,"Bathroom sink was blocked. They don't offer at least welcome drink. Foods were not good. Not worth for the price you pay. Some days rhey have restrictions on alcohol. There was no mosquito net in the room. Few mosquitos kept me awake whole night.","Not good place for bed and breakfast stay.","2023-10","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r921252776-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","904179978","en","10626598",,"General Manager","914000343","en","2023-08-30","Jetwing Hotels","Dear Guest,

Warmest greetings from all of us at Jetwing Colombo Seven. We thank you for your remarks and thank you for selecting Jetwing Colombo Seven for your stay.

Please accept our sincere apologies with regards to the incident that had occurred in the roof top Gym area. I have tried to gather feedback from the Gym attendants, but have failed as they don't recall such an incident. I am hoping you will write to me directly on ajantha@jetwinghotels.com so that i can further investigate the matter. 

We treat all guests in the same manner and do not give preference to Gym members. I sincerely apologize that you feel this way due to the incident that had occurred. All our Gym equipment are provided on a fist come basis and we don't give priority to any one. We strictly don't allow kids under 10 years to enter the Gym due to safety reasons and this is clearly mentioned at the entrance.     

We hope you will give us a second chance, to experience our standards and not let this isolated incident keep you away. 
Looking forward to welcoming you to Jetwing Colombo Seven again.

Ayubowan (May you live long)!

Ajantha Perera
General Manager

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2023-07-19","OTHER","1",,"Value","1","Location","5","Service","1",,,,,,,,,"This hotel pay more attention and facilitate more on the neighbors  who are using gym and pool ( who are having membership for those facilities ) comparing to the hotel guests, if you are a guest ( who is willing to book a room) from outside, the staff treat you as a begger. I had a bad experience on my stay at this hotel, I will post it in short manner ""there was a old lady(outsider who is using the gym as member ),"" verbally harresed myself in front of my family."". So If you need to face like those kinds of unusual harresments , book a room and stay in this hotel. Choise is up to you.","Think twice","2023-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r904179978-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
