"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","subratings/6/name","subratings/6/value","text","title","travelDate","tripType","url","user"
"No reviews found for the provided location. Check whether the location has any reviews.",,,"https://www.tripadvisor.com/Hotel_Review-g3577009-d27940388-Reviews-Waraka_Udawalawe_Thema_Collection-Udawalawa_Sabaragamuwa_Province.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"224/B, Susil Mawatha, South Cannel, Udawalawe, Udawalawa 70190 Sri Lanka","Udawalawa","Sri Lanka","70190",,"224/B, Susil Mawatha, South Cannel, Udawalawe",,"27940388","6.406758","Udawalawa, Sabaragamuwa Province","80.830444","Waraka, Udawalawe - Thema Collection","74","4.9","0","0","0","10","64","https://www.tripadvisor.com/Hotel_Review-g3577009-d27940388-Reviews-Waraka_Udawalawe_Thema_Collection-Udawalawa_Sabaragamuwa_Province.html","https://www.themacollection.com/waraka-udawalawe/",,,,,,,,,,,,,,,,,,,,,,,,
,"1","993641767",,"en","3386434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2025-02-12","MOBILE","1",,,,,,,,,,,,,,,,"Pool unusable - dark as located under the first floor of the building and dirty stagnant water as no filtration system

Beach and sea dirty - staff were sweeping the sand of liter regularly but as the it is located at the mouth of a river the sea is dirty and the sand was mud.

Rooms need serious maintenance - bathroom smelt terrible and old yellow jaquzzi and strip lighting were odd.

Unable to sleep as a flood light was pointed at the window which had thin curtains.

Also tried to get us to pay more for our room on arrival citing an error in the booking platform -quickly backed down on this though but the feeling of being scammed remained with us.","Nothing at all like the photos.","2025-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r993641767-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"0","985626544",,"ru","3386434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2024-12-21","OTHER","1",,"Value","2","Rooms","2","Location","2","Cleanliness","2","Service","2","Sleep Quality","5",,,"Были с 10.12.2024 по 19.12.2024. Номер большой, убирали каждый день. Двери в номере рассохшиеся, штукатурка со стен осыпается. В бухту пляжа отеля впадает река-приносит много мусора. Звтраки скудные, выбор не большой и ждать приходится по 30-40 минут. Из сейфа в номере пропали 200 долларов. Не рекомендую для отдыха. Худший отель из всех где были.","Были с 10.12.2024 по 19.12.2024. Номер большой, убирали каждый день. Двери в номере рассохшиеся, штукатурка со стен осып","2024-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r985626544-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"0","956885927",,"en","3386434",,"Owner","957161210","en","2024-06-28","Vinodh de silva","We are sorry for your bad experience at the hotel. You are aware that you arrived around midnight during a storm. This is the monsoon period, and we sometimes experience stormy weather. During these storms, the resort looks in disarray, with plenty of fallen leaves littering the garden and the swimming pool. This would have been your first impression. We had arranged a housekeeping supervisor on duty to show you to the room on arrival without delay.
At departure, you had written on the guest registration card that you were not happy with the ambiance nor the cleanliness of the room but found the bed comfortable. 
We are sorry you did not stay longer at the resort to really experience it and find your hurried judgment unjustifiable. We have a system that all rooms are checked prior to release and this ensures that all linen are in good condition and the room is properly cleaned and the bathroom works properly. If you had issues to the contrary like the towels and flow of water, this could have been intimated at checkout.
We hope you will visit us to see and experience the hotel, which we are sure will change your judgment, which is misleading to other readers. ","1600","749574317","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ad/98/ad/caption.jpg","1200","1600","749574318","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ad/98/ae/caption.jpg","1200","1600","749574319","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ad/98/af/caption.jpg","1200","1600","749574320","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ad/98/b0/caption.jpg","1200","1600","749574321","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ad/98/b1/caption.jpg","1200","1600","749574322","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ad/98/b2/caption.jpg","1200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2024-06-26","OTHER","1","Doesn’t look like the pictures on their website. 
","Rooms","1","Location","4","Cleanliness","1","Service","1","Sleep Quality","1",,,,,"-Booked Aqua room that has a private pool, and the room looked nothing like it was on the website which probably has pictures from the time the hotel was built possibly. They were truly misleading

- Airport transfer was arranged as planned through another company and it was on time and comfortable.

- We were arriving later than midnight on the first night of the booking and this was informed to the property. Who assured that someone will be available to greet us. No duty manager was available and a service staff escorted us to the room saying can check in the morning after 7.30 am.

-The room was dirty, no fire alarm, washed out, mould, even a moth was hovering around.

-The towels were so old with strings hanging out.

-Hot water didn’t work and the water was clogging not draining.

- The jacuzzi was outdated yellowish.

-The back door was not sealing and locking properly.

- As it was middle of the night we decided to nap for a few hours and early 7.30 we went down to the reception to request for a check out.

- The staff were friendly however oblivious to the current state of the property. He offered us different room, and it was not any better.

- The cherry on the top was we were asked to pay for that one night (the few hours we spent from Midnight till 7AM). 

-We paid and just got out of the place as fast as we could.

-The location is amazing right at the beach. But neglected by the management and the staff are hospitable and helpful, smily but need hospitality training.","Washed out, poorly maintained property","2024-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r956885927-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"0","879149707",,"en","3386434",,"Owner","880024673","en","2023-02-24","Vinodh de silva","We are sorry you were not satisfied with your stay. Unfortunately, on rainy days water flows into the sea from the famous Kogalla lagoon. Please note this happens only during the rainy periods and during dry periods the flow of water stops. We have trained staff who continuously clean the beach to ensure guests could use the beach.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2023-02-18","OTHER","2",,,,,,,,,,,,,,,,"Awful private beach. Very dirty water with a lot of sand. If you are looking for a nice private beach don’t even think about cocobay hotel. Breakfast is very poor. You don’t get the value for the money paid. The hotel is overpriced","Awful private beach","2023-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r879149707-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"0","873141609",,"en","3386434",,"Owner","873979041","en","2023-01-04","Vinodh de silva","We have taken your comments into serious consideration and have done a thorough investigation on all points mentioned by you.
All the negative points mentioned in your review were not reported during your stay. Your stay for 1 night was during the peak December period and we can assure you that we had all corners covered to ensure the highest standards were offered to our guests as we were running at full capacity daily. We had sufficient stocks of food and beverage to ensure that all our menus on offer were supplied to the complete satisfaction of all of our guests. TV, plug points, AC, mini bar, and all other equipment are checked and documented prior to checking in guests. If anything was not working, you could have reported this at the time as we have an in-house maintenance team to fix such issues. However, not a single complaint had been made by you during your stay. Staff professionalism is of paramount importance to us and you can see that this is confirmed by the positive remarks made by other guest reviews.
Our investigations revealed that you were really disappointed that you lost your handsfree. Our staff did their utmost but could not find it. We are sorry you lost this but it is a large area including the beach.
All in all, we are sorry you lost your handsfree and still hope you will visit us again.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2022-12-28","OTHER","1",,,,,,,,,,,,,,,,"We stayed here for one night with friends and the location seems to be cozy.. the room was poorly maintained and half of the plug points including the TV wasn’t working.. so we had issues even to use the kettle.. the doors were rusted and locks weren’t working properly.. 

The restaurant served food which was half of what was mentioned in the menu.. and the staff was too slow and did no even bother with our choices.. what was shocking was that one staff member even randomly came to us and asked for a cigarette which we felt bad and offered.. which showed us the levels of professionalism in the place.. 

On top of all when we had left a handsfree in the room and went to check back the hotel was reluctant to send us back to the room and by the time we checked the entire room was upside down (assuming for cleaning) and it was not there to be found ..  there was no attempt made to check if it’s there and they constantly denied it wasn’t there.. 

We were excited to stay after checking the reviews and after our stay we leave with regret that we stayed here..","Poorly maintained property with bad service","2022-12","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r873141609-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"1","866486450",,"en","3386434",,"Owner","867395162","en","2022-11-05","Vinodh de silva","It is sad to get such a malicious and false review. It is stated that the beach is next to a sewage pipe. This is totally false and can cause irreparable damage to all the businesses in the bay. During rainy periods a stream from the famous Kogalla lake flows to the sea close to the hotel. This happens a few times during the monsoon period. During the dry season from December to May, the stream does not flow into the sea. It is only during times of heavy rain that the beach turns brown but the beach is quickly cleaned by the staff and can be used as normal. Please note that there is no sewage flow to the sea as the authorities control the bay and beach since it is a designated wildlife and beach sanctuary. The writer is entitled to his opinion on other matters which are in contrary to almost all the other reviews written by guests. The current pictures are exactly as the hotel looks and can be verified by any visiting guest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2022-10-29","OTHER","1",,"Rooms","3","Location","1","Service","5",,,,,,,,,"the water is Brown after rainy days because its next to a sweage pipe.
the hotel is run down and ugly.
the service is great very very nice staff.
beds are comfortable but just wanted to leave asap.

i do not recommend this place and the pics on the website look great but not the reality of this sad brown beach and ugly hotel.","ITS NOT COCO BEACH ITS CACA BEACH","2022-10","NONE","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r866486450-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"0","852611011",,"en","3386434",,"Owner","939876243","en","2024-02-26","Cocobay Unawatuna","🙏","4000","622802719","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/1f/37/1f/cocobay-unawatuna.jpg","3000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2022-08-07","OTHER","2",,,,,,,,,,,,,,,,"I was expecting an amazing hotel for the price I paid and was so disappointed. There was a lack of toiletries in the room. I had no hot water for the first 2 days ~ but no offer to move me to another room even though the hotel was empty. The towels were old and a bit smelly! The private beach was full of litter and staff made no effort to clean it ~ there was even a rubbish dump in the corner. Overall a dated hotel that are overcharging.","Disappointed","2022-07","SOLO","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r852611011-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"0","834863955",,"en","3386434",,"Owner","939876594","nl","2024-02-26","Cocobay Unawatuna","🙏","1536","588290822","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/10/9b/06/caption.jpg","2048","1536","588290821","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/10/9b/05/caption.jpg","2048","1536","588290820","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/10/9b/04/caption.jpg","2048","1536","588290819","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/10/9b/03/caption.jpg","2048","1536","588290818","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/10/9b/02/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2022-04-17","MOBILE","1","I recommend you go there & stay one day then pay for the rest of your holiday.Unawatuna has a beautiful resort with luxury experience.",,,,,,,,,,,,,,,"On our visit to Sri Lanka we stayed at 3properties, this was by distance the weakest but the most expensive one.
To be accurate it was the worst property we visited ever.It was more like a little guest house not a hotel;definitely not 5star hotel.
We had bookings for 4 nights but couldn’t complete our stay and left soon after we found a beautiful,luxurious resort in the unawatuna main beach road for half the price we paid in coco bay.
Positive point is only seafood was delicious others than that everything was awful.
-They didn’t have enough dishes or cutlery of the same to serve few tables although they are open to the public as a restaurant.
-Room was absolutely dated,rusted and moulded .
Black mould all over the bathroom curtain and the mattress protection sheet and pillows , bed smelled puke.
Awful beach towels, poor beach equipments all old and broken,poor maintenance of the pool although it’s very small.
Extremely small beach area looks private although it’s not but because it’s not in the popular area no one goes there otherwise it’s not private.
The beach is black and muddy rather than sand.
Overall.
All the photos you see on the booking websites are belong to 9years ago when they got everything new.","Terrible Experience","2022-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r834863955-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"1","555364032",,"en","3386434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2018-01-22","OTHER","2",,,,,,,,,,,,,,,,"On our trip to SL we visited 6 properties, this was by some distance the weakest. The idea of a fixed menu was a good idea poorly executed. My advice is use either Jetwings or Cinnamon Lodge which are a proper 5 star experience.","disappointed","2018-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r555364032-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"1","549864426",,"en","3386434",,"Owner","550325624","en","2017-12-30","Vinodh d","We are sorry that your stay with us was not a happy one as you felt you were overcharged.
This is the peak of the season and hence  the highest rates for the year are applied which is normal for beach side hotels. Our rates for a double on Half board ,including b'fast and dinner varies between USD 300 to USD 400 per day during this peak which is for 3 weeks.
Thereafter the prices drop and are discounted by as much as 40%.
You booked one of our most expensive suites on double occupancy on Half board basis.
However on arrival , you checked in 2 adults and 3 kids. Our kids policy and charge for extra beds are clearly stated on the website. When our FO staff mentioned this fact and that we would have to charge only half price for the kids meals and for 1 extra bed ,you were clearly unhappy . This is normal hotel policies around the world and clearly mentioned on our web site.
We waived off the charge for the extra bed and you may have noticed that the kids meals were made to order and served accordingly. 
We have a high rate of approval from most of our guests  appreciate the standard , location and services offered by the resort.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2017-12-28","OTHER","2",,,,,,,,,,,,,,,,"I made my booking directly via their website and was clearly expecting more. I paid 4 times less for same standards hotels during the rest of my trip. Only the restaurant (half board) was fully satisfying. 

The location of the hotel is nice also (private beach, just a few km from Galle fort) but can’t justify itself the price I was asked. Which was abominably expensive. I had the opportunity to share my concerns with the on duty Manager who proposed me to discuss within the Hotel Managing Director but he never made himself available to discuss despite he was in the Hotel during my stay. Very unfortunate.

For 400usd/ night you expect to stay in a proper 5 stars hotels with high standards everywhere. Except the restaurant it was far to be the case.

I will recommend this hotel with pleasure only when they will have aligned to the market and positioned differently.

A frustrating stay at the end of fantastic family holidays - whereas it was supposed to be the summit of our trip given what we paid, before returning to our country.

","Nice but abominably expensive....","2017-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r549864426-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"1","437009203",,"en","3386434",,"Owner","440029524","en","2016-11-25","Vinodh d","This message is a bit confusing. The closest airport is in Colombo which is more than 150 kms away.
We are sorry you did not convey to any of our staff of any problems you did encounter during your stay.
We are nevertheless sorry you did not enjoy your stay with us","780","228467965","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/9e/24/fd/ta-img-20161114-144157.jpg","1040","1560","228615682","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/a0/66/02/coco-bay-unawatuna.jpg","1560","780","230010545","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b5/ae/b1/this-is-near-the-hotel.jpg","1040","780","230010551","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b5/ae/b7/this-is-near-the-hotel.jpg","1040","1040","230010553","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b5/ae/b9/this-is-near-the-hotel.jpg","780","1040","230010558","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b5/ae/be/this-is-near-the-hotel.jpg","780","780","230010564","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b5/ae/c4/this-is-near-the-hotel.jpg","1040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2016-11-13","MOBILE","1",,,,,,,,,,,,,,,,"Near the hotel (260meter accoding to Google map) there is Cement factory. The airport in the hotel espesially in the nigth are very unclean and bad. Our children where sleeping and wake up several times per night.","Some photos about Coco Bay Hotel Unawatuna","2016-11","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r437009203-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"2","397123002",,"en","3386434",,"Owner","397909464","en","2016-07-27","Cocobay U","We are sorry you did not enjoy your stay with us. 
As in any hotel we do have a check out time and the butlers and reception staff inquire from guests what time they will be checking out to make it a smooth check out and be available for baggage down service at the designated time without the guests having to phone the reception.
The swimming pool is always maintained properly and clean. Not a single of the many ,many guests who have stayed here have complained the pool was not clean.
We have only 16 rooms/ suites and hence provide a small gym which cannot be compared to a large gym available at a big hotel.
We are sorry you did not appreciate the location which is one of our strongest attractions having a semi private beach in a quiet bay away from the hustle and bustle of the main Unawatuna strip and Galle town.
Perhaps you chose the wrong hotel as most of our clients choose the COCO BAY to enjoy a peaceful ,hassle free holiday in a quiet environment.
We are sorry you had a bad experience with one of the butlers and will immidiately look into this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2016-07-25","MOBILE","2",,,,,,,,,,,,,,,,"We were visiting Sri Lanka for a week and read good things about beach at Unawatuna. And it turned out to be a good 2 day ocean side experience.

But CoCoBay Hotel was not part of it. 

1st, the location is awkward, it's in between the Galle Fort Old Town and Unawatuna main beach. So we need to take tuktuk to ""fun places"". 

2nd, for the rate we got, way over priced. The room was ok, but it's got an early 2000 feeling. Hotel facilities were very poor. Lobby is small and heavily windy, gym is a joke, pool is not very clean. 

3rd, service was all over the place. One doorman was really nice and informative. One housekeeping guy was rude and impolite. The guy asked us three times when to check out on our last night of stay. And literally said that "" I need to know your time so I can clean the room"". Then on the following day, punctually knocked on our door at 12 noon, walked into our room, and started moving our luggages outside. Unbelievable. 

Anyway, do go to Galle/Unawatuna, but stay away from CoCoBay Hotel","Soooo over rated / priced","2016-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r397123002-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
,"5","344941531",,"en","3386434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/4 Roomassala Road, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"10/4 Roomassala Road",,"3386434","6.027523","Unawatuna, Galle District, Southern Province","80.24257","CoCoBay Unawatuna","1312","4.7","12","11","50","216","1023","https://www.tripadvisor.com/Hotel_Review-g644047-d3386434-Reviews-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html","https://www.facebook.com/CoCobayunawatuna/","2016-02-04","MOBILE","2",,,,,,,,,,,,,,,,"I have just written a great review early on regarding my experience when i went for a lunch with my family. After this, i want it to come back on our last day and spend the day in this beatifull and classy hotel. 

When we arrived the kids were very happy as we were doing some sort of tuck tuck racing. The ""manager"" came out and said to my wife that you should control your kids, we apologised, but his reply was that if we wanted to stay we should control our kids behavior. I have travelled the world and never got this rubbish! 

Please avoid visiting this hotel if you have ""fun loving"" children.","""Noisy kids not welcome""","2016-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d3386434-r344941531-CoCoBay_Unawatuna-Unawatuna_Galle_District_Southern_Province.html",
