"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"0","970108425",,"en","15198149",,"General Manager","971661900","en","2024-09-27","Wattura  Resort","Dear Valued Guest, 
Ayubowan..! (May you be blessed with a long life)

Thank you for taking the time to share your wonderful experience at Wattura Resort & Spa. We are truly delighted to hear that you and your friends enjoyed a memorable stay in our luxurious suites with the serene views of Gin Oya River. It's great to know that you loved the unique blend of flavors in our cuisine and had a wonderful time during your beach dinner by the bonfire.

We're thrilled that kayaking along the tranquil river added a touch of adventure to your stay. Your kind words inspire us to continue delivering exceptional experiences, and we can’t wait to welcome you all back for another luxurious getaway soon.

Best Regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 1271, Kammala South, Waikkala, Negombo, Waikkal 61110 Sri Lanka","Waikkal","Sri Lanka","61110",,"No 1271, Kammala South, Waikkala, Negombo",,"15198149","7.289033","Waikkal, Central Province","79.84053","Wattura Resort & Spa","345","4.8","3","1","7","25","309","https://www.tripadvisor.com/Hotel_Review-g499080-d15198149-Reviews-Wattura_Resort_Spa-Waikkal_Central_Province.html","http://www.watturaresortandspa.com/","2024-09-17","OTHER","3",,"Value","2","Rooms","3","Location","5","Cleanliness","4","Service","5","Sleep Quality","4","We are well satisfied with the service of the staff . They were really helpful . Especially , chamindu and yasas . But the staff was the only good thing about the hotel. They had started the renovation of the kids play area during the long weekend . So the kids had absolutely nothing to do . Rest of the facilities were not really maintained . Food was over priced . Overall it was an average stay . Thank you again Chamidu and yasas for your responsive services . We really appreciate it .","Moderate experience","2024-09","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g499080-d15198149-r970108425-Wattura_Resort_Spa-Waikkal_Central_Province.html",
,"0","928026585",,"en","15198149",,"General Manager","928690826","en","2023-12-06","Media Department","Dear Sir,

Thank you for providing us with feedback from your stay at Wattura Resort and Spa. 

Thank you for highlighting the areas that you have enjoyed the most and the aspects that needs to be improve.
We are disappointed to read that the hotel did not meet your expectations and we would like to apologies most sincerely for it. We have taken into consideration your comments which will be invaluable to our continuous improvement processes. 
With the assurance of a better experience next time, we hope you will consider returning to stay with us.

Yours sincerely,
Sujeewa De Zoysa
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 1271, Kammala South, Waikkala, Negombo, Waikkal 61110 Sri Lanka","Waikkal","Sri Lanka","61110",,"No 1271, Kammala South, Waikkala, Negombo",,"15198149","7.289033","Waikkal, Central Province","79.84053","Wattura Resort & Spa","345","4.8","3","1","7","25","309","https://www.tripadvisor.com/Hotel_Review-g499080-d15198149-Reviews-Wattura_Resort_Spa-Waikkal_Central_Province.html","http://www.watturaresortandspa.com/","2023-11-30","OTHER","3",,"Value","5","Location","2","Service","3",,,,,,,"Stayed in this property for 4 nights and 5 days with my family last month(November 2023). Every property has its own Pros, Cons & Areas of improvement. Let me start with the positives:

1)	Staffs – All the staffs are very welcoming, Polite, Smiling and go over & beyond to fulfill your requests
2)	We stayed in the Villas, the best decision we took. Wonderful and spacious rooms, Huge toilets with big bathtubs and my personal favorite is the “Rain Shower”
3)	Villas has a garden and Plunge Pool. When it was raining and pool was crowded, we used the plunge pool. It was good time to spend with family in the plunge pool
4)	There was a balcony in the 1st Floor, overseeing the Ocean with a swing in it. Every morning we had a great time in the Swing overseeing the Ocean with our cup of coffee
5)	Swimming Pool Lifeguard was really good. Whenever he was available, he made sure we had our towels and have been taken care of. He was proactive in his job
6)	Poolside service was great. We had ordered lot of Food & Drinks for the poolside and also to our plunge pool in our Villa, everything was taken care by butlers with great care
7)	Kids Water Park – There was a water park inside the resort and my daughter had lot of fun in the park. There are timeslots for it between 9.30 AM – 11.00 AM & 3.00 PM – 5.00 PM
8)	We went to this property to celebrate my wife’s birthday. Resort people and staff put up a great effort to set up a candle light dinner by the sea and also went one step ahead to decorate our bedroom and give us a complimentary cake.  But all went in vain when rain interrupted our dinner(We felt bad as the team put a lot of effort into this) Thank you people for making our day extra special

Cons/ Things I didn’t Like:

1)	Although they assign you a personal butler (As they say) for the Villa rooms, they are not available throughout the stay. Most of the times we had to call the restaurant and order food which is fine by me. But before that we kept calling the butler and he came with the menu after 30-45 minutes. When we called the mobile number provided by the butler, the call went to the Reception. If they are going to provide a personal butler as they say, there must be an easy way to reach him
2)	We ordered A-La-Carte all the time. When we asked if there are any set menu or other options for the Lunch/Dinner to the receptionist, we were said that the Butler would give us the menu and let me know the pricing. But Butler didn’t know the prices as he wasn’t sure. So, we just went ahead with A-La-Carte for our whole trip
3)	Most of the staffs doesn’t know English or was unable to understand English. With lot of international guests, the staffs should know English is my opinion. At least they should be able to understand English is my opinion
4)	On Saturday morning, there were around 5 gentleman who started to drink and smoke around morning 7 AM. They didn’t rent room and they were just there to utilize the pool and drinks by the Pool which is ok. But smoking by the pool and passing comments on girls passing by didn’t go well. There were around 4-5 families with kids who came to enjoy the weekend, but because of these guys, nobody turned up to the pool. There was a kid pool nearby and smoking there doesn’t seem fair to me. It was lot of inconvenience to all the people around. Tried to complain to the resort manager and he said they would be there only till 1 PM and the would leave which made me more uncomfortable. As they were getting money from the drinks these guys have, resort didn’t take any step towards our complaint
5)	Worst part is when they came out of the pool and they wanted a sunshade. So, they moved their tables nearby to our Villa (No 1) and our villa didn’t feel private any more as these peeps were looking around our Villa and it made us uncomfortable. So, we had to move in and wait till those guys went out as we didn’t want any issues. If the resort people themselves cannot do or tell anything to these guys, what are we supposed to do? Manager whom I spoke to was not really helpful
6)	Although the resort rooms are good and maintained, the outer part of the resorts are not up to the mark. They need an upgrade as soon as possible
7)	There were lot of spider webs inside the restaurant walls. Not sure if they clean them only once a week in the weekends when many people turn out to the resort for the weekend

All being said, I would strongly suggest you to take “Villa Rooms” if it fits your budget and want spacious rooms

Will it visit again and refer this property to my friends?

I don’t think so. Those 5 gentlemen who made lot of trouble changed my opinion about this property and what the resort people stand for. They keen on making money than the risk involved with these kinds of guests. If they had taken some sort of action against them or even if they had just asked to go and smoke elsewhere, I would have been happy. But end of the day money wins over any other things which I strongly don’t agree that too being in a hospitality industry

","Good Property. But Wouldn't come back","2023-11","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g499080-d15198149-r928026585-Wattura_Resort_Spa-Waikkal_Central_Province.html",
,"2","835824901",,"en","15198149",,"General Manager","839041317","en","2022-05-19","Media Department","Thank you for the review and we really  appreciate  that your kids loved the water park and the beach .

How ever  we are quite surprised to hear that the hotel is bit dated. Wattura is a blend of ancient Sri Lankan and Dutch architecture built on a contemporary Architecture aligned with great Jeffrey Bawa style built by a experienced Senior Architect in Sri Lanka.  Therefore, your negative comments on our hotel concept is highly unacceptable.

Please note that we are Luxury Boutique Hotel where we cater to high end guests in all parts of the world and even Sri Lankans. Please note that we are extremely surprised and shocked to hear your negative comments which have been received for the first time in Wattura history for the past 3 years.  Airport timings are set by the airport governed subordinates and we as a hotel it is beyond our boundaries. 

We sincerely apologize if any inconvenience caused. 

We invite you to go through other reviews for you to Justify our concept.

Prabath Kariyawasam - General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 1271, Kammala South, Waikkala, Negombo, Waikkal 61110 Sri Lanka","Waikkal","Sri Lanka","61110",,"No 1271, Kammala South, Waikkala, Negombo",,"15198149","7.289033","Waikkal, Central Province","79.84053","Wattura Resort & Spa","345","4.8","3","1","7","25","309","https://www.tripadvisor.com/Hotel_Review-g499080-d15198149-Reviews-Wattura_Resort_Spa-Waikkal_Central_Province.html","http://www.watturaresortandspa.com/","2022-04-24","OTHER","3",,"Cleanliness","4","Service","3","Sleep Quality","4",,,,,,,"We stayed here the last night of our trip because of the proximity of to the airport. 

Good things first: Our kids (3 and 6) loved the water slides and the kids pool. To me this looked all a bit dated but they did not care. The beach is also quite nice and seemed suitable for children to swim (not common in Sri Lanka), though we did not use it. Also, the main pool seemed nice.

However, the resort is a bit dated and the room - we stayed in a duplex pool villa - seemed a bit worn. The restaurant tends to be depressing, a large space where tables are separated by walls, no music, no atmosphere. Same goes for the reception area.

The staff was very friendly and provided great breakfast boxes but were slightly inefficient. We were set up in the wrong room, told to change, then told to stay... and no one could provide any information about when to go to the airport to catch flight (you hear nightmare stories of having to be there 5-6 hours early but they are not true. 2 hours fully suffice).

Finally, I found the place seriously overpriced. I did not consider the price we paid good value for money. Next time I will look for an alternative.","Not sure about this one","2022-04","NONE","https://www.tripadvisor.com/ShowUserReviews-g499080-d15198149-r835824901-Wattura_Resort_Spa-Waikkal_Central_Province.html",
,"0","831534625",,"en","15198149",,"General Manager","831621919","en","2022-03-19","Media Department","Dear Valued Guest,

We are most thankful for selecting ""Wattura Resort & Spa"" as your dream holiday destination in the Western Coast of Sri Lanka, and we are even delighted to receive your valuable feedback on your stay.

Please note that your comments made therein are well noted, and we carryout regular beach cleaning within the hotel boundary on daily basis and we do carryout weekly cleaning even outer boundary of our hotel. 

Further cleaning of the pool, and the surrounding area is carried out as and when necessary as our Pool Attendants are ready to do the needful during day time.  

Further to your comment made regarding Restaurant Associates, please note that it has been already addressed with relevant Department.  We are extremely sorry if any inconvenience was caused in this regard.
 
Once again thanking you for sharing your feedback with us and we will be looking forward to welcome you back to serve even better in this magical paradise.
 
Till we meet again, please take care.
Prabath Kariyawasam - General Manager
","1536","579737594","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/17/fa/caption.jpg","2048","2048","579737595","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/8e/17/fb/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 1271, Kammala South, Waikkala, Negombo, Waikkal 61110 Sri Lanka","Waikkal","Sri Lanka","61110",,"No 1271, Kammala South, Waikkala, Negombo",,"15198149","7.289033","Waikkal, Central Province","79.84053","Wattura Resort & Spa","345","4.8","3","1","7","25","309","https://www.tripadvisor.com/Hotel_Review-g499080-d15198149-Reviews-Wattura_Resort_Spa-Waikkal_Central_Province.html","http://www.watturaresortandspa.com/","2022-03-18","MOBILE","3",,,,,,,,,,,,,,"This resort was supposed to be the icing on the cake during our three weeks in Sri Lanka, where Wattura was the most expensive and luxurious hotel on our itinerary. 

Pros: Stylish and generally well-maintained buildings and public areas. Very spacious and nicely decorated rooms with great amenities. Very friendly staff who went to great lengths in helping us celebrate my wife’s birthday. Excellent food quality in restaurant. Nice kids area with water slides, arcade etc.

Cons: Disappointing beach unfit for swimming and littered with plastic, despite plenty of idle staff who should be able to keep the beach area clean and tidy. Lots of bird droppings in and around pool, as well as in public areas. Surprisingly slow and uncoordinated service, not least in restaurant where there seems to be complete confusion among the waiters, which is s shame as the food is very good.

Verdict: Nice resort, but considering the price there is a lot to improve!","Nice resort with a few disappointments","2022-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g499080-d15198149-r831534625-Wattura_Resort_Spa-Waikkal_Central_Province.html",
,"0","940643195",,"en","447364",,"Owner","940972504","en","2024-03-05","George Cooper","Dear Ohei,

Thank you for your review, but you can imagine my surprise when i read that you had money stolen from your room. When you checked out of the hotel, you never mentioned anything - otherwise we would have investigated the matter immediately - and in fact you told the Duty Manager how much you had enjoyed your stay with us. So I am very perplexed, and if you did lose money whilst staying with us, of course I do apologise and am extremely sorry for this.

We do state in the welcome letter, and inform guests when shown to their room, as to where the safe is located and that we recommend that all valuables etc are kept in the safe.

Theft from a guest's room is totally unacceptable, and I am pleased to say is a very rare occurence. The majority of our staff have been here for a number of years, and I honestly do not recall the last time a guest had something stolen.

Since you said nothing when checking out, could you have lost the money after you left the hotel? Are you 100% certain that this happened whilst you were in the hotel?

I have sent you an email, asking for more details, and would appreciate your getting back to me. I need to look into this, and ensure that it does not happen again.
 
With best wishes, 

George Cooper
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habaraduwa Dikkumbura Road, Thittagalla West 80122 Sri Lanka","Thittagalla West","Sri Lanka","80122",,"Habaraduwa Dikkumbura Road",,"447364","6.019903","Thittagalla West, Galle District, Southern Province","80.34066","Kahanda Kanda","759","4.8","4","5","12","59","679","https://www.tripadvisor.com/Hotel_Review-g33038157-d447364-Reviews-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html","https://www.kkcollection.com/kahanda-kanda","2024-03-03","MOBILE","3",,,,,,,,,,,,,,"This place is amazing. Nice for relax, 
Comfortable, private clean Villa.
Food was delicious. Service was realy Good.
But we had bad experience. We were very disapointed. 
be careful with your money and valuables when you leave the room. do not leave them lying loose in the room. Store your belongings in the safe.","Amazing place, bad experience","2024-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g33038157-d447364-r940643195-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html",
,"0","855002856",,"en","447364",,"Owner","858503695","en","2022-09-05","George Cooper","Dear Ms Bantwell,

Thank you for your review. I am of course saddened that you felt we did not deliver, as we would like all guests to leave here with happy memories.

When you checked in, we gave both you and your friend upgrades to higher category rooms, for which there was little or no recognition - in fact the amount you were paying was equivalent to approximately 40% of the normal rate for those rooms. The fact that you then complain about the Luxury Pool Villa, saying you could not open the curtains and enjoy the natural light – with all due respect this is the bathroom only, where there is a mesh blind and a roman blind, so that you can maintain privacy whilst still letting in light.  The bedroom is not overlooked at all, so there is no reason not to open the curtains on the three French windows overlooking your private plunge pool. Your review makes it sound as if you had to keep ALL the windows closed, which is misleading and unfair.

I find your comments about the noise of dogs excessive.  We do have 3 dogs around the hotel as part of our security – and yest they do bark from time to time. Funnily enough I have recently stayed in 7 out of the 12 rooms in the hotel – in order to check that everything is as it should be – and on not one occasion was I woken up by dogs barking – and I am a light sleeper. I slept in both rooms that you and your friend stayed in.

With regards to the dogs in the Living Pavilion and Dining Pavilion. They are both “open” areas – no walls or doors - and as the hotel has been closed with no guests for the last few months due to the political and economic situation, it has been difficult to keep the three hotel dogs out of them. We are working on ensuring that this does not happen, but it takes time. 

When you voiced your complaints to me, I did offer that if you wanted to move to another hotel, that we would not charge for the nights not stayed, since I realized that we were possibly not the right hotel for you. However in you review, you make it out that this was unacceptable – I actually don’t know what else I could have done. As a hotelier, all too often guests use the threat of a bad review on trip advisor rather like the sword of Damocles, and we end up taking the criticism lying down. In this case I feel your comments are not wholly justified, but I guess everyone is entitled to their own opinion. 

Yours, 
George Cooper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habaraduwa Dikkumbura Road, Thittagalla West 80122 Sri Lanka","Thittagalla West","Sri Lanka","80122",,"Habaraduwa Dikkumbura Road",,"447364","6.019903","Thittagalla West, Galle District, Southern Province","80.34066","Kahanda Kanda","759","4.8","4","5","12","59","679","https://www.tripadvisor.com/Hotel_Review-g33038157-d447364-Reviews-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html","https://www.kkcollection.com/kahanda-kanda","2022-08-19","MOBILE","3",,,,,,,,,,,,,,"KK is a very original small property hotel.
12 villas (if I am correct ), each one being different in style and decoration, some with private pools some without, and positioned differently on a nice tea plantation and gardens.

Located 15mn from the coast , the property is surrounded by nature and villages, so an authentic environment.
We had booked 2 villas (one for myself and husband), one for our friend.
The two villas were closed to the main pool , restaurant, lounge area.
Ours (villa Kadju) was not as intimate as I’d hoped. Some maintenance small buildings used by the staff were located right behind our bathrooms so we had the windows curtains shut all day long and couldn’t benefit from natural day light. As well we could hear noise from the kitchen but did not bother much. 

The restaurant propose one set menu at 40USD per person. Also an A la carte menu is proposed , on request, with dishes bigger and 1/3rd of the price… but nothing between which is a bit frustrating.
The v BBC at area is nice with great choice of wine and cocktails.

Also the all team is working hard and is efficient and villa are well maintained and clean.

Our stay could have been relaxing if dogs from the villages around and from the property would not bark all night long or even wake you up at 6:00am. Being in the countryside you experience many natural noises : peacocks, monkeys, birds, cows and this was the case. However wandering barking dogs including untrained dogs on the property made it impossible to relax and ruined our stay. Also we noted dogs (3)  wandering in the lounge and restaurant area which does not match the hygiene norms nowadays in a hotel of a standing marketed to be ‘5 stars’.

I complain to the owner, Mr Cooper, who promptly replied with apologies for the inconvenience but would understand if we chose to leave as it may not be the place for us ! Reading this, considering the specific context in Sri Lanka at the moment is not acceptable especially if we consider the price level.
I would have loved our stay if we didn’t have this specific issue but at this stage as long as it remains this way, true that is definitely not for us!","Beautiful hotel with noise issues","2022-08","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g33038157-d447364-r855002856-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html",
,"1","768857647",,"en","447364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habaraduwa Dikkumbura Road, Thittagalla West 80122 Sri Lanka","Thittagalla West","Sri Lanka","80122",,"Habaraduwa Dikkumbura Road",,"447364","6.019903","Thittagalla West, Galle District, Southern Province","80.34066","Kahanda Kanda","759","4.8","4","5","12","59","679","https://www.tripadvisor.com/Hotel_Review-g33038157-d447364-Reviews-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html","https://www.kkcollection.com/kahanda-kanda","2020-09-05","MOBILE","3",,,,,,,,,,,,,,"Six of us (family)Stayed in Dubu ,kumbuk ,Kaju rooms were excellent .They were nicely setup with almost all facilities provided at luxury boutique hotels.staff was not good at all & gave minimum attention to their guests.Food was average. Hope they will provide better service  and get a feed back at the end of their stay.This was the overall feedback of our family members.","Family visit to Kahanda Kanda","2020-09","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g33038157-d447364-r768857647-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html",
,"0","728547733",,"en","447364",,"Owner","728939370","en","2019-11-25","George C","Dear Sanshia D

I am sorry that we did not live up to your expectations, and that you found the food mediocre.  As for your comment about breakfast, I am rather surprised as there is a full breakfast menu, including pancakes, smashed avocado on test, choice of eggs, granola or muesli. fresh fruits etc etc. Normally we do set this up as a buffet, although when we only have two rooms, we give the guests the menu to choose from. 

I am not sure why you felt that the staff were not used to local guests, because since the Easter attacks, we have been offering very favourable rates to locals, of which you were one of the beneficiaries. I am not aware of other local guests feeling the same way, but will certainly talk to the staff about this.

Again, I am sorry that you were disappointed with your stay here at KK and hope that you might give us another chance at a later date, so that we can show you we do care for all our customers, wherever they come from. I would be happy to offer you both a very concessionary rate if you are interested  - pls write to me direct at george@kkcollection.com

With best wishes,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habaraduwa Dikkumbura Road, Thittagalla West 80122 Sri Lanka","Thittagalla West","Sri Lanka","80122",,"Habaraduwa Dikkumbura Road",,"447364","6.019903","Thittagalla West, Galle District, Southern Province","80.34066","Kahanda Kanda","759","4.8","4","5","12","59","679","https://www.tripadvisor.com/Hotel_Review-g33038157-d447364-Reviews-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html","https://www.kkcollection.com/kahanda-kanda","2019-11-24","OTHER","3",,,,,,,,,,,,,,"With the rave reviews on TripAdvisor I thought we were about to experience yet another great location but Kahanda Kanda didn’t quite do it for us. 
Here are the Pros and Cons.

Pros 
Location
1. The property was lovely and vast. Peacocks at every turn and incredibly peaceful. 
2. Suite - we stayed in Dubu and it was one of the nicest suites we’ve stayed in. The Decor classic and dim, wooden floors and spacious. 
Cons 
1. Food - big disappointment. The menu was extremely limited and the nicest item we had out of it was the Caesar salad (which was a small portion) 
2. While the rest of the food was mediocre, breakfast was the worst. 2 small sausages and some egg and bacon with toast. I could do that at home eyes closed. 
I guess we felt there was no care in it all. Not sure if after the Easter attacks business suffered and as a result the they were cutting down. It strangely felt that way. 
I also felt the staff were not accustomed to locals. While they did their job from A to Z there was nothing exceptional. 
I must say however that whatever we ordered to the suite came quite fast. 
Sri Lanka has some of the best resorts / hotels in the world which are mostly patronized by locals. My husband and I have being to many beautiful resorts / villas but we wouldn’t return here. 
It wasn’t pointedly bad, but it was nothing to write home about either and that’s such a pity as you could do so much with a place like this. It wasn’t one of those “ wow” factor places that we thought it would be.","Didn’t quite do it for us","2019-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g33038157-d447364-r728547733-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html",
,"3","531612143",,"en","447364",,,,,,,,"960","283980461","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ed/32/ad/verendah.jpg","1440","960","283980451","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ed/32/a3/kahanda-kanda.jpg","640","960","283980448","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ed/32/a0/kahanda-kanda.jpg","640","960","283980442","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ed/32/9a/not-much-of-a-view-it.jpg","1440","960","283980432","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ed/32/90/kahanda-kanda.jpg","1440","960","283980423","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ed/32/87/kahanda-kanda.jpg","1440","1500","283980417","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ed/32/81/ants-in-the-picture-frame.jpg","2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habaraduwa Dikkumbura Road, Thittagalla West 80122 Sri Lanka","Thittagalla West","Sri Lanka","80122",,"Habaraduwa Dikkumbura Road",,"447364","6.019903","Thittagalla West, Galle District, Southern Province","80.34066","Kahanda Kanda","759","4.8","4","5","12","59","679","https://www.tripadvisor.com/Hotel_Review-g33038157-d447364-Reviews-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html","https://www.kkcollection.com/kahanda-kanda","2017-10-10","OTHER","3","The Hibiscus is a great room. and the Peacock is the largest. The Araliya seems neglected.","Cleanliness","3","Service","3","Sleep Quality","4",,,,,,,"We arrived at this hotel as part of a company retreat. Our party occupied 5 suites and consisted of 10 people.

This is a lovely property that is not too far away from the Imaduwa exit. The road leading from the turnoff point to the hotel is somewhat narrow but decent.

Hotel grounds and garden: The hotel sits on a 12 acre tea estate which is carefully landscaped to allow for a more authentic natural setting. 

The architecture and layout of the hotel has been beautifully planned out so that guests are immersed in the natural environs, albeit probably a little too immersed during sudden monsoonal showers!. The Koggala lake can be glimpsed through the trees from certain places but there really is no satisfactory view of it from any part of the hotel.

Since this is on the top of a hill, the grounds slope up and down towards the rooms which are at different levels, with jagged stone steps leading to them; not quite elderly friendly. 

Some paths were rather poorly lit at night as some of the garden lights were either not switched on, or malfunctioning.

Room: My husband and I stayed in the Araliya suite which is on the northern side of the property and has mainly a jungle/tea estate view.

Positives - the room is quite spacious and the decor is quite interesting with antique chests, brass bells and carved candlesticks which gave the room character. The bed was comfortable and big and my favourite was the bookcase filled with a variety of interesting books!

Negatives - My first concern was when I noticed a long line of black ants in the bathroom which I pointed out and they were cleared immediately. Unfortunately I later noticed more black ants emerging from a picture frame in the toilet and discovered a massive colony inhabiting the otherwise charming and well-stocked bookcase. I never quite recovered from this bad impression. 
In addition the shower had no door which meant the whole bathroom got wet. The mat next to the bathroom sink was also quite old and dirty. The walk-in closet was dusty with cobwebs on the clothes-hangers. The room smelt musty, and overall, felt like it had been hastily put together for us; this did not reflect well on their housekeeping standards. They did get rid of the ants after I complained, so that was good. 

Food: lunch was Sri Lankan style and offered as a buffet as our party consisted of 10 people. The food was very good although somewhat lacking in spice. The cocktails were overall good. My favourite meal was dinner, where my barramundi was cooked to perfection. Breakfast was pretty good too. No complaints there!

The service: the staff consists of some very lovely and friendly people - Malsha, Henry, and Amila, who seem eager to please, but unfortunately lack training and proper oversight ensuring smooth operations. The wonderful staff are let down by not having sufficient guidance from the management, which is such a pity. 

The manager of operations did pay us a visit during dinner to enquire about our experience. After I mentioned the ants and musty smell he offered a bottle of wine and skedaddled before I could bring up the other issues. 
We later approached him, sat him down and had a cordial discussion of some of the issues which he listened to patiently and on the whole took the criticism rather well.

Overall, this is a great hotel in a lovely location which is let down by deficient management and poor maintenance. This is such a pity, as it is obvious that a great deal of care and attention to detail has gone into the design of this place. I am personally disappointed that such a lovely and unique property doesn’t have the service and maintenance it deserves.","Beautiful hotel suffering from poor maintenance and management","2017-10","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g33038157-d447364-r531612143-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html",
,"2","526813060",,"en","447364",,"Owner","527269738","en","2017-09-25","George C","Thank you for your review and I can only apologise if you felt that the food we served was rather ordinary.  Had you said something at the time, I feel sure we could have done something to remedy the situation, and then hopefully you would have left happier.

Again, I can only say how sorry I am, and I will work with the chef to find out what went wrong and hopefully improve our game. 

With best wishes 

George Cooper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habaraduwa Dikkumbura Road, Thittagalla West 80122 Sri Lanka","Thittagalla West","Sri Lanka","80122",,"Habaraduwa Dikkumbura Road",,"447364","6.019903","Thittagalla West, Galle District, Southern Province","80.34066","Kahanda Kanda","759","4.8","4","5","12","59","679","https://www.tripadvisor.com/Hotel_Review-g33038157-d447364-Reviews-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html","https://www.kkcollection.com/kahanda-kanda","2017-09-23","OTHER","3",,,,,,,,,,,,,,"We came to this hotel for lunch as we had been impressed by the reviews in the Rough Guide.  The service and setting were lovely, but we felt the food was quite ordinary in terms of flavour.  This was towards the end of our trip in Sri Lanka and the food here was a little disappointing.","Food a little disappointing","2017-09","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g33038157-d447364-r526813060-Kahanda_Kanda-Thittagalla_West_Galle_District_Southern_Province.html",
