"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","745651274","en","10626598",,"General Manager","745906942","en","2020-02-18","Jetwing H","Dear Guest,

Thank you for sharing the feedback on your recent stay with us.

At the onset, I wish to extend my sincere apologies for your understandable dissatisfaction with your stay at our hotel. Guest satisfaction is the priority second to none and please be assured that we have made a serious note of your comments with regards to the service at the restaurant, in the room and waiting time for meals and have discussed it with the team to ensure such incidents do not occur in the future.

We also thank you for commending our spacious and clean rooms with impressive amenities and breakfast buffet offerings.

Rest assured that we are committed to consistently provide the best in the business. Hope you would treat this incident in isolation and give us another opportunity to showcase our signature hospitality and services.

Ayubowan (May you live long)!
Rookamanie Fernando
General Manager","774","451659472","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/eb/c6/d0/20200214-173137-largejpg.jpg","1376","774","451659471","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/eb/c6/cf/20200214-173146-largejpg.jpg","1376","774","451659470","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/eb/c6/ce/20200214-173210-largejpg.jpg","1376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2020-02-17","MOBILE","3",,,,,,,,,,,,,,"We as a family of 6 visited Srilanka on a 8 day trip where we were throughly impressed with the country and the hospitality 

This property was our last day of the tour and finishing touch hasn't been great

Rooms and views were lovely,  rooms and bathroom were spotless. Toiletries were aromatic and I personally loved it.

Issue was with Dinner - we were on half board basis and were offered options to choose from set menu. The staff was not at all equipped to understand the order and deliver it right. There were only 1 soup, 1 main course and 1 dessert offered for dinner - too less for a 5 star. The order took forever to arrive with even some items being missed making us wait in the middle of the dinner. 

Desserts that was only icecream took another era to arrive and it was delivered to our room only when senior management intervened after my complained. The icecreams were melted - check the pic. I am sure it doesn't melt in 2 min lift to 10th floor.

I had ordered cake for my hubby's birthday and when I checked in I told them to deliver it in dinner time.  Before I went for dinner I made a reminder and cake was still not there. Post dinner we again sent reminder and were told it's on the way! 30 mins later I raised a complaint to the management and they got it delivered to our room after our entire mood was spoilt!
I wanted to have a black coffee after waking up next day but there were no sachets the staff arrived but did not have only coffee sachets..it was with cream. Staff could provide no help then 

Breakfast was alright with taste the next day.","Totally disappointed ","2020-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r745651274-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","737951094","en","10626598",,"General Manager","740555837","en","2020-01-21","Jetwing H","Dear Mr. Firaz,

Thank you so much for leaving us your comment and for the feedback.

I am happy to learn that you found our rooftop bar - Ward 7 to your liking. I will try to improve the selection of food together with our chefs. Thank you once again for taking the time to review us.

Yes, please do visit us again in the near future.

With best wishes,
Rookamanie Fernando,
General Manager.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2020-01-08","OTHER","3",,"Location","5","Service","5",,,,,,,,,"Roof top restaurant is really a nice place to hangout in the evening. Good vibes and good atmosphere. Standard drinks menu but the food is just average. may be we need to try out more on the menu and check how it is. Overall would definitely go back.","Nice Place","2019-12","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r737951094-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","736672534","en","10626598",,"General Manager","740554063","en","2020-01-21","Jetwing H","Dear Guest,

First and foremost let me thank you for selecting Jetwing Colombo Seven as your home of hospitality in Colombo.

Thank you so much for leaving us a comment and for your valued feedback. Whilst I am happy to hear that you enjoyed the shower in the room, breakfast, rooftop views and the pool, it saddens me deeply that you had to face several issues during your stay, I have addressed them with my team and will take necessary action to rectify them, especially the coffee machine and the confusing lighting system.

I hope that you will visit us again in the near future.

Best wishes,
Rookamanie Fernando,
General Manager.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2020-01-03","OTHER","3",,"Rooms","3","Cleanliness","5","Service","3",,,,,,,"Great location but average hotel.
Coffee machine was broken, lighting in room was confusing, walls were thin and guests were loud. Staff walked in to the room while I was using the washroom.
I didn't appreciate that there seemed to be parties in the hotel constantly, or having to take the elevator home with drunks headed to the rooftop bar.
Great shower in room, delicious breakfast, beautiful view from the rooftop pool.","Party-happy Guests","2019-10","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r736672534-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"1","710048210","en","10626598",,"General Manager","711209094","en","2019-09-19","Jetwing H","Dear Guest,

Thank you for your valuable feedback.
We are very pleased to see that you found our hotel, facilities like spacious and well appointed rooms, rooftop infinity pool and Spa excellent.
But on the other hand, we are disappointed to hear that you did not find the services extended at our hotel up to your expectation.
We have noted your feedback and have shared with the concerned team to address the same on priority. Your feedback gives us an insight towards the area of improvement from our side and we will focus more on training our staff to ensure that the service standards are consistently met.
We once again would like to thank you for putting together your thoughts and sharing it with us. 
We hope that on your next visit to our property; we can exceed your expectations.

Ayubowan (May you live long)!
Rookamanie Fernando
General Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2019-09-15","MOBILE","3",,,,,,,,,,,,,,"The hotel and the location is brilliant. Many things near by and easy access to many places in Colombo. The hotel is well kept
And clean and the rooms are quite large and well designed. 

The only area that needs improvement is the staff, not all of them speak English which makes it hard to request or explain something. There service is a bit slow and doesn’t match a 4-5star hotel service. They are trying but probably need more training. Eg housekeeping - my quilt cover on the day of check in had stains and
Glasses in the bathroom weren’t cleaned. I asked for the glasses to be cleaned but weren’t cleaned for the entire stay. Towels were sometimes not replaced and needed to be asked for. 

The infinity pool is gorgeous and the spa is good too. I would stay here again if staying in the same area.  ","Hotel and location is great, service could improve ","2019-09","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r710048210-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"2","660844862","en","10626598",,"General Manager","660978501","en","2019-03-24","Jetwing H","Dear Guest,

Thank you for your review on TripAdvisor following your recent stay at Jetwing Colombo Seven. We would like to thank you for choosing us as your preferred hospitality provider during the course of your stay in Colombo.

Firstly, we are happy to hear that you were pleased with the modern style of the rooms. Secondly, that you enjoyed the view from the iconic infinity pool overlooking cosmopolitan Colombo.

Your constructive feedback has been duly noted and addressed to the management of the hotel. 

We wish to welcome you soon on your next visit to Sri Lanka.

Ayubowan! (May you live long)

Rookamanie Fernando
General Manager ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2019-03-24","MOBILE","3",,,,,,,,,,,,,,"The rooms are modern and nicely styled. The hotel reception could be a little friendlier but were professional. 

The pool area is the big selling point of this hotel and it does not disappoint but must say it is a little short on sun loungers especially when big groups arrive. 

Unfortunately there was a large group of Chinese travellers on our floor and they did not seem to have much regard for making too much noise. We moved room to try and get away from this. 

The main reason I am not giving this place more then 3 stars is that in my opinion the breakfast and rooms were not up to standard. The bathroom we had smelled really bad from the drainage pipes and even after the staff cleaning it the smell came back shortly afterwards. 

The gym was not as good as I had hoped but I guess that was because I had high expectations 

Overall a nice pool and location but feel only worth it if there is a good deal going. ","A nice place to stay in Colombo. ","2019-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r660844862-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"1","645624604","en","10626598",,"General Manager","645911245","en","2019-01-15","Jetwing H","Dear Imran, 

Greetings from Jetwing Colombo Seven!

At the onset, I regret that your experience of the overall stay with us was less than satisfactory.

This is certainly not the standard of service that we aim to provide to our guests and I do apologize for this inconvenience. 

Please be assured that corrective measures have been taken. The Front Office and the restaurant team have been spoken to at length on the same so that its not repeated with any of our guests. 

On the other hand, I am happy to note that you quite liked our location, room and amenities and could think of visiting us in future. 

I do hope you will give us another chance of showcasing our level of service and hospitality. 

Ayubowan!
(May you live ling)
Rookamanie Fernando 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2019-01-13","OTHER","3",,"Value","3","Sleep Quality","3",,,,,,,,,"We stayed here late December over new years in a studio room.

Service over the stay wasn't great unfortunately. While the staff opening the door of the car were welcoming, on check in the reception was slow and unwelcoming.  We requested a cot on check-in, however, we had to call again as they had forgotten. The cot itself was great. Staff at the breakfast buffet seemed a bit disinterested. On check-out we had called the reception for the bell boy but they had forgotten, we had to tell them again.

The actual property was good, the studio had a washer/dryer which helped us with laundry, and the room had international sockets built it. Location wise, it was a good point to visit the city attractions from and, if you are up to it, in walking distance to many things.

On a side-note, the new years eve rate was incredibly hiked, we'd assumed this paid for a dinner or something like in other parts of the world but we didn't find anything extra to justify the hike.

Overall, we would stay again but would adjust our expectations accordingly.","Great location, great facilities, service left wanting.","2018-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r645624604-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","645490684","en","10626598",,"General Manager","645910022","en","2019-01-15","Jetwing H","Dear Guest,

Greetings from Jetwing Colombo Seven!

Thank you for giving us the opportunity to serve you during your recent visit.

We are glad to note that you enjoyed the comfort and convenience offered to you during your stay with us.

But I am extremely sorry to know that we could not meet your expectations in terms of  pricing of certain services available at the hotel.

We have noted your preference to proactively address your requirements and offer seamless experience on your future visit with us. 

We hope to see you back soon and serve you again.

Ayubowan!
(May you live long)
Rookamanie Fernando ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2019-01-13","OTHER","3",,"Value","3","Cleanliness","4","Service","3",,,,,,,"The hotel is nice, the rooms are great, location is ok. The rooftop pool and bar are a great hangout. But, when asking for transport to the airport we were offered this for 11 000 rupies which we thought was way too much and instead organised transportation through a tour company at the cost of 8 000 rupies. There was an offer for tuk-tuk ride incl lunch for 130 USD and considering what a tuk-tuk costs and the price of food that must have been some very special tuk-tuk and lunch! And finally, if the service at the rooftop bar had stepped up a notch they would probably increase the daily sales significantly.","Overpriced offered services","2019-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r645490684-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"1","619149138","en","10626598",,"General Manager","619378751","en","2018-09-25","Jetwing H","Dear guest,

Thank you for reviewing us on Tripadvisor.

Your generous comments on rooftop infinity pool (with a panoramic view of the city) and helpful service staff were real delighting factors for the entire team of Jetwing Colombo Seven. 

However, we are sorry to hear that we were not up to your expectations in all senses and you did not find much variety in the breakfast buffet spread. 

We also have noted your comments about amenities and the hot water supply and assure you to work towards it for further improvement.

Hopefully upon your next visit, we should be able to delight you more. 

Ayubowan !
(May you live long)
Rookamanie Fernando
","691","348622219","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c7/8d/8b/img-20180903-072327-largejpg.jpg","921","691","348622218","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c7/8d/8a/img-20180904-080125-largejpg.jpg","921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2018-09-24","MOBILE","3",,,,,,,,,,,,,,"It has small compound, but feel relax with the way they decorate it. Especially the swimming pool view.
The room has toiletries, but personally I don't like the smell of the body wash. Equipped with hot water, but the water temperature is not consistent.
Breakfast has not much variety.
The staff are helpful especially in helping guests carry their bag along the staircase at main entrance. But not sure why customer service is poor when I tried to contact them via email afterwards. No response at all.
","Not impressed, still acceptable","2018-09","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r619149138-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","618757822","en","10626598",,"General Manager","619332403","en","2018-09-24","Jetwing H","Dear Nisha,

Thank you for reviewing us on Tripadvisor.

We were glad to read that you liked our breakfast buffet in terms of value for money and unique selection of tea and bread which we have of fifteen different varieties.

We have vast Food and Beverage offerings in terms of A  la carte selection as well.

We also keep doing many promotions such as business lunch (for 1000 /- LKR nett only), Afternoon tea (for 1800 /- LKR nett for two), ladies night on the last Wednesday of every month and many more.

Trust you will visit us again to explore all these offerings and happenings at Jetwing Colombo Seven.

 Ayubowan !
(May you live long)
Rookamanie Fernando",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2018-09-22","MOBILE","3",,,,,,,,,,,,,,"Went for the breakfast buffet. The choices are limited .. but good value for money. Could havve better juice and cereal selection. But quite enjoyable.Good selection of tea and breads. Nice place for a relaxing breakfast.","Good no fuss breakfast.","2018-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r618757822-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"0","597323899","en","10626598",,"General Manager","606618502","en","2018-08-15","Jetwing H","Dear Darragh,

Despite our commitment to exceed the expectations of our valued guests, we have not been able to meet your expectations and your comment has drawn our serious attention. We are looking into what prevented us from letting you have access to the many brochures and information available on the area. We value the comments of our guests and make them an opportunity in our constant efforts to improve further. Thank you for your comments and we look forward to a second opportunity to render a better service.

Ayubowan !
( May you live long )

Rookamanie Fernando",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57, Ward Place, Colombo 7, Colombo 00700 Sri Lanka","Colombo","Sri Lanka","00700",,"57, Ward Place, Colombo 7",,"10626598","6.916506","Colombo, Western Province","79.870255","Jetwing Colombo Seven","1085","4.6","22","15","35","215","798","https://www.tripadvisor.com/Hotel_Review-g293962-d10626598-Reviews-Jetwing_Colombo_Seven-Colombo_Western_Province.html","http://www.jetwinghotels.com/jetwingcolomboseven/","2018-07-18","OTHER","3",,"Rooms","3","Location","3","Service","3",,,,,,,"Stayed here for two nights when we landed in Sri Lanka. The staff are very friendly but have about as much knowledge about the area as John Snow from Game of Thrones. There is no information or brochures which you would expect from a place ""claiming"" to be 5*. It is not a 5 star hotel. Our room was nice but not great. The pool area is nice with a fantastic view but we left a bit disappointed and expected more.","OKAY","2018-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d10626598-r597323899-Jetwing_Colombo_Seven-Colombo_Western_Province.html",
"2","970779730","en","23064853",,"Guest Services / Front Office","977247133","en","2024-10-29","Ajith Gallage","Dear Mr,Mike,

Greetings from Birds Resort Hambantota! Thank you for your amazing feedback, we are more than happy to know that your stay with us was wonderful. Looking forward to welcoming you back soon! Thank you,

Birds Resort Management Team.","1920","764895369","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/97/60/89/caption.jpg","4160","4160","764895457","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/97/60/e1/caption.jpg","1920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hambantota, Hambantota, Tangalle 82000 Sri Lanka","Hambantota","Sri Lanka","82000",,"Hambantota",,"23064853","6.214703","Hambantota, Tangalle, Southern Province","81.091225","Birds Resort Hambantota","167","4.8","1","1","4","25","136","https://www.tripadvisor.com/Hotel_Review-g1027209-d23064853-Reviews-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html","http://www.birdsresort.lk/","2024-09-21","OTHER","3",,"Value","3","Rooms","4","Location","5","Cleanliness","5","Service","4","Sleep Quality","5","We visited there for a Lunch,

Location is very nice , calm and peaceful.

Staff is friendly and helping hands

We there for a lunch, simply say for Sri Lankan menu.

Quality was not there while quantity also not enough , but value is much expensive for the quality and the quantity.

Since we were heading to Kataragama we used to ordered vegetarian food menu, but i was bit upset about the quality of it. so then I request to prepare what it could be, then staff understood the situation and reacted positively","Location is Peaceful and Clean","2024-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1027209-d23064853-r970779730-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html",
"0","970131037","en","23064853",,"Owner","970283388","en","2024-09-18","Birds Resort Hambantota","Dear Mr,Nuwan,

Greetings from Birds Resort Hambantota! Thank you for your amazing feedback, Looking forward to welcoming you back soon! Thank you, 

Birds Resort Management Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hambantota, Hambantota, Tangalle 82000 Sri Lanka","Hambantota","Sri Lanka","82000",,"Hambantota",,"23064853","6.214703","Hambantota, Tangalle, Southern Province","81.091225","Birds Resort Hambantota","167","4.8","1","1","4","25","136","https://www.tripadvisor.com/Hotel_Review-g1027209-d23064853-Reviews-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html","http://www.birdsresort.lk/","2024-09-17","OTHER","3",,"Value","5","Rooms","4","Location","4","Cleanliness","4","Service","4","Sleep Quality","4","All staff was very kind and friendly. However, the budget cart service is not worthy when comparing to incurred cost that should improve in some key areas such as visting distance,waiting time to the birds park,presenting clear introduction about the birds...","friendly customer service / uniqueness","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1027209-d23064853-r970131037-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html",
"0","874794391","en","23064853",,"Owner","875027893","en","2023-01-13","Birds Resort Hambantota","Hello MDmasumur,

Greetings from Birds Resort Hambantota!

Thank you for your amazing feedback, and we use your feedback to train our staff well we are more than happy to know that your stay with us was wonderful.
Looking forward to welcoming you back soon!

Thank you,
Birds Resort Management Team",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hambantota, Hambantota, Tangalle 82000 Sri Lanka","Hambantota","Sri Lanka","82000",,"Hambantota",,"23064853","6.214703","Hambantota, Tangalle, Southern Province","81.091225","Birds Resort Hambantota","167","4.8","1","1","4","25","136","https://www.tripadvisor.com/Hotel_Review-g1027209-d23064853-Reviews-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html","http://www.birdsresort.lk/","2023-01-11","MOBILE","3",,,,,,,,,,,,,,"My family and with our 2 kids came to this hotel without booking on 31st and while traveling and low on fuel. Couple of weeks back our friends stayed at this hotel with their 2 kids and they recommended because they were looked after nicely.

 However the lady who met us greeted with a doubt (maybe because they don't get guests who don't come without a booking), we requested some more details, what there is to do around and to see a room before making a choice, they didn't refuse but it seemed that she was irritated. They didn't give us information and we were straight seated, served a nice drink, and kept waiting. Few issue took place

1. While we're waiting I approached the reception staff and started to ask details to purchase some fuel if the hotel had (initially the lady said they didn't have fuel in the hotel) I asked for assistance to go to town to refuel. The answers I got was a flat out No! even the guy at the reception cut into the conversation and gave me an answer saying we don't have drivers at the hotel (first time I heard this). No! No! No! Was the only answer I got and it was frustrating, My patience ran out and I directly asked for the manager, who apparently was the guy in the reception. I called him to my side and told him I was a diplomat in the Indian embassy. I wanted my vehicle to be refueled and repeated my request for help.

2 It was surprising to see how they changed, the guy even said he would check the stores and see how much fuel the have (minutes before they said they didn't have any) it was after I said I was a diplomat that this guy offered help. 

3. we decided to see the lunch menu before seeing the room and the lobby manager took the order. 

But Over all the good triumphs. 
The area is peaceful The room was comfortable and value for what we paid, it was nice to sit in the pool in the evening with the wind and drinking cocktails. Some staff were friendly and professional. The reception was also more friendlier. food was tasty, lunch Fish and chips were good. Dinner We chose Naan, chicken. Breakfast was also good. 
l. 
The next day we visited the park which was also good. I requested the reception guy to assist me to the town for fuel, it seemed he didn't want to but in the end he did accompany me around town. 

Few things I Want to say that the hotel should have 
1. I don't know any names of staff because they don't have name tags. Every hotels have staff wittheir name tags. 
2. Their is no feedback form to fill out. Normally there is a book or a card or even a email. I didn't receive or see any thing. Making me wonder if this is not there to avoid such feedback as mine. 

There are good in the hotel. The hotel is a bit far. Helping matters from the start.","New year ups and downs.","2022-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1027209-d23064853-r874794391-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html",
"0","872832579","en","23064853",,"Owner","873285603","en","2022-12-30","Birds Resort Hambantota","Hello Maham- Ali88,

Greetings from Birds Resort Hambantota!

Thank you for your amazing feedback, and we use your feedback to train our staff well  we are more than happy to know that your stay with us was wonderful.
Looking forward to welcoming you back soon!

Thank you,
Birds Resort Management Team","225","664689244","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/9e/5a/5c/birds-resort-hambantota.jpg","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hambantota, Hambantota, Tangalle 82000 Sri Lanka","Hambantota","Sri Lanka","82000",,"Hambantota",,"23064853","6.214703","Hambantota, Tangalle, Southern Province","81.091225","Birds Resort Hambantota","167","4.8","1","1","4","25","136","https://www.tripadvisor.com/Hotel_Review-g1027209-d23064853-Reviews-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html","http://www.birdsresort.lk/","2022-12-26","OTHER","3",,,,,,,,,,,,,,"It’s an good place it’s easy to access to birds park reception staffs are friendly and helpful but the restaurant staffs aren’t so good cause once the water is finished from the glass they aren’t filling it again unless we say them and while having the meal one staff just came to take the plates from the table and I was still having the meal it was about to finish he just took the plate without Evan asking me and the food is really terrible should improve and kindly pls change the Rooms bed it is really uncomfortable just cheap mattresses and it is cheap mattress kindly change those things 🙏🏻 but the resort has an best view try changing this issue","Location is good but the food and the bed isn’t good","2022-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1027209-d23064853-r872832579-Birds_Resort_Hambantota-Hambantota_Tangalle_Southern_Province.html",
