"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","subratings/6/name","subratings/6/value","text","title","travelDate","tripType","url","user"
"8","151360406","en","2325134",,"General Manager","316563579","en","2015-10-06","D D","For your information. From 2014  Dickman Resort change their concept to Adullt Only Hotel .
Thanks for understanding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26/7 Poruthata Road, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"26/7 Poruthata Road",,"2325134","7.240871","Negombo, Western Province","79.843445","Dickman Resort","360","4.8","1","2","8","35","314","https://www.tripadvisor.com/Hotel_Review-g297897-d2325134-Reviews-Dickman_Resort-Negombo_Western_Province.html","http://www.dickmanresort.com","2013-02-03","OTHER","3",,"Value","2","Rooms","3","Location","1","Cleanliness","4","Service","4","Sleep Quality","3",,,"stayed at several negombo hotels. dickman always seems to be rated high and its promotion is outstanding so finally visited. but for such a comparative expensive room rate i thought it to be somewhat of a letdown in ambience. the rooms were large with double beds and sizeable bathrooms. Staff is great but in sri lanka staff is great many places. if you just want to be in an exclusive gay hotel with aging guests and some good looking staff (playful but mostly straight) and away from the beach and nice ocean beaches, then i guess it's okay, if the price is no concern to you.","letdown","2012-12","SOLO","https://www.tripadvisor.com/ShowUserReviews-g297897-d2325134-r151360406-Dickman_Resort-Negombo_Western_Province.html",
"4","148640071","en","2325134",,"Owner","154809025","en","2013-03-16","D D","Thank you for your stay with us and for taking the time to review Dickman Resort.  We are always grateful for feedback and we appreciate all your good compliments you give to us in the beginning of your mail and happy to inform you that we have made some changes based upon your comments. 

All mattresses in the Luxury Rooms and Suites have been renewed with Higher and Quality Softer Mattresses and the middle of this King Size Bed is hurt proof. We have also replaced all pillows with new ones made by the Number One Pillow maker Celcius.  Every bed is fitted out with Two High Soft Pillows and Two Low Stronger Pillow for the guest own choice. We hope you will check them one day in the near future.

About the sound of doors slamming, we found two doors needed to be soundproofed and this has been done.  We also ask staff to inform the new guests  with ""check in and check outs"" to take care for the guests in the house. Our staff is special trained not to speak in front of the Guest Rooms before 12 Noon to not disturbing the naturel mornings.  

After 5 o'clock PM the boys enjoy playing snooker or swimming for a few hours and most guests enjoy this friendly ambiance with them. About the music in the rooms, the English Speaking Room Boy who show the Room to arriving guest will never forget to show the button to turn the music on or of.  Thanks for that comment too.

About the Air Con on in the empty rooms.  Dickman Resort was awarded with the Green Boutique Villa award from Sri Lanka Tourist Board for our  ""Eco friendly Pool"" our 100% Solar Hot Water use and our Door Card Energy Saving System and we where very proud on this Originall Boutique Award.

This Door Card System is same as most Luxury Hotels where you leave the room and take the card out of the Energy holder and  automatically all electricity is switched off easy and safe. Officially it take 3 minutes to cool the rooms when the card is entered and it saves energy by nearly 40 % and it is one of our House rules to tell the guest at arrival.
Sri Lanka has a Power Problem and we help by reducing electricity usage. Our cleaning boys are responsible for keep the rooms ""very clean""  and the  ""empty energy rooms policy""  they do both with love for guest and for their country.  

Finally I want to thank you for your latest comments that you believe that our property with this upgrades could be rated much higher. We happy to see you one day in the near future to Sri lanka again  to double check  your self and your very welcome at Dickman Resort too. 

Finest Regards D D and The Crew",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26/7 Poruthata Road, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"26/7 Poruthata Road",,"2325134","7.240871","Negombo, Western Province","79.843445","Dickman Resort","360","4.8","1","2","8","35","314","https://www.tripadvisor.com/Hotel_Review-g297897-d2325134-Reviews-Dickman_Resort-Negombo_Western_Province.html","http://www.dickmanresort.com","2013-01-02","OTHER","3","Choose the room outside the main house for a quiet stay","Value","2","Rooms","3","Location","3","Cleanliness","5","Service","5","Sleep Quality","2",,,"Airport pickup perfect with a 15 minute ride to the hotel.   Check in a breeze with a friendly attentive staff.  The grounds and pool are lovely and the large staff keeps the public areas impeccable.  The owner and staff far exceed most properties in their dedication to making guest welcome.
Wi-Fi is free if you settle your bill in cash otherwise there is a small fee.
Breakfast is served until noon which was wonderful for those coming in from different time zones. The chef was attentive and served a giant fruit plate referred to as fruit bread and egg’s to order.   Breakfast is included in the room rate along with juice, coffee or tea. The only downside is the constant barrage of flies, no seeum’s and mosquitos.  They do use inventive methods to reduce the problem and in fairness the problem is not restricted to Dickman’s but because of the table location and tree’s it was worse than at beach properties.
Lunch is available and how nice it is that they will accommodate guest until 6pm they serve a great choice of sandwiches, salad’s etc. at a very reasonable price. 
Room overview: They provided a beautiful floral and Mango fruit plate.
The bath products were Ayurveda Spa which were lovely.  The room has a min bar with enough room for personal items.
Concrete floors: This was only the second time in my life I have had concrete floors and the only real downside is concrete combined with 14 foot ceilings means sounds echo and exacerbates the noise issues I will address later.
If you enjoy a hard mattresses and don’t cuddle then you’ll enjoy the twin mattresses on a king platform.  To make it just a bit more challenging the sheets were twin.  So it is not only uncomfortable with the hard edges and split in the mattress but then you have a gap between the sheets.  At the very least they should use King Sheets. Pillows are a bit softer than sandbags .The linens are rough to the skin, same with the towels.   When I first used the towels they were stiff and rough.   Really they are not up to hotel standards.
The veranda doors have 1/4'” spacing between panels so there were a few mosquitos in the room.  Bring your replant and put up the netting they provide.     
One issue that was horrible, the room doors and the noise they make.  Every time a guest comes and goes you hear the slamming of doors. Some guests were just inconsiderate.  I would recommend the hotel weather strip the door jams to mitigate the noise.  Maybe also a kind word at check in about closing doors as you would like others to do for you if you were sleeping.  From that standpoint it seemed like we were staying in upscale youth hostel.  This is like a big house where you hear the music from other rooms where doors might be open or rooms being cleaned with the ever present music at different levels.  Yes there are number speakers in the rooms which I didn’t notice when I checked in the first night. My first morning when the house music was turned on the speakers blasted me awake.  That combined with no knowledge of how to turn the music off ruined the first morning.  I jumped up and scoured the room for the source and remote or switch and finally found a dial on the wall to turn it off.  The volume was so high that I suspect the room attendant had cranked it up while cleaning and never turned it down.  Another noise issue is the pool table in the lobby.  A poor concept with the high ceilings and cement floors.  You can hear every crack of the balls.  If you happen to be napping when someone decides to play your nap is over.
A/C and high vaulted ceiling are a great combination as long as you can run the a/c continuously. Unfortunately the hotel requested guest to turn off the a/c when you leave the room. Problem with that is when you return and are sweating from the heat you have to wait for the room to cool down.  If you leave the a/c on the staff enters your room and turns it off.  This is unacceptable and I would rather pay a higher room rate and enjoy a welcome respite from the heat when I enter my room.  The hotel is approx.  Two blocks from the beach and minimal local nightlife.
This is a property that with a few upgrades could be rated much higher.  At this point I could not recommend it until the bedding and linens are upgraded.","Needs some basic improvements","2012-12","SOLO","https://www.tripadvisor.com/ShowUserReviews-g297897-d2325134-r148640071-Dickman_Resort-Negombo_Western_Province.html",
"1","569535751","en","1009523",,"Owner","570074649","en","2018-04-01","hikkajewel","We charged you the correct amount that was invoiced, from Agoda, we don`t rip people off or over charge as your saying, your issue was with the agent not us, so feel this is a very nasty review, when you enjoyed your stay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 3, Field View, Baddegama Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"Lane 3, Field View, Baddegama Road",,"1009523","6.137165","Hikkaduwa, Galle District, Southern Province","80.11285","Asian Jewel Boutique Hotel","540","4.9","0","4","5","35","496","https://www.tripadvisor.com/Hotel_Review-g304134-d1009523-Reviews-Asian_Jewel_Boutique_Hotel-Hikkaduwa_Galle_District_Southern_Province.html","https://www.facebook.com/p/Asian-Jewel-Hotel-Sri-Lanka-100063642308586/","2018-03-29","MOBILE","3",,,,,,,,,,,,,,,,"Unfortunately we were overcharged by this hotel on the last day of our visit despite showing the owner our booking confirmation via Agoda. It took over a month and numerous emails and phonecalls to get a refund from Agoda once we returned from our holiday. Very unprofessional service from Agoda and the owner of this hotel...so poor I reported Agoda to the regulator for ripping off customers. 

Other than that this is a lovely hotel perched on Birdlake, great food and a 40 minute walk to Hikkaduwa beach.","Lovely hotel but overcharged on last day! :/","2018-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304134-d1009523-r569535751-Asian_Jewel_Boutique_Hotel-Hikkaduwa_Galle_District_Southern_Province.html",
"0","557010667","en","1009523",,"Owner","557481684","en","2018-01-30","hikkajewel","Hi many thanks for your review, we are glad you enjoyed the food and service, we do however apologise for the cock roach and ants, we are in the tropics and all hotels have septic tanks as there are no sewers in Sri Lanka, we have a pest control that treats the hotel grounds for vermin, but sometimes it is unavoidable, in this country as much as you try, but once you let us know we dealt with the problem. Again we are sorry for the problem best regards the Asian Jewel team ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 3, Field View, Baddegama Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"Lane 3, Field View, Baddegama Road",,"1009523","6.137165","Hikkaduwa, Galle District, Southern Province","80.11285","Asian Jewel Boutique Hotel","540","4.9","0","4","5","35","496","https://www.tripadvisor.com/Hotel_Review-g304134-d1009523-Reviews-Asian_Jewel_Boutique_Hotel-Hikkaduwa_Galle_District_Southern_Province.html","https://www.facebook.com/p/Asian-Jewel-Hotel-Sri-Lanka-100063642308586/","2018-01-28","MOBILE","3",,,,,,,,,,,,,,,,"We stay at this place only one night.
The owner met us up and was so kind.
The food was awsome och the service too. Breakfast was really good to, the pancakes was incredible! 
But we hade ants, and 2 big cockroaches in the room, so we could’nt sleep well this night :( 
So: food=5/5
Rooms= 2/5 
Service=5/5

","So Nice people and food","2018-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d1009523-r557010667-Asian_Jewel_Boutique_Hotel-Hikkaduwa_Galle_District_Southern_Province.html",
"1","454629969","en","1009523",,"Owner","455100145","en","2017-01-26","hikkajewel","Hi thanks for your review, we are sorry you did`nt like the hotel room, I know you stated to me many times that you usually stay in the Marriot hotels, we have the most expensive mattress available, i know you said you have a memory soft mattress but its difficult to please all people`s different preferences, but as soon as you let us know we gave you a softer mattress that you were happy with on the 2nd night. The other problem you had for 1 day was a water blockage in a pipe, the water is fed by natural wells with a pressure pump so you get the pressure in your shower once we cleared that it was not a problem it was not  a constant problem and Im sure these problems happen in all establishments world wide.
The venue across the lake did have weddings as it was wedding season but I think it is an exaggeration that you said from morning to night, they were finished by 4pm. I understand this can be a pain Has it is for me as an owner, but beyond my control and this happens on the beach till 6am but i can understand your complaint.
We are happy you liked the staff and was happy with the food and setting, and we are sorry the lagoon views were not available, i hope this didnt spoil your stay in Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 3, Field View, Baddegama Road, Hikkaduwa 80240 Sri Lanka","Hikkaduwa","Sri Lanka","80240",,"Lane 3, Field View, Baddegama Road",,"1009523","6.137165","Hikkaduwa, Galle District, Southern Province","80.11285","Asian Jewel Boutique Hotel","540","4.9","0","4","5","35","496","https://www.tripadvisor.com/Hotel_Review-g304134-d1009523-Reviews-Asian_Jewel_Boutique_Hotel-Hikkaduwa_Galle_District_Southern_Province.html","https://www.facebook.com/p/Asian-Jewel-Hotel-Sri-Lanka-100063642308586/","2017-01-24","OTHER","3","The best rooms overlooking the lake were booked for our stay","Value","3","Rooms","3","Service","5",,,,,,,,,"Our room The Lady Rose was dull and tired The bed was hard and the shower a trickle and ran hot and cold . On complaining about the bed a foam mattress was put on top of the bed .This did improve our sleep . The staff are great , food very good Breakfast and setting excellent . Pool lovely place to relax and swim . Excursions were excellent our favourite The river cruise. Wedding venue close by with music from morning until night. Take headphones to wear around the pool","We stayed 10 days because of the excellent reviews.","2017-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d1009523-r454629969-Asian_Jewel_Boutique_Hotel-Hikkaduwa_Galle_District_Southern_Province.html",
"0","1010375445","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2025-05-30","OTHER","3",,,,,,,,,,,,,,,,"This hotel is charming very beautiful British style hotel.i am really happy about this hotel staff Specially Front office department Mis Subodha,Sandeepano,Tharu,Alex are very lovely & good staff, welcome is fully satisfied & hospitality is high.Mis.Subodha is very friendly & talk with our experiences& their experience clearly,Thank you all for your hospitality.","Great service","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r1010375445-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","992587270","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2025-02-07","MOBILE","3",,,,,,,,,,,,,,,,"Room was comfortable and the bar and restaurant both very good.

There isn’t air conditioning but with a fan we were fine without it.

The downside was the smell from the bathroom, I couldn’t even brush my teeth in it as the smell was so bad.

Staff all friendly.","Drains let this hotel down…","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r992587270-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","990122518","en","506921",,,,,,,,"975","782087367","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/9d/b4/c7/caption.jpg","1734","975","782087368","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/9d/b4/c8/caption.jpg","1734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2025-01-21","MOBILE","3",,,,,,,,,,,,,,,,"We stayed at the Galway Heights Hotel between the 13th and 15th January for 2 nights. Check in was very good and our room was very nice. 

All the staff were very helpful and pleasant. 

Breakfast was a buffet style and was good with a nice range of options all well prepared and presented. The eving meal was also a buffet on the first evening and a set menu on the second. Unfortunately there was no vegetarian option on the set menu but after speaking with the staff we were told that the chef would prepare us something. That evening we went on dinner and had a lovely spring roll start followed by some soup. The main course of a Sri Lankan curry arrived and as I started to eat this I felt very unwell very rapidly. After a visit to the bathroom I had to retired to my room.feeling sick all evening until the next morning. I had not been unwell on this trip until.this time and had not eaten anywhere but the hotel. It is worth noting that my wife was not unwell at the time but had a bad stomach the following day.

To be fair the staff were genuinely concerned but the experience was unfortunate and clouded our experience of this hotel. 

","Galway Heights Hotel","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r990122518-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","986367385","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2024-12-25","MOBILE","3",,,,,,,,,,,,,,,,"The property is old. There’s no lift, so we had to climb the stairs.  The location is inconvenient, situated in the middle of nowhere on a one-direction road. Even our driver hesitated to drop us off at the front porch because parking was such a challenge.

The lack of air conditioning meant we had to keep the windows open, leading to numerous mosquito bites. Breakfast service was slow and disorganized. When we requested a mug, the server said they would check but never returned, leaving us without an answer or alternative. Overall, the experience could have been better.","No elevator , No aircon.","2024-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r986367385-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","980473041","en","506921",,,,,,,,"1536","773968819","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/21/d3/b3/caption.jpg","2048","2048","773968820","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/21/d3/b4/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2024-11-14","MOBILE","3","Be ready for a quiet evening as nothing around the hotel
Quite remote 
Very helpful staff",,,,,,,,,,,,,,,"A small nice hotel. Location wise not too convenient as very far from the centre. For a one night stay it was ok. Rooms are quite basic but clean. Liked the pool and library room as not much to do in the evening around the hotel. Meals were good and breakfast was also limited but nice.","Nice hotel, location not ideal","2024-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r980473041-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","976769454","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2024-10-26","OTHER","3",,,,,,,,,,,,,,,,"Very nice place, and the food was good. However, the food was very preordered and it took a long time to arrive. There was no air conditioning in the rooms, so they got a bit hot. Despite this, the staff were incredibly nice and accommodating, making the experience much better. The ambiance of the place was charming and it added to the overall experience.","Galway heights stay","2024-10","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r976769454-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","973028932","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2024-10-07","OTHER","3",,,,,,,,,,,,,,,,"The rooms were below average, smell of mold in the bathrooms. We didn’t had hot water in the shower so the stuff opened another room for us to shower in.
The dinner and breakfast was quite good, the stuff worked hard for us to enjoy.
The rooms were 3/10. Service 10/10. Food 12/10 was amazing","Rooms 3/10, service 10/10","2024-10","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r973028932-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","963723840","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2024-08-07","OTHER","3",,"Value","5","Rooms","4","Location","4","Cleanliness","5","Service","5","Sleep Quality","4",,,"Pleasant hotel away from the hustle and bustle of the town.  Big room with a very comfortable bed. Bathroom a bit smelly and ran out of hot water after two short showers. 

Food nice but my chicken was raw in the middle so sent back. 

Staff lovely as always especially Amosh. They were very fast and efficient.","Good hotel","2024-08","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r963723840-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","948870101","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2024-04-29","MOBILE","3","Avoid rooms 217/218",,,,,,,,,,,,,,,"While the hotel was clean and nice overall there was a digesting smell in the hallway of our rooms 217 & 218 
The smell was putrid. 
We did enjoy the reading room and playing pool and fuseball 
However there was no air conditioning in the room and the food was below average.","Bad smell left a bad taste","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r948870101-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
"0","944371455","en","506921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89 Upper Lake Road Havelock Drive, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"89 Upper Lake Road","Havelock Drive","506921","6.965228","Nuwara Eliya, Central Province","80.781006","Galway Heights Hotel","1324","4.8","9","7","30","188","1090","https://www.tripadvisor.com/Hotel_Review-g608524-d506921-Reviews-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html","http://www.galwayheights.com","2024-03-29","OTHER","3","Quite and peaceful location.","Value","2","Rooms","3","Location","4","Cleanliness","3","Service","3","Sleep Quality","3",,,"Had more than enough night staff and they were helpful, but next day morning in the reception there was a young staff member who was managing the reception on his own could not even understand what I said, how to reply or speak English and how to print the closing bill to say there is nothing outstanding because I paid the dinner money when we had the meal and rest of the bill was already paid up front. This staff member running round in circle not knowing what to do and wasted almost more than 45 minutes of our time and made our day VERY, VERY MISERABLE... This should not be acceptable for a four star Hotel and I hope you consider paying for the inconvenience caused by your staff!!!","Needs improvements...","2024-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d506921-r944371455-Galway_Heights_Hotel-Nuwara_Eliya_Central_Province.html",
