"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"0","646336122",,"en","11925680",,"General Manager","646702191","en","2019-01-17","kingspavilion","Thank you very much for your candid review of your recent stay at our hotel. Your feedback is extremely valuable to us, as we strive to improve with each and every stay. Whilst apologizing for any inconvenience, we assure you that all points highlighted by you will be treated with highest priority and steps will be taken to further improve the overall experience of our valued guests.

We look forward to welcoming you back to our hotel in the near future.

Best Resgrds
Kings Pavlion Team ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/22 Galkanda Road Aniwatta, Kandy 20000 Sri Lanka","Kandy","Sri Lanka","20000",,"4/22 Galkanda Road","Aniwatta","11925680","7.293885","Kandy, Kandy District, Central Province","80.6231","Kings Pavilion","562","4.9","0","2","11","30","519","https://www.tripadvisor.com/Hotel_Review-g304138-d11925680-Reviews-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html","http://www.kingspavilion.com","2019-01-16","MOBILE","3",,,,,,,,,,,,,,"Pros: Our room was beautiful. Stayed in the kings suite and the bathroom was huge and luxurious although not a great shower. Great outdoor patio and a comfortable bed.  Very pretty, spacious and well appointed. Staff was friendly and tried hard.
Cons: the food was highly mediocre, not what one would expect from such a highly rated hotel. We fortunately found Theva restaurant which was so delicious and much prettier. The most annoying factor was the GM  who hovered while we ate and frankly I didn’t need an audience while I dined. 
The pool is tiny and cold and there is no gym.
I believe there are superior places to stay in Kandy.
Would not return or recommend.","Amazing room - crappy food","2019-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d11925680-r646336122-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html",
,"0","637386753",,"en","11925680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/22 Galkanda Road Aniwatta, Kandy 20000 Sri Lanka","Kandy","Sri Lanka","20000",,"4/22 Galkanda Road","Aniwatta","11925680","7.293885","Kandy, Kandy District, Central Province","80.6231","Kings Pavilion","562","4.9","0","2","11","30","519","https://www.tripadvisor.com/Hotel_Review-g304138-d11925680-Reviews-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html","http://www.kingspavilion.com","2018-12-04","MOBILE","3",,,,,,,,,,,,,,"This is a stunning boutique hotel with 9 rooms (4 were occupied during our stay). All materials used are excellent quality and the soft furnishings and interior design are exquisite. The views are wonderful and the location is good. 15 or 20 mins walk to centre or a 2min tuk tuk ride.
Unfortunately the staff whilst super friendly are just not good enough. We left our room at 10am to return at 14.30pm  to find that the 1 guy doing the room service hadn't had time to service our room. There is  no gym. The pool is small and only 4 loungers. The breakfast is acceptable but nothing special. We have stayed in 5 different 4 or 5 star hotels during our stay in Sri Lanka so far and whilst this was the nicest room (we had the King's suite) it was the most expensive and I think you can find equally nice for a much cheaper price. This hotel needs to tweek its staff and services/facilities to merit the price tag.","Stunning hotel but overpriced","2018-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d11925680-r637386753-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html",
,"0","616234060",,"en","11925680",,"General Manager","616822289","en","2018-09-15","kingspavilion","Thank you very much for your candid review of your recent stay at our hotel. Your feedback is extremely valuable to us, as we strive to improve with each and every stay. Whilst apologizing for any inconvenience, we assure you that all points highlighted by you will be treated with highest priority and steps will be taken to further improve the overall experience of our valued guests.

We look forward to welcoming you back to our hotel in the near future.

Best Resgrds 
Kings Pavlion Team ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/22 Galkanda Road Aniwatta, Kandy 20000 Sri Lanka","Kandy","Sri Lanka","20000",,"4/22 Galkanda Road","Aniwatta","11925680","7.293885","Kandy, Kandy District, Central Province","80.6231","Kings Pavilion","562","4.9","0","2","11","30","519","https://www.tripadvisor.com/Hotel_Review-g304138-d11925680-Reviews-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html","http://www.kingspavilion.com","2018-09-13","OTHER","3",,"Value","2","Location","3","Service","3",,,,,,,"Only place we stayed in SL where service and food was less than great. Nasi Goreng with chicken & prawns was disgusting. It was very clearly refried leftovers as it also contained calamari & sausage - which, funnily enough, also featured in their house fried rice. Chicken curry was full of bones. During our first dinner we felt bullied into committing to book for dinner and decide what we would eat on second night there and then.  Stayed for two nights - junior suite down steps beside pool: room was attractively done but no storage at all for clothes apart from a tiny cupboard. Queen's suite was enormous and beautiful but extra bed was in bedroom rather than in huge sitting room, which would have been better.","The most disappointing place we stayed in Sri Lanka","2018-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304138-d11925680-r616234060-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html",
,"0","607066360",,"en","11925680",,"General Manager","608480478","en","2018-08-20","kingspavilion","Thank you very much for your candid review of your recent stay at our hotel. Your feedback is extremely valuable to us, as we strive to improve with each and every stay.

Actually, it is due to heavy rain & inclement weather last couple of weeks. however we will come up with a solution in the further, so will not happen again.

We look forward to welcoming you back to our hotel in the near future.

Best Regards 
Kings Pavilion Team
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4/22 Galkanda Road Aniwatta, Kandy 20000 Sri Lanka","Kandy","Sri Lanka","20000",,"4/22 Galkanda Road","Aniwatta","11925680","7.293885","Kandy, Kandy District, Central Province","80.6231","Kings Pavilion","562","4.9","0","2","11","30","519","https://www.tripadvisor.com/Hotel_Review-g304138-d11925680-Reviews-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html","http://www.kingspavilion.com","2018-08-16","MOBILE","3",,,,,,,,,,,,,,"We visited for 2 nights with my family of 4. We found ourselves quite cramped & as the hotel was full we couldn’t upgrade. However, the welcome was very warm & friendly. The waiting staff that helped with drinks & dinner were ever so attentive & willing to help in any way they could, as were all the staff. 

My only real bugbear with this hotel was the damp smell that we got every time we went in our room or bathroom. I’m not sure if it was because it was particularly wet weather, but it wasn’t overly pleasant. However it didn’t bother us once inside.

It’s a great central location for exploring Kandy & has ever such a pretty garden. It’s a world of calm away from the madness.","What the hotel was lacking, the service made up for.","2018-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304138-d11925680-r607066360-Kings_Pavilion-Kandy_Kandy_District_Central_Province.html",
,"2","664408583",,"en","1235422",,"Manager","671165913","en","2019-05-03","sales s","Dear Guest, 

Thank you for taking the time to share a detailed review of your stay at the Horathapola Estate. We appreciate your honest feedback. 

We regret the inconveniences caused. The management of Horathapola Estate will look into these shortfalls and take necessary steps to enhance the overall experience of our guests.  We assure you of our best attention. 

Thank you once again for choosing to experience Horathapola Estate! 

Best Wishes! 
Management - Horathapola Estate 

","4032","387133755","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/31/3b/horathapola-estate.jpg","3024","3024","387133656","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/30/d8/horathapola-estate.jpg","4032","4032","387133720","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/31/18/horathapola-estate.jpg","3024","4032","387133689","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/30/f9/horathapola-estate.jpg","3024","3024","387133615","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/30/af/horathapola-estate.jpg","4032","3024","387133871","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/31/af/horathapola-estate.jpg","4032","4032","387133548","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/30/6c/horathapola-estate.jpg","3024","3024","387133485","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/30/2d/horathapola-estate.jpg","4032","4032","387133901","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/31/cd/horathapola-estate.jpg","3024","4032","387133824","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/13/31/80/horathapola-estate.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 6 Wadumunnegedara, Marawila 60200 Sri Lanka","Marawila","Sri Lanka","60200",,"No. 6 Wadumunnegedara","","1235422","7.397597","Marawila, North Western Province","79.9592","Horathapola Estate","518","4.9","0","1","5","39","472","https://www.tripadvisor.com/Hotel_Review-g612379-d1235422-Reviews-Horathapola_Estate-Marawila_North_Western_Province.html","http://www.horathapola.com","2019-04-07","OTHER","3",,"Value","2","Service","5","Sleep Quality","4",,,,,,,"We stayed at the Horathapola Estate during the last 2 nights of our 2,5 weeks in Sri Lanka. Previous to our stay we did our research and were impressed by the positive reviews. Unfortunately, we can only share part of the enthusiasm. 

Let me beginn with the good part: We did enjoy the colonial, old property, the well-preserved antiques, the quietness of its setting and its amazingly good Sri Lankan cuisine. We were also pampered by all members of the staff and especially by Thamara, who went out of his way to make our stay unique and help with my sick husband.

Now on to the not so good part: based on our previous experiences in Sri Lanka in equally comparable properties (also ancient, colonial houses, some of them also old plantation estates, all of them equally luxurious, some also on half board basis, and all of them in comparable isollated natural settings) we found it terribly overpriced and found their payment policy (cash only) odd to say the least. 

A reason why we might be more critical than other guests is because we visit it at the end of our trip, not at the beginning. Most people visit the Horathapola Estate at the beginning of their journey and I can see why you would be amaze in this case. We on the other side had visited several other properties (in Polonnaruwa, Kandy, Ella, Koslanda, Galle, Hikkaduwa and Induruwa) that could perfectly compete with Horathapola's luxurious comfort YET at a fraction of the price. 

The Horathapola Estate, with a price per night over 300€ (on a Half Board basis) was supposed to be ""the cherry on the cake"" on our journey. Unfortunately, and based on our experience across other Sri Lanka luxury properties, we were disappointed to see that whilst good, it was at least 100€ / night overpriced. 

Lastly, their payment policiy: ""cash only"" felt enormously weird and a bit off for a property of this price range. The reasons they gave us for that weren't quite clear either to say the least. It wasn't a problem of cable reception, as they told us that card payment was possible but with an 18% extra charge. Given this outrageous charge, we decided to proceed with cash payment. I mean outrageous such extra carge was never made to us in any of the other luxury accomodations. Where we were always allowed to pay by card, with no extra taxes included / no hidden charges.

We are afraid, based on the above, that we cannot give a 5 star rating to this property.","Amazing food and beautiful property BUT way to overpriced and weirdly ""cash-only""","2019-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g612379-d1235422-r664408583-Horathapola_Estate-Marawila_North_Western_Province.html",
,"1","551123546",,"en","1235422",,"Manager","553895694","en","2018-01-14","Natasha M","Dear Dilshad, 

Thank you for the honest and valuable feedback. 

We are pleased to hear that you enjoyed the food and the activities we offer at the Horathapola Estate.

Horathapola Estate is an ideal place for those who wish to stay away from all the hustle and bustle and to reconnect with nature. You may have felt a lack of human touch as we allow our guests to embrace the calm and quiet ambiance of the estate. 

However, we once again thank you for experiencing Horathapola and appreciate the time taken to share a review.

Best Wishes!
Management - Horathapola Estate ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 6 Wadumunnegedara, Marawila 60200 Sri Lanka","Marawila","Sri Lanka","60200",,"No. 6 Wadumunnegedara","","1235422","7.397597","Marawila, North Western Province","79.9592","Horathapola Estate","518","4.9","0","1","5","39","472","https://www.tripadvisor.com/Hotel_Review-g612379-d1235422-Reviews-Horathapola_Estate-Marawila_North_Western_Province.html","http://www.horathapola.com","2018-01-03","OTHER","3","Try their Srilankan menu","Rooms","4","Location","5","Service","3",,,,,,,"The Horathapola estate is perched within a lovely 50 acre coconut estate and has 5 spacious rooms. the collection of antiques, and furniture is impressive. the food is brilliant here, especially the Srilankan lunch. I tried out some western dishes as well and these were prepared well. the pool is fantastic and the garden area and the estate is spacious for those who love a stroll, or go on a bike ride.

the service and the human factor is disappointing. it lacks the human touch. a few details such as cleanliness is required in a few places and the house looks empty as less people work within the main house. visits to the nearby coconut estate and village is something I really enjoyed.","Interesting yet slightly disappointing","2017-03","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g612379-d1235422-r551123546-Horathapola_Estate-Marawila_North_Western_Province.html",
,"0","457350088",,"en","1235422",,"Manager","459048926","en","2017-02-12","Natasha M","Dear Guest,

Many thanks for your review. 

It was a pleasure to host you and we look forward to welcoming you back. 

Best Wishes!

Management - Horathapola Estate 

","1500","241945036","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6b/c9/cc/horathapola-estate.jpg","2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 6 Wadumunnegedara, Marawila 60200 Sri Lanka","Marawila","Sri Lanka","60200",,"No. 6 Wadumunnegedara","","1235422","7.397597","Marawila, North Western Province","79.9592","Horathapola Estate","518","4.9","0","1","5","39","472","https://www.tripadvisor.com/Hotel_Review-g612379-d1235422-Reviews-Horathapola_Estate-Marawila_North_Western_Province.html","http://www.horathapola.com","2017-02-05","OTHER","3",,"Value","3","Rooms","3","Service","4",,,,,,,"This was an ancestral home converted to a hotel, but cannot be rated in the luxury boutique hotel category. A good place for a private holiday, without the frills of a five star hotel. Adequately staffed and you can do your own menu for meals provided it's local cuisine. Suitable for a group of 5 families to enjoy quality time together, as there is no TV. Wifi available!","Boutique holiday","2017-01","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g612379-d1235422-r457350088-Horathapola_Estate-Marawila_North_Western_Province.html",
,"1","160211276",,"en","1235422",,"Manager","160578530","en","2013-05-13","KuluSafaris","Dear Reviewer, 

Many thanks for your review.  On behalf of the Management of Horathapola Estate, firstly I would like to apologize for your experience. 

We understand that it is rather boring to be isolated, staying far from the hustle and bustle. Hence the reason we have organized activities, such as walks around the village, bullock cart rides, walks around the Estate property and many more. I hope that you were able to experience some of these, if not all. 

We began operations 12 years ago, ever since we did not have Wi-Fi/TV facilities as the hotel has always been a great place to relax and unwind, to be away from the big resorts and busy towns. This certainly has  been the need of our clientele throughout the years. However due to many requests, we understand that it is essential to have Wi-Fi, therefore we will have these facilities installed by the end of this month.

We are glad to know you were happy with the rooms, and yet regret that the food was not up to expectations.  We mainly focus on Authentic Sri Lankan food although we do find out our clients preferences before preparing the meals. 

We are also very sorry that you had to go out of the way to approach our staff, which I believe is absolutely unacceptable. We will take this into serious consideration for our future clients will not experience what you had to go through.

Lastly, our swimming pool is made of cement, it’s a naturally filtered salt water pool. Due to excessive rain the pool tends to look rather murky at times although our staff a Horathapola managers to keep it clean right through. 

We truly appreciate you for sharing the negative points, as it gives us an opportunity to work harder for the future. We will look into each issue in detail, and overcome the shortfalls that you have experienced.  I like to thank you for having  chosen to stay with us and would like to apologize once again for any inconvenience caused. 

Many thanks,
The Management Horathapola Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 6 Wadumunnegedara, Marawila 60200 Sri Lanka","Marawila","Sri Lanka","60200",,"No. 6 Wadumunnegedara","","1235422","7.397597","Marawila, North Western Province","79.9592","Horathapola Estate","518","4.9","0","1","5","39","472","https://www.tripadvisor.com/Hotel_Review-g612379-d1235422-Reviews-Horathapola_Estate-Marawila_North_Western_Province.html","http://www.horathapola.com","2013-05-09","OTHER","3",,"Value","3","Rooms","4","Location","1","Cleanliness","4","Service","2","Sleep Quality","4","It's too quiet. There is no wifi at all and no TV in the building. It's literally in the middle of nowhere. Pool murky and uninviting. Rooms are beautiful and clean and food is ok but nowhere near as good as elsewhere. If you want a drink or food you have to go and find the staff. I felt like I was inconveniencing the staff. 

After relaxing for an hour it's the most boring place on earth. 

General manager is dour and isn't up to the job of making guests feel welcome. 

Wouldn't return.","Didn't like it, sorry","2013-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g612379-d1235422-r160211276-Horathapola_Estate-Marawila_North_Western_Province.html",
,"7","129338766",,"en","1235422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 6 Wadumunnegedara, Marawila 60200 Sri Lanka","Marawila","Sri Lanka","60200",,"No. 6 Wadumunnegedara","","1235422","7.397597","Marawila, North Western Province","79.9592","Horathapola Estate","518","4.9","0","1","5","39","472","https://www.tripadvisor.com/Hotel_Review-g612379-d1235422-Reviews-Horathapola_Estate-Marawila_North_Western_Province.html","http://www.horathapola.com","2012-05-03","OTHER","3",,"Value","3","Rooms","4","Location","4","Cleanliness","5","Service","4","Sleep Quality","3","Maybe our stay has been a little bit spoilt by a serious outage that we have experienced during a tropical storm. We stayed in the dark when the night came.
People were really friendly, though.
We found the place a little bit overpriced and difficult to find.
This hotel does not accept visa payment and you have to pay in advance to confirm the reservation.","Peaceful place but a little bit pricy","2012-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g612379-d1235422-r129338766-Horathapola_Estate-Marawila_North_Western_Province.html",
,"6","573046518",,"en","1943029",,"Owner","573299503","en","2018-04-14","Buckinghamplace","Critical not harsh...

Thank you for your good custom and interesting feedback, we’re all very sad you left with mixed feelings and, for where we failed. I promise we do try hard to please all of the people all of the time and so, can only apologize for the fact that we couldn’t please you entirely. Thank you at least for noting ‘positives’ at Buckingham Place, below is my reply with respect to your ‘negatives’.

Given that what constitutes quality, style, individuality and good taste is so incredibly subjective, neither your view nor those of hundreds of former guests can be wrong. I reply in defence of my own view however; since 2010, guests have raved about our garden suites - to the extent that one of many ‘regulars’ books the very suite you stayed in each time he visits and, has even asked to buy it! A week prior to your arrival he departed at the end of his 7th 2 week stay in 7 years, and is already planning his next. Pre-season, as we always do, each bedroom and suite was refurbished. Studiously, each was kept as it was when we opened - timeless, understated and simple I'm told. How foolish would I be to change a thing, having been implored by so many not to? I can only be sorry therefore, that our accommodation doesn’t appeal to your particular taste.

Spa. As you haven’t said what disappointed you I can only say; feedback has been superb throughout the spa’s first season, keeping it busy with resident and non-resident guests alike, many on multiple occasions. Please feel free to write and tell me what you didn’t like as, it might be something I can improve on for others. In keeping with the entire property, our spa is meant to be a simple, understated facility as opposed to, over indulgent and/or generic 5* in style and/or service. I do respect your right not to like how we do things!

Communication; 60 Sri Lankans are learning and working hard at Buckingham Place, all year round. Recuited from remote access locations largely, team members excel mostly, and win awards for so doing, in what is essentially an alien environment whilst, conversing in anything but their mother tongue! If Sri Lankans could travel freely as we do, I ask how many would be served by staff conversant with their language (to any extent) or culture? Personally, I think it fair to cut people a little slack whenever I'm unable to make myself understood in Sri Lanka, even if initially, frustration gets the better of me. Having debriefed my team today, our failure was quite simply a collision of frustrating communication failures but, I was present through your stay so naturally ask, why didn't you bring your concerns to me, specifically your belief that vegetarians aren’t adequately catered for here? Nothing is further from the truth in fact, so many pay tribute to this fact on this forum and in other ways.

The hotel is a lifeline and for many staff, an opportunity unimagined or easy to come by. Most lacked employment, prior experience and/or relevant qualifications, while others lacked learning and fulfillment through work. Therefore, your feedback really is important whether we like or agree with it or not. Thanks to it, we've reintroduced two initiatives; dietry consultations (for those with special needs) and emailing of ‘Being Here’ (our in-house guide) to every guest on arrival. It was already the WIFI log-in page and, free to read pre-arrival on our website. 

Buckingham Place will on my watch, remain a small, independent, imaginative alternative to the 'buffets and buses' of large interantional brands. We’ll continue to appreactive and react to feedback because, it makes us better at times, just as it has done with yours. I wish we’d pleased you but, blame only myself for being unable to. Though unlikely I know, I'd relish the opportunity to show you Buckingham Place in a better light and 'get you on board' with what we do. I assure you of a warm welcome should you ever wish to return, in the meantime I wish you many happy and varied travel experiences!
 
Warm regards,
Nick & the Team
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rekawa Beach Road Rekawa Village, Rekawa, Tangalle 82200 Sri Lanka","Rekawa","Sri Lanka","82200",,"Rekawa Beach Road","Rekawa Village","1943029","6.047304","Rekawa, Netolpitiya, Tangalle, Southern Province","80.855316","Buckingham Place","1232","5","1","2","9","31","1189","https://www.tripadvisor.com/Hotel_Review-g2260795-d1943029-Reviews-Buckingham_Place-Rekawa_Netolpitiya_Tangalle_Southern_Province.html","http://buckinghamplace.lk/","2018-04-13","OTHER","3",,"Rooms","2","Service","3","Sleep Quality","3",,,,,,,"We spent 4 nights here as part of our honeymoon and had a mixed experience.

Starting with the positives, staff were extremely friendly, with Nick and his team going out of their way to make us feel welcome.  They provided a honeymoon chocolate cake at the beginning and end of our stay and a lovely card which was signed by the whole team.

The pool is the highlight and is every bit as impressive in real life as in the pictures. It’s a really beautiful space and despite the hotel being fairly busy when we visited, there were always plenty of sunloungers available.  We loved the fact that board games are provided and we also made good use of the Pool/Snooker table.

On the downside, we didn’t think the rooms were brilliant, particularly the bathroom. We struggled a bit with the food and found options for vegetarians rather limited. We mentioned this to Nick and he put it down as a communication issue.

The spa was a disappointment and although the service at the hotel is very friendly and well-intentioned we sometimes struggled to be understood, for example if we asked for something that they don’t have, like brown bread, the waiter would say that he will bring it and then it would never arrive. 

It’s clear from these reviews that people love Buckingham Place but we didn’t quite get it and found it to be extremely expensive given our overall experience.  We left early to return to a 5* place on the other side of Tangalle where for a few more dollars you get a completely different experience.

Finally, Nick was lovely throughout and I feel harsh writing a slightly critical review of something that is obviously so popular, but for the sake of balance I think it’s only fair to share our experience.","Mixed Feelings","2018-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g2260795-d1943029-r573046518-Buckingham_Place-Rekawa_Netolpitiya_Tangalle_Southern_Province.html",
