"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","989475069","fr","613020",,"Guest Services / Front Office","989529381","en","2025-01-16","Hotel Sigiriya","Dear Guest,

Thank you for sharing your feedback. We are glad you enjoyed our restaurant and the cleanliness of our hotel. We sincerely apologize for the noise disturbances during your stay and will address this issue to improve the experience for future guests. Your input is invaluable to us.

Best regards,
Guest Experience Team
Hotel Sigiriya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2025-01-16","OTHER","3",,"Value","3","Rooms","2","Location","3","Cleanliness","5","Service","5","Sleep Quality","5","Hôtel sympa mais chambre très bruyante trois nuits sans dormir à cause de la pluie sur une tôle des bruits de couloir et le staff qui passe restaurant très bon varié et de bonne qualité personnel très bien 🤩 lotissement très propre et accueillant  à conseiller  si vous dormez profondément !!","Accueillant mais bruyant","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r989475069-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","984888627","ru","613020",,"Guest Services / Front Office","984971426","en","2024-12-15","Hotel Sigiriya","Dear Valued Guest,
Greetings from Hotel Sigiriya!
Thank you for your feedback! We’re glad you enjoyed your stay and appreciated our friendly staff. We will take note of your comments regarding the breakfast quality and room noise. We hope to welcome you back soon for another visit.
Thanks and best regards,
Guest Experience Team
Hotel Sigiriya","2048","777603287","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/59/48/d7/caption.jpg","1536","2048","777603288","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/59/48/d8/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-12-15","MOBILE","3",,,,,,,,,,,,,,"Остановиться на одну две ночи вполне можно. На территории полно обезьян. Качество завтраков и ужинов среднее. Персонал приятный. Номера простые, но всё необходимое есть. В том числе зубные щетки, шампунь, гель для душа. Кондиционер и вентилятор работали немного шумно. Но после подъемов на Сигирию и Пидурангалу это вас будет мало волновать.","Одна ночь","2024-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r984888627-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","981970722","es","613020",,"Guest Services / Front Office","981990527","en","2024-11-26","Hotel Sigiriya","
Dear Valued Guest,

Greetings from Hotel Sigiriya, and thank you for sharing your feedback.

We are glad you enjoyed our prime location, the variety of food, and the service provided by our staff. We sincerely apologize for the inconvenience caused regarding the insects, room condition, and the issues with the massage booking. Your concerns are valuable, and we will address these points with our team to improve our services.

We hope to welcome you again soon.

Best regards,
Guest Experience Team
Hotel Sigiriya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-11-26","MOBILE","3",,,,,,,,,,,,,,"Hotel bien situado con vistas a Lion's Rock.

Lo  mejor su localización y la comida que es bastante buena con gran variedad de platos. Eso sí el café es muy malo. El personal agradable.

La habitación necesita actualización, todo es bastante viejo. Tuve un problema con insectos en particular moscas y eso que tenía siempre todo cerrado, parece que entraban por un agujero que daba al exterior. 

Por otra parte me resultó curioso que no paraban de promocionar durante todo el día  el servicio de masajes y cuando quise darme uno me dijeron que no había disponibilidad.

Finalmente, tardaron mucho en localizar las reservas. Como eran de proveedores externos, no parece que las tuvieran registradas y tuve que demostrar que las tenía enseñando correos y detalles.","Bien situado pero  en general mejorable","2024-11","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r981970722-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","980679033","nl","613020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-11-16","MOBILE","3","Steek al je waardevolle spullen in je valies en doe deze op slot ! Gebruik de kluis niet !!!",,,,,,,,,,,,,"Opgepast diefstal in kluis !!!

Hotel op zich niks op aan te merken, mooie ligging,  en vriendelijk personeel in het restaurant en zeer lieve customer service dame. 
Tot op de laatste dag merkten we dat de kluis error gaf en, staf en manager op de hoogte maar kon het niet oplossen. Toen we reeds in te taxi zaten en dus uitgechekt waren merkten we dat we 200€ ontbraken in onze wallet en er dus ingebroken was in onze kluis en 200€ gestolen. Vandaar mijn lage score . Blijkbaar waren we niet de enigen volgens de reviews op booking…. Heel jammer dat we het niet tijdig gemerkt hadden wan we hadden er de politie bij gehaald !","Personeel steelt in je kluis !!!","2024-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r980679033-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","979425640","en","613020",,"Guest Services / Front Office","979463384","en","2024-11-11","Hotel Sigiriya","Dear Valued Guest,

Greetings from Hotel Sigiriya!

Thank you for sharing your experience with us. We apologize for the inconvenience caused by the room odor and the closed gate early in the morning. Your feedback is invaluable, and we will work with our team to improve communication and ensure a more comfortable experience for future guests.

We are pleased to hear you enjoyed the breakfast, and we hope to welcome you back for an even better stay.

Thanks and best regards,
Guest Experience Team
Hotel Sigiriya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-11-10","MOBILE","3",,,,,,,,,,,,,,"Very (at times overly) friendly man running the hotel. When we arrived in our ground floor room, there was a very strong sewage smell. Hotel maintenance tried rectifying but smell remained throughout the 1 night stay. Suspect the smell is typical for the ground floor rooms. Ask for a room on first floor to avoid this, 

We went out with a private driver at 05.30am to climb Lion rock. The property gate was however still closed and we had to climb the fence to get out. Apparently part of the gate was left slightly open, but only learned this when coming back. Nobody answered calls and knocks on the door where the person was still sleeping. Better communication the night before would have prevented this. 

Breakfast was good and besides the smell, the hotel is actually good as well.","Bad smell in the room - would not come back.","2024-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r979425640-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","970359735","en","613020",,"Guest Services / Front Office","970371683","en","2024-09-18","Hotel Sigiriya","Dear Steve,

Greetings from Hotel Sigiriya! 

Thank you for your feedback. We're glad you enjoyed the pool and bar areas. We appreciate your suggestion about the seating and will look into making improvements for a more comfortable stay. It was a pleasure hosting you.

Best Regards,
Guest Experience Team
Hotel Sigiriya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-09-18","MOBILE","3",,,,,,,,,,,,,,"Tour group stay.    This hotel was very nice.  The pool and bar area was excellent.   The room we had did not provide any seats to sit with our friends quietly.   There was a courtyard outside our room but no seating to sit and chat.  The room only had one seat.  Need two at least or you have to sit on bed.","Tour group stay.   Okay.  No outside area to sit and chat with friends near our room","2024-09","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r970359735-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","969674988","en","613020",,"Guest Services / Front Office","969934395","en","2024-09-15","Hotel Sigiriya","Dear Raelene,
Greetings from Hotel Sigiriya!
Thank you so much for your kind words and for sharing your experience with us! We’re delighted to hear that you had an overall fantastic time in Sri Lanka and that you enjoyed the service and experiences during your trip. We truly appreciate your recommendation of the country as a holiday destination.

We're sorry to hear about the hiccup at Hotel Sigiriya. We'll be sure to pass on your feedback to them, as it's important to us that all aspects of our clients' trips are seamless. Thank you for bringing the issue with the menu and taxes to our attention, and we’ll ensure it’s addressed so future travelers have a smoother experience.

Once again, we’re thrilled that your journey was memorable, and we're honored by your praise for Travel Local and Best of Lanka. We hope to welcome you back for more wonderful adventures in the future!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-09-14","MOBILE","3","Sri Lanka has so much to offer for a holiday. We are 75 and with a driver and preplanne holiday it was such a safe and enjoyable holiday. Excellent value too.",,,,,,,,,,,,,"We spent 2 weeks in Sri Lanka and had a superb trip with so many excellent experiences and such great service.
The only hiccup was hotel sigiriya were we got a grumpy waiter, numerous dishes on the menu  not available and to top it off the costs quoted on the food and beverage menu didn't include an extra 30% taxes ( they were in the fine print).
Watch out, this was the only place we stayed at that did this and it was somewhat sad that this experience was the only downside to such a memorable trip.
We highly recommend Sri Lanka as a holiday destination and would like to emphasise this was a one off for the entire trip.
Heaps of praise for travel local and best of Lanka they were fantastic.","Sri Lanka hotel Sigiriya ","2024-09","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r969674988-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","967173408","en","613020",,"Guest Services / Front Office","967277971","en","2024-08-28","Hotel Sigiriya","Dear Sir/ Madam
Greetings From Hotel Sigiriya!!
Thank you for taking the time to share your feedback with us. We're glad to hear that you enjoyed the hotel overall, including the lovely views, poolside, and the cleanliness of your room. However, we are truly sorry to learn that the restaurant service did not meet your expectations.

We sincerely apologize for the inconvenience caused by the delays in clearing tables, refreshing buffet dishes, and taking drink orders. Your comments have been taken seriously, and we are addressing these issues with our restaurant team to ensure a more pleasant dining experience for all our guests.

Thank you for highlighting the friendliness of our other staff members; it's great to know they made a positive impression. We hope to have the opportunity to welcome you back in the future and provide you with an improved dining experience that matches the overall quality of our hotel.
Kindly Regards
Guest Experience Team
Hotel Sigiriya ","2048","759839450","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/4a/3a/da/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-08-28","MOBILE","3",,,,,,,,,,,,,,"This is a good hotel but it is let down by the restaurant service. Whilst the food is good, the service in the restaurant is bad. If you don’t arrive soon after opening, you find that tables that have already been used have not been cleared and reset. It is rare that someone clears your empty plates away between courses, leaving them to stack up around you. It’s not nice to dine surrounded by tables covered in other people’s dirty plates. Empty dishes on the buffet are not refreshed so that your own choice is reduced. And trying to get someone to take a drinks order is hit and miss at best. 
Other staff in the hotel (poolside, reception, housekeeping) are friendly and helpful, but the restaurant waiting staff are not great. It would perhaps help if there was more of them. 
It’s a shame because the hotel itself is nice, with a lovely view of Lions Rock from the pool, and our rooms were a good size and clean. But although there are cafes within a few minutes walk which can be used for lunch, the dark road outside means that you will likely want to stay in the hotel for dinner in the evening and unfortunately that’s not a great experience.","Good hotel but with poor restaurant service","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r967173408-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","966350035","en","613020",,"Guest Services / Front Office","966429078","en","2024-08-23","Hotel Sigiriya","Dear Sir/ Madam
Greetings From Hotel Sigiriya!!
Thank you for taking the time to share your feedback. We’re glad to hear that you enjoyed the location and found it convenient for sightseeing around Sigiriya. We appreciate your constructive comments regarding the room service and F&B services, and we apologize for not meeting your expectations in these areas. Rest assured, we are continuously working to improve our services and will use your feedback to make the necessary enhancements. We hope to have the opportunity to welcome you back in the future and provide you with an even better experience.
Kindly Regards
Guest Experience Team
Hotel Sigiriya ","2048","759008306","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/3d/8c/32/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-08-23","MOBILE","3",,,,,,,,,,,,,,"I recently stayed at this hotel for one night, and overall, it was a good experience. The location is excellent, being very close to Sigiriya, which made it convenient for sightseeing. However, there are a few areas that need improvement, particularly the room service and F&B services. While the staff was friendly, the efficiency and quality of these services could be better. Despite this, the proximity to Sigiriya makes it a good option for a short stay. With some improvements, this hotel could be an even better choice for travelers.","Overall Good but need to improve some areas","2024-08","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r966350035-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","957316409","en","613020",,"Guest Services / Front Office","957472605","en","2024-06-30","Hotel Sigiriya","Dear Sir/ Madam
Greeting From Hotel Sigiriya
Thank you for sharing your feedback! We're thrilled to hear that you enjoyed our superb location and the amazing pool view of Sigiriya Lion Rock. It's great to know that you found our rooms comfortable. We appreciate your comments about the lunch and dinner variety and the crowded buffet, and we'll look into ways to improve these aspects. We're glad you enjoyed the breakfast and hope to welcome you back for an even better experience in the future.
Kindly Regards 
Guest Experience Team
Hotel Sigiriya","4032","750045494","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/36/caption.jpg","3024","4032","750045495","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/37/caption.jpg","3024","3024","750045496","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/38/caption.jpg","4032","3024","750045497","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/39/caption.jpg","4032","3088","750045498","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/3a/caption.jpg","2316","4032","750045499","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/3b/caption.jpg","3024","4032","750045500","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/3c/caption.jpg","3024","4032","750045501","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/b4/c9/3d/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-06-29","OTHER","3","The pool and buffet is too crowded.","Value","3","Rooms","4","Location","5","Cleanliness","4","Service","2","Sleep Quality","5","Almost hotel location is superb. The pool view is amazing & faced Sigiriya Lion Rock.  Rooms are also ok, comfortable. I observed, lunch & dinner has no more range and buffet is too crowded. Breakfast is almost good. 

Need to improve the service also.","Superb Location 👍","2024-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r957316409-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","956811968","en","613020",,"Guest Services / Front Office","956900272","en","2024-06-27","Hotel Sigiriya","Dear Guest,

Thank you for sharing your detailed feedback. We are delighted to hear that you enjoyed the lush gardens and the stunning view of Lion’s Rock from our swimming pool. We’re glad you had a lovely spa experience as well.

We appreciate your comments on the breakfast buffet and the pricing structure. We apologize for the inconvenience regarding the temperature of the hot food and the additional taxes. We will review these aspects to improve our service.

It's also noted that there was a lack of information provided at check-in and in the room. We will ensure that our communication improves so guests feel well-informed during their stay.

Thank you once again for your valuable feedback. We hope to welcome you back to Hotel Sigiriya in the future.

Best regards,

Guest Experience Team
Hotel Sigiriya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-06-26","OTHER","3",,"Value","3","Rooms","3","Location","5","Cleanliness","3","Service","3","Sleep Quality","4","The gardens are lush and there is a great view of the Lion’s rock from the swimming pool! Rooms are average. I did a spa experience here (1 hour massage and 1 hour facial) which was lovely. The breakfast buffet is varied but the ‘hot’ food is not hot. The restaurant is somewhat pricey and the tax added on makes the price similar to Australia. A tuna baguette with a few fries is 1800 LKR but with tax/VAT comes to over 2300 LKR. Tax seems to be added on for everything at this hotel. Some prices are in LKR (food, bar) some are in American dollars (spa). No information given at check in and there is no information in the room. However, if you do ask staff, they are accommodating.  The hotel is a short walk to the village of Sigiriya.","Sigiriya Hotel","2024-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r956811968-Hotel_Sigiriya-Sigiriya_Central_Province.html",
"0","950741213","en","613020",,"Guest Services / Front Office","950778753","en","2024-05-13","Hotel Sigiriya","Dear Guest, 

Many thanks for your detailed review regarding the recent stay at Hotel Sigiriya. There is no doubt that your review will help other travelers too to find the right place to stay whenever they are in Sigiriya. Please visit us again!
Regards,
Guest Experience Team
Hotel Sigiriya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hotel Road, Sigiriya 21120 Sri Lanka","Sigiriya","Sri Lanka","21120",,"Hotel Road",,"613020","7.94992","Sigiriya, Central Province","80.76336","Hotel Sigiriya","3525","4.4","56","44","305","1169","1951","https://www.tripadvisor.com/Hotel_Review-g304141-d613020-Reviews-Hotel_Sigiriya-Sigiriya_Central_Province.html","https://www.brownshotels.com/hotelsigiriya/","2024-05-13","MOBILE","3",,,,,,,,,,,,,,"The hotel itself is lovely, rooms are clean and the AC is good. The pool is very good and the location is great.

The hotel is let down by the service at breakfast and dinner. The staff were doing their best but there didn't seem to be enough of them. Tables weren't being cleared quickly enough and it was difficult to find a clean table to sit at. There were long waits for drinks as there weren't enough serving staff. We ended up going out for dinner instead most nights.","Lots of potential but staff levels need improvement.","2024-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304141-d613020-r950741213-Hotel_Sigiriya-Sigiriya_Central_Province.html",
