"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"0","992721873",,"en","597086",,"Owner","992844831","en","2025-02-09","Kamal Munasinghe","Dear Margaret, 

Thank you for taking the time to share your detailed feedback. We're pleased to hear you enjoyed the spacious room, beautiful view, comfortable bed, and efficient check-in experience. We appreciate your kind words about our reception team.

However, we're truly sorry that your dining experiences did not meet expectations. Your concerns about the wait times, food temperature, and preparation are taken seriously. We value your insights and hope to have the opportunity to provide a better experience on your next visit.

Best regards,

General Manager 
Cinnamon Grand Colombo
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2025-02-09","OTHER","3",,"Value","4","Rooms","4","Location","4","Cleanliness","4","Service","5","Sleep Quality","5","First of all the positives.  The staff at reception were extremely helpful and professional and our check-in was efficient and quick.  Our room had a wonderful view over the swimming pool and to the lake beyond.  Our room was spacious, the bed comfortable and there was a good shower.  The swimming pool was also very large and lovely, although there were limited sunbeds.

To the negatives.  We ate at the Breeze Bar, Nuga Gama and the Lantern Restaurants.  At both Breeze Bar and Lantern we had to wait an excessively long time for our food.  At the Breeze Bar my club sandwich finally arrived cold and had to be sent back.  I found the Nuga Gama restaurant disappointing - many of the buffet dishes had sub-standard cuts of grisly meal or were full of bones.  Our most disappointing experience however was in the Lantern Restaurant, where our fish was totally over-cooked and served with incorrect sauces.  These restaurants were definitely not up to the 5* experience I was expecting.","Nice hotel, shame about their restaurants","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r992721873-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","983798978",,"en","597086",,"Owner","983843901","en","2024-12-10","Kamal Munasinghe","Dear Gam, 

Thank you for sharing your feedback about your recent stay with us. We truly value your loyalty and are delighted to know that you have had wonderful experiences with us in the past.

We sincerely apologize for the inconvenience caused regarding the direct booking benefits and any miscommunication upon your arrival. While we are glad that most issues were resolved during your stay, it is unfortunate that this impacted your overall experience. Your suggestion to have all benefits confirmed in writing is well taken, and we will work on improving our processes to ensure smoother experiences for our guests.

We appreciate your understanding and look forward to welcoming you back in the future for a stay that reflects the high standards you have come to expect from us.

Best regards,

General Manager 
Cinnamon Grand Colombo

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-12-09","OTHER","3",,"Value","4","Rooms","4","Location","5","Cleanliness","4","Service","3","Sleep Quality","4","We have stayed at this hotel multiple times in the past and received wonderful outcomes. This time however there were issues with the direct booking benefits promised on the website being delivered by the hotel upon arrival. We managed to get most of it with lot of discussion over our stay but it diminished an otherwise good experience - a pity. Suggest that anyone booking with direct benefits get it all in writing beforehand - in our case the booking was made via a wireless device while in transit, which contributed to the issues.","A good experience, marred by direct booking benefits misalignment","2024-12","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r983798978-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","979220955",,"en","597086",,"Owner","979560411","en","2024-11-11","Kamal Munasinghe","Dear Ahinsa, 

Thank you for sharing your detailed feedback! We're glad to hear you enjoyed the cleanliness and comfort of your room and appreciated our prompt room service. Your suggestions about adding variety to the flavors in our main dishes, as well as enhancing the milk tea and coffee, are valuable to us and will be looked into. We look forward to welcoming you back and making your next stay even better. 

Best regards,

General Manager 
Cinnamon Grand Colombo

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-11-09","OTHER","3",,,,,,,,,,,,,,"I had a two day stay at here. Breakfast at the restaurant was good but the milk tea and milk coffees are not tasty enough. 
For the two lunches I had there I don’t give high five. Soups are very good but for the main course staff should pay attention more… all the curry have same flavor. What I suggest is that we expect dishes with different flavors. 
Regarding the bed rooms…. That’s the main thing I love here. I stayed at the 5 th floor room 534. It was very clean and tidy. Pillows are so soft. When I’m back to my room the room service is satisfying. They have cleaned the room well. Pillows, bed sheets and towels are very clean. When ever there is a issue they attend quickly. Impressive.","***","2024-11","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r979220955-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","974594205",,"en","597086",,"Owner","974791429","en","2024-10-21","Kamal Munasinghe","Dear Melgreaves, 

Thank you for taking the time to share your experience with us. We’re glad to hear that you found our hotel to be pleasant and that you enjoyed the good service, comfortable bedroom, and quality food in our restaurant.

We apologize for the strange smell you encountered in your room and will look into this matter to ensure it is addressed. It’s great to know you found the gym excellent as well.

We appreciate your feedback and hope to welcome you back for an even better experience in the future!

Best regards,

General Manager 
Cinnamon Grand Colombo
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-10-19","OTHER","3",,"Value","4","Rooms","3","Location","4","Cleanliness","4","Service","4","Sleep Quality","4","Pleasant business hotel. Service was good. Bedroom comfortable but had a strange off putting smell. Food in the standard restaurant was good. Gym in an adjacent building was excellent. ","Colombo short stay","2024-10","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r974594205-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","971688881",,"en","597086",,"Owner","972086386","en","2024-09-30","Kamal Munasinghe","Dear Valued Guest, 

Thank you for sharing your feedback about your recent stay at Cinnamon Grand. While we’re pleased to hear that our staff was helpful and professional, we regret that the hotel’s accessibility did not meet your expectations. Your experience highlights important areas where we can improve, particularly regarding access to facilities and bathroom design. We sincerely appreciate your constructive comments and will review our practices to ensure a more inclusive experience for all guests, with a focus on modern accessibility standards. Thank you for bringing this to our attention.

Best regards,

General Manager 
Cinnamon Grand Colombo
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-09-28","OTHER","3",,"Rooms","2","Service","3",,,,,,,,,"In spite being listed as one of the most accessible hotels in Colombo our recent stay disproved this sadly. Staff are very helpful and professional but regretably they have (from our experience) not had the benefit of training to respond to real  world mobility issues such as access to hotel facilities, bathroom design and present day European attitudes to disability.","Cinnamon Grand wheelchair access review","2024-09","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r971688881-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","938644284",,"en","597086",,"General Manager","938827739","en","2024-02-18","Kamal Munasinghe","Dear Guest, 

Greetings from Cinnamon Grand Colombo!

Thank you so much for taking the time to share your wonderful experience and we are truly grateful for your review on Cinnamon Grand Colombo. We are pleased to know that you enjoyed the services extended by our colleagues and your kind sentiments will be passed on to all the team members.

Whilst thanking you for your patronage, we do look forward in welcoming you to Cinnamon Grand Colombo once again.

Best Regards,
Team Cinnamon Grand Colombo ","4032","728892541","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/72/04/7d/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-02-17","OTHER","3",,,,,,,,,,,,,,"Was privileged enough to have dinner. Amazing Chinese food. The flavor was so rich and the food reached the table really fast. Great job to Nirmal who served us this evening. Great food would recommend this place to anyone who is looking for flavor and taste.","Great restaurant to eat","2024-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r938644284-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","938280308",,"en","597086",,"General Manager","938827518","en","2024-02-18","Kamal Munasinghe","Dear Guest, 

Greetings from Cinnamon Grand Colombo!

Thank you so much for taking the time to share your wonderful experience and we are truly grateful for your review on Cinnamon Grand Colombo. We are pleased to know that you enjoyed the services extended by our colleagues and your kind sentiments will be passed on to all the team members.

Whilst thanking you for your patronage, we do look forward in welcoming you to Cinnamon Grand Colombo once again.

Best Regards,
Team Cinnamon Grand Colombo ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-02-14","OTHER","3",,"Value","3","Location","5","Service","5",,,,,,,"Plates have always been our go to restaurant but today on the 14th The spread could have been better and the varieties could improve, even though the ambiance was very warm and cozy.  the staff were friendly especially Asanka with his brilliant service.","Beautiful experience at the plates","2024-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r938280308-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","937943877",,"en","597086",,"Guest Services / Front Office","938273823","en","2024-02-14","Team Cinnamon  Grand","Dear Guest, 

Greetings from Cinnamon Grand Colombo!

Thank you so much for taking the time to share your experience with us and rating us. We sincerely apologize for the inconvenience caused by the incident you mentioned in your comment.

We appreciate your feedback and will certainly investigate the area you have mentioned. We are committed to taking corrective measures to address the concerns you've raised.

Whilst thanking you for your patronage, we do look forward in welcoming you to Cinnamon Grand Colombo once again.

Best Regards,
Team Cinnamon Grand Colombo
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-02-12","OTHER","3",,"Value","3","Rooms","3","Location","5","Cleanliness","4","Service","4","Sleep Quality","3","Have been a guest for nearly 20 years, but haven't seen any improvement in their rooms, security or service. With newer hotels coming up, this hotel may not be a choice anymore. Their travel agent, Transcend rips guests as this company is a literal monopoly with many of the hotels. They overcharge and their level of service very poor. ","Inadequate Security","2024-02","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r937943877-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","933783835",,"en","597086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2024-01-12","OTHER","3",,"Value","3","Location","4","Service","3",,,,,,,"Beautiful chic hôtel in downtown Colombo. 12 restaurants. 2 pools. Amicable personnel (except at front desk/ a little snotty…). Nice standard size rooms. But. But. But. Management has decided to sacrifice guests confort for a scarcely frequented pool disco lounge that provides a constant reverbarating boom boom on two whole facades of rooms (with the best views!) from 5pm to 10h45 pm every night. We endured it for 4 nights. This is certainly enough not to recommend that hôtel to clients who like to have a quiet evening in their room or fall asleep early…Loud DJ music and hôtels are incompatible!","Why the noise in this 5 star hôtel","2024-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r933783835-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","911091516",,"en","597086",,"General Manager","913190823","en","2023-08-27","Kamal Munasinghe","Dear Archana,

Ayubowan!

Thank you for taking the time to share your feedback about your recent experience at Cinnamon Grand Colombo. 
At Cinnamon Grand, we strive to provide exceptional service and create memorable experiences for all our guests.
We look forward to welcoming you back to Cinnamon Grand Colombo in the future. Should you have any further questions or require assistance with future bookings, please do not hesitate to reach out to us. We are always here to assist you.
Once again, thank you for choosing Cinnamon Grand. Your support and feedback are valuable to us.

Warm regards,
Kamal Munasinghe
Area Vice President Cinnamon City Hotels
General Manager Cinnamon Grand Colombo
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-08-17","OTHER","3","I don’t recommend this to vegetarian ","Value","1","Location","4","Service","5",,,,,,,"As a vegetarian, I'm disappointed with the meal; they could include at least some vegetarian options such as mushrooms and paneer. Aside from the food, the atmosphere is pleasant and the staff is welcoming, especially Nilmini. ","Disappointed as a vegetarian","2023-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r911091516-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","902159953",,"en","597086",,"General Manager","902338790","en","2023-07-11","Kamal Munasinghe","Dear Guest, 

Thank you for your feedback.

Kindly contact us via gm.grand@cinnamonhotels.com or provide us with your contact details enabling us to discuss your concerns. 

Kind regards, 

General Manager 
Cinnamon Grand Colombo
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-07-11","OTHER","3","Higher floors are quieter as there are events/functions in the atrium everyday and the PA system and music is loud","Value","3","Service","3","Sleep Quality","3",,,,,,,"We were an older group of friends that stayed for 2 nights at this hotel.  The location is central and great for a base, the hotel itself is satisfactorily maintained and the food in the buffet is amazing.
The various restaurants within the complex were also pricey but good.
While the dining and room service staff were good, the front desk, cashier and other information personnel were very disappointing.
The front desk was incompetent to the point that each of us in the group were given different answers to the same question leading to much confusion and irritation.  
We were promised late check out for all three rooms but on the day they denied agreeing to this and we all ended up in one room for the day !!

Note: please ensure that the pre-authorisation hold on your Credit Card is released when you check out or you could be struggling like me to get it back !!

Even now, as I write this review, the hold they put on USD$100 on my credit card is still not released and it has been 5 days since I checked out !!!  Still chasing it through phonecalls but being bounced around !","Beautiful hotel, central location, amazing food but disappointing service","2023-07","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r902159953-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","890976478",,"en","597086",,"General Manager","891150315","en","2023-05-20","Kamal Munasinghe","My sincere apologies for the inconvenience caused during your recent order. 

We strive to improve ourselves with each and every experience and therefore we truly appreciate your feedback.  

The complaint was immediately escalated to the respective department corrective measures were taken. We will ensure such situations will not take place again & assure you of our best services in the future. However we are glad you enjoyed the scrumptious array of food at our Plates and Lagoon restaurants.

We truly hope that this situation will not deter you from patronizing our service in the future.  

Kind regards, 

General Manager 
Cinnamon Grand Colombo

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-05-19","OTHER","3",,"Value","3","Rooms","3","Location","4","Cleanliness","4","Service","3","Sleep Quality","3","The condition of the rooms and service level fell short of the rates charged. I stayed in another 4/5 star hotel the week before and their quality of rooms and service provision far outshine the Cinnamon Grand. The food (breakfast buffet & Lagoon Restaurant) however is excellent so kudos to the chefs and F&B team there.","Better value elsewhere","2023-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r890976478-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","890789634",,"en","597086",,"General Manager","890803708","en","2023-05-17","Kamal Munasinghe","Dear Guest, 

Thank you for rating Cinnamon Grand Colombo & for your kind words of praise!

Your feedback is noted & we sincerely apologize for the unpleasant experience which you've encountered. 

We assure you of our best services in the future.   

Kind regards, 

Kamal Munasinghe
General Manager 
Cinnamon Grand Colombo

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-05-17","OTHER","3",,"Value","2","Rooms","2","Location","5","Cleanliness","5","Service","3","Sleep Quality","3","The hotel is conveniently located to different attractions in the city of Colombo. The swimming pool is clean and fun to experience. All Restaurants in the Hotel enforce a heavy taxes which discourages Dining in. Air conditioning in the room is not up to par and requires some renovations to match the competition. I would recommend visiting Cinnamon Lakeside over Cinnamon Grand Colombo.","Great location with heavy fees","2023-05","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r890789634-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","885134998",,"en","597086",,"General Manager","885540613","en","2023-04-09","Kamal Munasinghe","Dear Guest, 

Thank you for your review. 

We are saddened to read your review and to learn of your disappointment. 

We sincerely apologize for any inconvenience caused during your stay.

We have taken your comments very seriously & appreciate your feedback, which we have duly noted. 

Please be assured that we have investigated the areas you've mentioned. 

We value your patronage and your assurance to stay with us again.

Best Regards,

Kamal Munasinghe
General Manager 
Cinnamon Grand Colombo
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-04-07","OTHER","3",,,,,,,,,,,,,,"A beautifully appointed hotel. Many bars and restaurants, all very well decorated. Sadly, this hotel is all show over substance. The service is largely impersonal and at times, poor. Certainly not what we have come to expect in Sri Lanka where we have found that usually nothing is too much trouble. Such a shame.  If they could only match the service to the standard of the setting, this hotel would be fabulous.","Lacks the personal touch.","2023-04","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r885134998-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","883622266",,"en","597086",,"General Manager","883710398","en","2023-03-26","Kamal Munasinghe","Dear Guest, 

Thank you for your review. 

We are saddened to read your review and to learn of your disappointment. 

We sincerely apologize for the inconvenience caused. 

Kindly contact us via gm.grand@cinnamonhotels.com or provide us with your contact details enabling us to discuss your concerns. 

Kind regards, 

Kamal Munasinghe,
General Manager,
Cinnamon Grand Colombo

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-03-26","OTHER","3",,"Value","3","Location","5","Service","2",,,,,,,"Pros:
-	Relatively close to the thick of things
-	Extensive breakfast
-	Relatively efficient staff in the restaurants

Cons:
-	Front desk staff inefficient – after 1.5 hours, they had still not brought what we asked to the room. No reservation had been made at the restaurant despite my giving them the details and being assured that the reservation had been made. We were told where breakfast was only after I asked. No one ever told us about the high tea. Very impersonal experience. We were not told that the “compendium” in the form of a QR code was the means to access all hotel services including the in-room dining menu. 
-	There were 3 of us – while 3 towels were kept in the room, there were only 2 glasses, 2 cups and 2 pairs of slippers!
-	Too large a hotel with too many residents
-	The in-room dining vegetarian choices were limited
-	The bathroom had mould in the shower area and was smelling","Decent location but too large a hotel","2023-03","NONE","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r883622266-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","882965009",,"en","597086",,"General Manager","883087756","en","2023-03-21","Kamal Munasinghe","Dear Joel,

My sincere apologies for the inconvenience caused during your recent stay. 

We strive to improve ourselves with each and every experience and therefore we truly appreciate your feedback.  

The complaint was immediately escalated to the respective department corrective measures were taken. We will ensure such situations will not take place again & assure you of our best services in the future. 

We truly hope that this situation will not deter you from patronizing our service in the future.  

Kind regards, 

Kamal Munasinghe,
General Manager 
Cinnamon Grand Colombo

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-03-20","OTHER","3",,"Value","4","Rooms","3","Location","5","Cleanliness","4","Service","2","Sleep Quality","4","The location, hotel facilities and majority of customer facing staff were amazing. A few things let down the experience. We booked on Booking.com which clearly identifies the airport shuttle is a free service. Not true, it costs $67.50USD. A few other disappointments which could be easily managed better let down the overall experience. The most annoying was that the room next door to ours was obviously undergoing refurbishment which meant loud power tools and our room smelt strongly of paint for two days. What made it worse was that we advised the staff but no one followed it up. ","Could be great","2023-03","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r882965009-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
,"0","876858549",,"en","597086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"77 Galle Road","","597086","6.917788","Colombo, Western Province","79.84848","Cinnamon Grand Colombo","15628","4.7","163","172","423","1925","12948","https://www.tripadvisor.com/Hotel_Review-g293962-d597086-Reviews-Cinnamon_Grand_Colombo-Colombo_Western_Province.html","http://www.cinnamonhotels.com/en/cinnamongrandcolombo/","2023-01-30","OTHER","3",,,,,,,,,,,,,,"The service was good, but a lil slow after the first time. We asked for water and it took ages for them to bring it out. Overall the food was good with different varieties. The servers have a bit of attitude   hope they work on that because this is after all a 5 star establishment.","Tea lounge high tea","2023-01","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g293962-d597086-r876858549-Cinnamon_Grand_Colombo-Colombo_Western_Province.html",
